	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	1.8703691704943208e-110	5.96355709225041e-05	1.2417890825821723e-87	1.6130572436320109e-43	0.07334498822418815	0.4540261156131802	0.0	1.1014710838074255e-46	5.304629342867625e-86	5.59098477968688e-16	1.2425475659920172e-109	7.093217636213669e-81	1.5504241476111413e-80	2.201457091133643e-117	2.579360660917867e-07
NefAC	1.8703691704943208e-110	0.0	1.2426164256801505e-279	1.110011502158377e-28	2.461486327855042e-94	0.009823839926289437	6.999474573449963e-143	5.196456007864562e-153	6.552093878499031e-164	1.786154305258842e-43	0.00035457523649303884	5.175734260718187e-58	1.5528063630826364e-06	5.561765458923438e-06	1.031020813734457e-15	1.8276727771078368e-123
NefOPC	5.96355709225041e-05	1.2426164256801505e-279	0.0	4.46007217686571e-203	3.3430679087925613e-295	1.5005710711303576e-12	3.1205270545494285e-148	0.16725581718371454	3.752750764556085e-32	0.006474486430825882	1.5961980391523893e-06	0.0005208016388088207	2.1721104484236824e-10	4.40020862317963e-11	1.6066697671152293e-08	3.745267608208552e-102
NefNPC	1.2417890825821723e-87	1.110011502158377e-28	4.46007217686571e-203	0.0	0.0	1.2643152416765518e-19	5.640258667484897e-61	1.4401407436637948e-55	3.625969066898911e-05	0.3055854508411111	5.177502834828848e-27	7.528048954501327e-27	1.7762249682456063e-62	1.0026550818566913e-63	7.545775887813709e-49	2.8133882144522653e-38
VerPN	1.6130572436320109e-43	2.461486327855042e-94	3.3430679087925613e-295	0.0	0.0	1.3226286490002967e-38	7.692758984671215e-82	1.4867499634576359e-19	0.0009350336186409572	1.7046739330734946e-09	6.514218684082289e-40	1.3204378153899039e-41	5.714391245696132e-106	1.9426455185687765e-107	1.612594731674649e-41	1.4449489214429857e-126
VerNL	0.07334498822418815	0.009823839926289437	1.5005710711303576e-12	1.2643152416765518e-19	1.3226286490002967e-38	0.0	3.8809033929790795e-05	0.053066043577438236	5.003917339911816e-63	0.0002921091913621925	2.448055595145326e-65	3.51745084627069e-46	2.7909722437710888e-40	3.609970489980222e-40	1.6540741011205183e-05	1.1056169454266191e-20
VerCL	0.4540261156131802	6.999474573449963e-143	3.1205270545494285e-148	5.640258667484897e-61	7.692758984671215e-82	3.8809033929790795e-05	0.0	3.032047707100944e-08	9.575434933388557e-08	0.6833284622635326	0.0437279271006302	7.839551007247311e-45	0.004028163752482219	0.008507177677010331	0.0011956697734387318	1.8719008244553443e-37
VerMES	0.0	5.196456007864562e-153	0.16725581718371454	1.4401407436637948e-55	1.4867499634576359e-19	0.053066043577438236	3.032047707100944e-08	0.0	2.2014536625987036e-77	1.1866969630010838e-68	3.486259077801105e-13	9.724115532725158e-129	7.817447246698204e-84	3.1570300905202027e-83	2.3608460431772543e-145	2.878836459610312e-19
OXPHOS	1.1014710838074255e-46	6.552093878499031e-164	3.752750764556085e-32	3.625969066898911e-05	0.0009350336186409572	5.003917339911816e-63	9.575434933388557e-08	2.2014536625987036e-77	0.0	3.725361040843542e-94	1.8289831660597755e-63	1.0812127405796926e-45	3.866095768271005e-14	7.42459304812667e-14	8.821015449760815e-30	1.749443655949884e-77
GLYC	5.304629342867625e-86	1.786154305258842e-43	0.006474486430825882	0.3055854508411111	1.7046739330734946e-09	0.0002921091913621925	0.6833284622635326	1.1866969630010838e-68	3.725361040843542e-94	0.0	7.476161781084047e-17	4.184618427816231e-06	2.0300173401296166e-11	2.2564013265028488e-11	0.009328673560805011	1.7164645395944296e-42
FAO	5.59098477968688e-16	0.00035457523649303884	1.5961980391523893e-06	5.177502834828848e-27	6.514218684082289e-40	2.448055595145326e-65	0.0437279271006302	3.486259077801105e-13	1.8289831660597755e-63	7.476161781084047e-17	0.0	4.284227100045205e-38	2.394260959902184e-47	1.0211357485298114e-46	4.596037937403253e-30	2.506694434725198e-07
G2M	1.2425475659920172e-109	5.175734260718187e-58	0.0005208016388088207	7.528048954501327e-27	1.3204378153899039e-41	3.51745084627069e-46	7.839551007247311e-45	9.724115532725158e-129	1.0812127405796926e-45	4.184618427816231e-06	4.284227100045205e-38	0.0	0.0	0.0	4.581396903820269e-149	0.0004581241771418138
KEGG_CC	7.093217636213669e-81	1.5528063630826364e-06	2.1721104484236824e-10	1.7762249682456063e-62	5.714391245696132e-106	2.7909722437710888e-40	0.004028163752482219	7.817447246698204e-84	3.866095768271005e-14	2.0300173401296166e-11	2.394260959902184e-47	0.0	0.0	0.0	0.0	2.3770800550809585e-30
WP_CC	1.5504241476111413e-80	5.561765458923438e-06	4.40020862317963e-11	1.0026550818566913e-63	1.9426455185687765e-107	3.609970489980222e-40	0.008507177677010331	3.1570300905202027e-83	7.42459304812667e-14	2.2564013265028488e-11	1.0211357485298114e-46	0.0	0.0	0.0	0.0	7.606572409776759e-31
BIOCARTA_CC	2.201457091133643e-117	1.031020813734457e-15	1.6066697671152293e-08	7.545775887813709e-49	1.612594731674649e-41	1.6540741011205183e-05	0.0011956697734387318	2.3608460431772543e-145	8.821015449760815e-30	0.009328673560805011	4.596037937403253e-30	4.581396903820269e-149	0.0	0.0	0.0	0.4973912801693856
PD-L1	2.579360660917867e-07	1.8276727771078368e-123	3.745267608208552e-102	2.8133882144522653e-38	1.4449489214429857e-126	1.1056169454266191e-20	1.8719008244553443e-37	2.878836459610312e-19	1.749443655949884e-77	1.7164645395944296e-42	2.506694434725198e-07	0.0004581241771418138	2.3770800550809585e-30	7.606572409776759e-31	0.4973912801693856	0.0
