	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	1.0	-0.3413480869524834	-0.6027571570146162	-0.7698647963325163	-0.7937443553986007	0.03632477297913594	-0.44511368205556284	0.9025745764789863	0.46248235702635565	0.528577699633789	0.45552693539534517	-0.26974912464008743	-0.28027312078306915	-0.2902211110989554	-0.37070208116976067	-0.16607050243221547
NefAC	-0.3413480869524834	1.0	0.7470954879908313	0.5020001527936832	0.5255673878152917	0.38011210627903474	0.7075425498198756	-0.41146320602314174	-0.0025635466871855844	-0.2888535734035818	-0.21912634186084926	-0.15083589785051293	-0.014141233109861	0.0035540866206734143	0.12022035450539172	-0.03828132847531107
NefOPC	-0.6027571570146162	0.7470954879908313	1.0	0.7385608787605786	0.7764267325566486	0.19298690699944604	0.7124809168417138	-0.65406980571583	-0.3960083787082479	-0.4885368508531112	-0.41707535183988526	0.046790748616963175	0.1828807294072396	0.2018004776760142	0.34303487789839177	0.13483392359136195
NefNPC	-0.7698647963325163	0.5020001527936832	0.7385608787605786	1.0	0.9164846074544747	0.11342027228986447	0.6041653217301818	-0.7949376460616153	-0.4801988266743585	-0.46563050887287794	-0.44701338265748847	0.2087975640572507	0.3194764696425289	0.3359185914999662	0.46735017090962455	0.14677182584277154
VerPN	-0.7937443553986007	0.5255673878152917	0.7764267325566486	0.9164846074544747	1.0	0.11067028133181452	0.6833286162868344	-0.8351155350829728	-0.5762492867080775	-0.5294983898319008	-0.5495152985486106	0.30142393579619464	0.4035104701511989	0.42097705763641396	0.5017982636886188	0.17044314469391403
VerNL	0.03632477297913594	0.38011210627903474	0.19298690699944604	0.11342027228986447	0.11067028133181452	1.0	0.3128876500721916	-0.04605077054130948	0.11803550483714205	-0.008937139723914793	-0.03651404265849242	-0.1283937131208161	-0.014811753057745524	-0.0030009410704168113	-0.010914498213097132	-0.07075380526891335
VerCL	-0.44511368205556284	0.7075425498198756	0.7124809168417138	0.6041653217301818	0.6833286162868344	0.3128876500721916	1.0	-0.5215570882488582	-0.4439077109694927	-0.47150437644975535	-0.5469355968480989	0.0783764520783084	0.2329139658340868	0.2538513239810137	0.340862155032594	0.09701348734947748
VerMES	0.9025745764789863	-0.41146320602314174	-0.65406980571583	-0.7949376460616153	-0.8351155350829728	-0.04605077054130948	-0.5215570882488582	1.0	0.485176401457799	0.5003667656338558	0.4880365194876045	-0.362185788447457	-0.38121749058220933	-0.39232384402447584	-0.4328853750937454	-0.15770963777284575
OXPHOS	0.46248235702635565	-0.0025635466871855844	-0.3960083787082479	-0.4801988266743585	-0.5762492867080775	0.11803550483714205	-0.4439077109694927	0.485176401457799	1.0	0.5268895936509206	0.6725310228435486	-0.41378226612114666	-0.4550759491118456	-0.4636485260348231	-0.4791684143131272	-0.29379578640410453
GLYC	0.528577699633789	-0.2888535734035818	-0.4885368508531112	-0.46563050887287794	-0.5294983898319008	-0.008937139723914793	-0.47150437644975535	0.5003667656338558	0.5268895936509206	1.0	0.5792707857671715	-0.039584958361172644	-0.12294874167118837	-0.1367714927612014	-0.26006168981306904	-0.16766403785024772
FAO	0.45552693539534517	-0.21912634186084926	-0.41707535183988526	-0.44701338265748847	-0.5495152985486106	-0.03651404265849242	-0.5469355968480989	0.4880365194876045	0.6725310228435486	0.5792707857671715	1.0	-0.32430075733004077	-0.3618888648776683	-0.3719034295346406	-0.3441203082033855	-0.15208637194077432
G2M	-0.26974912464008743	-0.15083589785051293	0.046790748616963175	0.2087975640572507	0.30142393579619464	-0.1283937131208161	0.0783764520783084	-0.362185788447457	-0.41378226612114666	-0.039584958361172644	-0.32430075733004077	1.0	0.7915855954055687	0.7780581821759879	0.4903657300112818	0.07496505714761292
KEGG_CC	-0.28027312078306915	-0.014141233109861	0.1828807294072396	0.3194764696425289	0.4035104701511989	-0.014811753057745524	0.2329139658340868	-0.38121749058220933	-0.4550759491118456	-0.12294874167118837	-0.3618888648776683	0.7915855954055687	1.0	0.9946992959118308	0.6692877365336446	0.09358277060427869
WP_CC	-0.2902211110989554	0.0035540866206734143	0.2018004776760142	0.3359185914999662	0.42097705763641396	-0.0030009410704168113	0.2538513239810137	-0.39232384402447584	-0.4636485260348231	-0.1367714927612014	-0.3719034295346406	0.7780581821759879	0.9946992959118308	1.0	0.6784415335212667	0.100843615324055
BIOCARTA_CC	-0.37070208116976067	0.12022035450539172	0.34303487789839177	0.46735017090962455	0.5017982636886188	-0.010914498213097132	0.340862155032594	-0.4328853750937454	-0.4791684143131272	-0.26006168981306904	-0.3441203082033855	0.4903657300112818	0.6692877365336446	0.6784415335212667	1.0	0.1562410929695863
PD-L1	-0.16607050243221547	-0.03828132847531107	0.13483392359136195	0.14677182584277154	0.17044314469391403	-0.07075380526891335	0.09701348734947748	-0.15770963777284575	-0.29379578640410453	-0.16766403785024772	-0.15208637194077432	0.07496505714761292	0.09358277060427869	0.100843615324055	0.1562410929695863	1.0
