	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.46847813411078715	0.004804664723032055	0.04156268221574334	0.004804664723032055	0.01884548104956266	0.04156268221574334	0.15617492711370237	0.07239650145772594	0.07239650145772594	0.004804664723032055	0.0	0.004804664723032055	0.004804664723032055	0.46847813411078715	0.004804664723032055
FAO	0.46847813411078715	0.0	0.6227871720116618	0.8717434402332361	0.6227871720116618	0.8717434402332361	0.8717434402332361	0.5440932944606414	0.6227871720116618	0.9571545189504373	0.6227871720116618	0.46847813411078715	0.6227871720116618	0.5440932944606414	0.20799999999999982	0.6227871720116618
G2M	0.004804664723032055	0.6227871720116618	0.0	0.07239650145772594	0.0	0.004804664723032055	0.004804664723032055	0.20799999999999982	0.04156268221574334	0.04156268221574334	0.0	0.004804664723032055	0.0	0.04156268221574334	0.26570262390670557	0.0
GLYC	0.04156268221574334	0.8717434402332361	0.07239650145772594	0.0	0.07239650145772594	0.01884548104956266	0.15617492711370237	0.04156268221574334	0.26570262390670557	0.20799999999999982	0.07239650145772594	0.04156268221574334	0.07239650145772594	0.07239650145772594	0.9571545189504373	0.07239650145772594
KEGG_CC	0.004804664723032055	0.6227871720116618	0.0	0.07239650145772594	0.0	0.004804664723032055	0.004804664723032055	0.20799999999999982	0.04156268221574334	0.04156268221574334	0.0	0.004804664723032055	0.0	0.04156268221574334	0.26570262390670557	0.0
NefAC	0.01884548104956266	0.8717434402332361	0.004804664723032055	0.01884548104956266	0.004804664723032055	0.0	0.01884548104956266	0.1107871720116617	0.15617492711370237	0.07239650145772594	0.004804664723032055	0.01884548104956266	0.004804664723032055	0.07239650145772594	0.46847813411078715	0.004804664723032055
NefMES	0.04156268221574334	0.8717434402332361	0.004804664723032055	0.15617492711370237	0.004804664723032055	0.01884548104956266	0.0	0.15617492711370237	0.1107871720116617	0.004804664723032055	0.004804664723032055	0.04156268221574334	0.004804664723032055	0.07239650145772594	0.3287230320699709	0.004804664723032055
NefNPC	0.15617492711370237	0.5440932944606414	0.20799999999999982	0.04156268221574334	0.20799999999999982	0.1107871720116617	0.15617492711370237	0.0	0.6227871720116618	0.07239650145772594	0.20799999999999982	0.15617492711370237	0.20799999999999982	0.07239650145772594	0.5440932944606414	0.20799999999999982
NefOPC	0.07239650145772594	0.6227871720116618	0.04156268221574334	0.26570262390670557	0.04156268221574334	0.15617492711370237	0.1107871720116617	0.6227871720116618	0.0	0.26570262390670557	0.04156268221574334	0.07239650145772594	0.04156268221574334	0.20799999999999982	0.20799999999999982	0.04156268221574334
OXPHOS	0.07239650145772594	0.9571545189504373	0.04156268221574334	0.20799999999999982	0.04156268221574334	0.07239650145772594	0.004804664723032055	0.07239650145772594	0.26570262390670557	0.0	0.04156268221574334	0.07239650145772594	0.04156268221574334	0.04156268221574334	0.6227871720116618	0.04156268221574334
PD-L1	0.004804664723032055	0.6227871720116618	0.0	0.07239650145772594	0.0	0.004804664723032055	0.004804664723032055	0.20799999999999982	0.04156268221574334	0.04156268221574334	0.0	0.004804664723032055	0.0	0.04156268221574334	0.26570262390670557	0.0
VerCL	0.0	0.46847813411078715	0.004804664723032055	0.04156268221574334	0.004804664723032055	0.01884548104956266	0.04156268221574334	0.15617492711370237	0.07239650145772594	0.07239650145772594	0.004804664723032055	0.0	0.004804664723032055	0.004804664723032055	0.46847813411078715	0.004804664723032055
VerMES	0.004804664723032055	0.6227871720116618	0.0	0.07239650145772594	0.0	0.004804664723032055	0.004804664723032055	0.20799999999999982	0.04156268221574334	0.04156268221574334	0.0	0.004804664723032055	0.0	0.04156268221574334	0.26570262390670557	0.0
VerNL	0.004804664723032055	0.5440932944606414	0.04156268221574334	0.07239650145772594	0.04156268221574334	0.07239650145772594	0.07239650145772594	0.07239650145772594	0.20799999999999982	0.04156268221574334	0.04156268221574334	0.004804664723032055	0.04156268221574334	0.0	0.7871720116618075	0.04156268221574334
VerPN	0.46847813411078715	0.20799999999999982	0.26570262390670557	0.9571545189504373	0.26570262390670557	0.46847813411078715	0.3287230320699709	0.5440932944606414	0.20799999999999982	0.6227871720116618	0.26570262390670557	0.46847813411078715	0.26570262390670557	0.7871720116618075	0.0	0.26570262390670557
WP_CC	0.004804664723032055	0.6227871720116618	0.0	0.07239650145772594	0.0	0.004804664723032055	0.004804664723032055	0.20799999999999982	0.04156268221574334	0.04156268221574334	0.0	0.004804664723032055	0.0	0.04156268221574334	0.26570262390670557	0.0
