Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,VerCL,VerMES,VerNL,VerPN,WP_CC
ACH.000027,0.4733971391710419,0.5079883792857879,0.6433053447556472,0.4778448569248853,0.5697286055915188,0.41954698952073677,0.7781148948883909,0.2523867859054909,0.17110731357851658,0.9127324200249977,0.38573069730153203,0.32397629391237165,0.17315999286450137,0.06069649431086528,0.563777529003562
ACH.000036,0.40713255427246947,0.48212958487589413,0.6029731294010372,0.5956683578461741,0.5230474233623992,0.16486612484390384,0.8901890747418754,0.17862004338084383,0.08448139926940965,0.8714082968233855,0.3310769243673805,0.44392851734745786,0.17823640575255334,0.0034873223024523593,0.5215131390958943
ACH.000075,0.48425782963349606,0.48682606383994853,0.6883900773352837,0.545721012218077,0.580711081058545,0.24021396811155263,0.9035930102526577,0.13847855267723613,0.019888176016907025,0.8850905016842984,0.2380048244494821,0.48264508256060357,0.19035847544999338,0.021774538497741247,0.5790591606922572
ACH.000098,0.5692961684785852,0.4730266180474133,0.7619006011173404,0.5362212423967644,0.6518303760051565,0.1223824720881892,0.808624132027207,0.10173071116589903,0.02582661026783935,0.8766138914898314,0.22547344971532982,0.40111710645100207,0.16712900653039195,0.01650700800800261,0.6489027617587261
ACH.000102,0.6228170152406722,0.4792793458624367,0.7576429934126373,0.5075996695234669,0.6518814901845125,0.16877077539616198,0.7921169563071022,0.15331131251997254,0.045375119889852,0.8498542387147188,0.31396075106243626,0.46217861558248935,0.16737471152693856,0.030025436233225962,0.6457956402430107
ACH.000137,0.5719108556600571,0.5073716622727291,0.6553884603445463,0.5182837645363645,0.5852138647471029,0.26320551603421605,0.8434250701168495,0.14388823906185677,0.04532783282448625,0.8599432630897198,0.25516247036009915,0.4412250527120866,0.24051148031030453,0.017705714947389747,0.5837841962881394
ACH.000152,0.6562680961673868,0.47827956991319664,0.7512571234638427,0.5213798819924761,0.6394884530695665,0.09904803151942422,0.761161356442777,0.17752168827995507,0.020855724351585257,0.8674375490966296,0.27837251716388,0.38529608667590326,0.1372232122338934,0.017230096572742545,0.6363137836483178
ACH.000200,0.6683014441628445,0.4936242161825669,0.7298787460578797,0.5362895833962783,0.6442309760012899,0.37005337148989864,0.7790097699170293,0.2600037475978614,0.1697381339139231,0.8747745114155613,0.3581282139268529,0.4239609593498703,0.1995921270723209,0.0330165546625928,0.6426751525983616
ACH.000215,0.4861007388095923,0.5393333629586232,0.7212601220286837,0.5290102130450559,0.6055078271372418,0.22032593675897152,0.7953555364499545,0.16522490758273164,0.06768469898311952,0.8937374501694387,0.2834958685673452,0.43732919389640196,0.15298652927949344,-0.010109863279123416,0.6021464264915494
ACH.000231,0.659027625919366,0.4623708448105512,0.754016330648832,0.5604202370396997,0.6411733390524136,0.18198891443471982,0.807534629975315,0.2549327443372377,0.08127692261279218,0.8502944149466822,0.30807388517321166,0.3758657019335826,0.16160869629705776,0.07470810015975095,0.6366680223901326
