	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	3.720841046988515e-99	0.0	0.0	0.0	1.7379649819860355e-99	1.0035885586908996e-159	0.0	0.9719468388699137	0.0	7.578956539032412e-218	6.408443924931704e-301	3.361597487841979e-306	1.0080537495452167e-307	1.3552166779376657e-110	1.0840113567135623e-212
NefAC	3.720841046988515e-99	0.0	0.0	1.7546455600112821e-15	1.7606776234482794e-06	0.00028852738751205436	0.0	6.532786284436817e-21	1.8612889169158156e-219	1.3255849511390123e-131	4.836234919254391e-277	0.011617081365625802	0.6749710495021771	0.7552603460804939	9.823833281553176e-10	2.341875562957887e-26
NefOPC	0.0	0.0	0.0	0.0	0.0	3.60650449965909e-86	2.9176743471570695e-49	0.0	7.755960498461866e-153	5.46558850926036e-06	3.929634546047501e-22	8.466628816301417e-65	3.581019833941999e-94	6.061941910348728e-97	1.8959346061473698e-19	6.327946901857433e-186
NefNPC	0.0	1.7546455600112821e-15	0.0	0.0	0.0	6.486405414624553e-86	2.4454753373589165e-51	0.0	4.117588244018513e-09	1.2241429484835174e-98	3.757097047847119e-74	0.0	0.0	0.0	7.895253516660386e-95	0.0
VerPN	0.0	1.7606776234482794e-06	0.0	0.0	0.0	1.542135078099588e-116	2.8712661853040195e-64	0.0	8.495104934180529e-14	9.10934971964696e-118	2.1666906275103863e-87	0.0	0.0	0.0	1.169452877630081e-88	0.0
VerNL	1.7379649819860355e-99	0.00028852738751205436	3.60650449965909e-86	6.486405414624553e-86	1.542135078099588e-116	0.0	1.5718060681137563e-32	8.281358302997065e-72	1.4942616187035742e-30	7.104870420113388e-24	2.295942825819237e-09	1.5570406428443004e-16	0.0001255586564431664	0.0002597631397663319	7.003964367458197e-28	1.7353296090497704e-11
VerCL	1.0035885586908996e-159	0.0	2.9176743471570695e-49	2.4454753373589165e-51	2.8712661853040195e-64	1.5718060681137563e-32	0.0	1.7574732074793957e-74	1.286803038787584e-45	4.629750703839012e-72	1.8502212995031186e-139	8.134282776601895e-16	4.538033948817901e-15	1.500308833518599e-14	3.0548187575799444e-23	2.205176477001721e-06
VerMES	0.0	6.532786284436817e-21	0.0	0.0	0.0	8.281358302997065e-72	1.7574732074793957e-74	0.0	2.2034388814840843e-36	5.76336843836302e-90	5.686348205420375e-81	0.0	0.0	0.0	9.43809475870896e-131	0.0
OXPHOS	0.9719468388699137	1.8612889169158156e-219	7.755960498461866e-153	4.117588244018513e-09	8.495104934180529e-14	1.4942616187035742e-30	1.286803038787584e-45	2.2034388814840843e-36	0.0	1.286244593224004e-259	0.0	4.227308875016858e-28	8.719410786562063e-51	2.8606480568817828e-49	0.5993030570641099	1.5177449774759378e-106
GLYC	0.0	1.3255849511390123e-131	5.46558850926036e-06	1.2241429484835174e-98	9.10934971964696e-118	7.104870420113388e-24	4.629750703839012e-72	5.76336843836302e-90	1.286244593224004e-259	0.0	0.0	0.0003502491632555454	0.014180928368344458	0.019480456010841314	0.0012376451255632838	4.393053197865649e-07
FAO	7.578956539032412e-218	4.836234919254391e-277	3.929634546047501e-22	3.757097047847119e-74	2.1666906275103863e-87	2.295942825819237e-09	1.8502212995031186e-139	5.686348205420375e-81	0.0	0.0	0.0	8.440896114934228e-12	3.239160553012752e-06	3.297861536399415e-06	1.4833902012124237e-32	0.040791868567931995
G2M	6.408443924931704e-301	0.011617081365625802	8.466628816301417e-65	0.0	0.0	1.5570406428443004e-16	8.134282776601895e-16	0.0	4.227308875016858e-28	0.0003502491632555454	8.440896114934228e-12	0.0	0.0	0.0	0.0	1.66646472488354e-201
KEGG_CC	3.361597487841979e-306	0.6749710495021771	3.581019833941999e-94	0.0	0.0	0.0001255586564431664	4.538033948817901e-15	0.0	8.719410786562063e-51	0.014180928368344458	3.239160553012752e-06	0.0	0.0	0.0	0.0	1.335783924465593e-230
WP_CC	1.0080537495452167e-307	0.7552603460804939	6.061941910348728e-97	0.0	0.0	0.0002597631397663319	1.500308833518599e-14	0.0	2.8606480568817828e-49	0.019480456010841314	3.297861536399415e-06	0.0	0.0	0.0	0.0	1.1254493616106792e-229
BIOCARTA_CC	1.3552166779376657e-110	9.823833281553176e-10	1.8959346061473698e-19	7.895253516660386e-95	1.169452877630081e-88	7.003964367458197e-28	3.0548187575799444e-23	9.43809475870896e-131	0.5993030570641099	0.0012376451255632838	1.4833902012124237e-32	0.0	0.0	0.0	0.0	6.728949974867995e-28
PD-L1	1.0840113567135623e-212	2.341875562957887e-26	6.327946901857433e-186	0.0	0.0	1.7353296090497704e-11	2.205176477001721e-06	0.0	1.5177449774759378e-106	4.393053197865649e-07	0.040791868567931995	1.66646472488354e-201	1.335783924465593e-230	1.1254493616106792e-229	6.728949974867995e-28	0.0
