	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	0.16415647474544354	5.768538291876146e-18	1.298493492037164e-15	5.376019151226558e-80	1.585694708422866e-05	3.700455626687389e-14	2.5967030623489755e-161	2.1646670134343066e-15	2.253416404182494e-126	1.4999362720675648e-35	0.16495594307577674	0.6973269083870508	0.4757375264043202	0.3599216562092765	9.341530981276333e-07
NefAC	0.16415647474544354	0.0	9.222185899585803e-177	8.649388582774946e-79	2.45855804735554e-49	1.9189755844047767e-39	0.001198140894596889	7.803061018364904e-10	5.297599591108354e-17	5.692224744756487e-06	3.367357761932715e-24	0.02430977328755486	1.8353508320827916e-20	6.443271313563128e-22	3.8485499005880625e-22	0.2439877627366551
NefOPC	5.768538291876146e-18	9.222185899585803e-177	0.0	1.2744669248052947e-204	2.2475955758279633e-178	3.1061215248536294e-48	9.068208142744142e-05	3.519907685579428e-70	1.6012238589509652e-14	0.0667759345457083	3.396674512344977e-15	0.9620763243301007	3.3666735824357034e-39	1.1887378947397555e-40	1.606674379219106e-36	0.17483022374861962
NefNPC	1.298493492037164e-15	8.649388582774946e-79	1.2744669248052947e-204	0.0	1.3662749203521343e-179	1.3539584487301218e-66	5.764484550913481e-05	1.505955464619833e-71	1.2634787453074141e-17	0.008064895447025985	2.495647031818655e-09	0.005189623029610134	3.437883892372852e-64	5.662233107228425e-66	1.0107047061969428e-55	0.025882515403302248
VerPN	5.376019151226558e-80	2.45855804735554e-49	2.2475955758279633e-178	1.3662749203521343e-179	0.0	3.376033117388535e-18	5.594293257673898e-08	2.1083294397501717e-133	0.42304296575403955	2.9977871714963685e-25	0.2222207297922222	0.3060988284775186	6.1636815908035065e-25	3.9719581455015707e-25	2.9861475469568886e-20	0.14265711368135767
VerNL	1.585694708422866e-05	1.9189755844047767e-39	3.1061215248536294e-48	1.3539584487301218e-66	3.376033117388535e-18	0.0	0.1522300034374534	1.1806707762180887e-05	8.292403888746658e-40	5.509600963982457e-09	5.102359912396564e-31	0.36335663834934895	3.5473983222422327e-26	1.0627343828044097e-27	1.0060142527873073e-24	0.0008561673355493627
VerCL	3.700455626687389e-14	0.001198140894596889	9.068208142744142e-05	5.764484550913481e-05	5.594293257673898e-08	0.1522300034374534	0.0	5.452675364034457e-23	5.714335143245198e-05	0.011076055794497568	0.924237190923225	2.7276941107104713e-13	1.594156859401584e-06	2.1380284470813966e-06	0.5813508398146492	0.7981254202670424
VerMES	2.5967030623489755e-161	7.803061018364904e-10	3.519907685579428e-70	1.505955464619833e-71	2.1083294397501717e-133	1.1806707762180887e-05	5.452675364034457e-23	0.0	0.0020626164536478504	1.2231500945954863e-31	0.0005559414159757406	4.3274626654551955e-15	1.811294902085694e-28	7.2005426275567245e-28	3.4225443865307087e-11	0.06509762611208571
OXPHOS	2.1646670134343066e-15	5.297599591108354e-17	1.6012238589509652e-14	1.2634787453074141e-17	0.42304296575403955	8.292403888746658e-40	5.714335143245198e-05	0.0020626164536478504	0.0	6.92100517257642e-39	9.874239209512308e-71	5.701150480158229e-09	1.1522634011311303e-28	2.734837359073869e-30	3.9352400438211855e-11	1.7553236626733733e-15
GLYC	2.253416404182494e-126	5.692224744756487e-06	0.0667759345457083	0.008064895447025985	2.9977871714963685e-25	5.509600963982457e-09	0.011076055794497568	1.2231500945954863e-31	6.92100517257642e-39	0.0	1.5860861083627914e-56	8.370316822927884e-06	5.6043230054225325e-09	1.155692648751488e-09	0.10130283920922292	7.184880327744795e-17
FAO	1.4999362720675648e-35	3.367357761932715e-24	3.396674512344977e-15	2.495647031818655e-09	0.2222207297922222	5.102359912396564e-31	0.924237190923225	0.0005559414159757406	9.874239209512308e-71	1.5860861083627914e-56	0.0	0.10663635237614741	1.0168088803067384e-12	1.0299383174712329e-13	0.001276775278034112	1.83686064347463e-13
G2M	0.16495594307577674	0.02430977328755486	0.9620763243301007	0.005189623029610134	0.3060988284775186	0.36335663834934895	2.7276941107104713e-13	4.3274626654551955e-15	5.701150480158229e-09	8.370316822927884e-06	0.10663635237614741	0.0	6.792251259161582e-78	9.383494178853999e-76	0.016797476363259792	0.00020144132786603368
KEGG_CC	0.6973269083870508	1.8353508320827916e-20	3.3666735824357034e-39	3.437883892372852e-64	6.1636815908035065e-25	3.5473983222422327e-26	1.594156859401584e-06	1.811294902085694e-28	1.1522634011311303e-28	5.6043230054225325e-09	1.0168088803067384e-12	6.792251259161582e-78	0.0	0.0	1.2923938711581867e-99	0.001199486367987192
WP_CC	0.4757375264043202	6.443271313563128e-22	1.1887378947397555e-40	5.662233107228425e-66	3.9719581455015707e-25	1.0627343828044097e-27	2.1380284470813966e-06	7.2005426275567245e-28	2.734837359073869e-30	1.155692648751488e-09	1.0299383174712329e-13	9.383494178853999e-76	0.0	0.0	1.9783532307746587e-101	0.0008391092348083451
BIOCARTA_CC	0.3599216562092765	3.8485499005880625e-22	1.606674379219106e-36	1.0107047061969428e-55	2.9861475469568886e-20	1.0060142527873073e-24	0.5813508398146492	3.4225443865307087e-11	3.9352400438211855e-11	0.10130283920922292	0.001276775278034112	0.016797476363259792	1.2923938711581867e-99	1.9783532307746587e-101	0.0	0.3732040881900278
PD-L1	9.341530981276333e-07	0.2439877627366551	0.17483022374861962	0.025882515403302248	0.14265711368135767	0.0008561673355493627	0.7981254202670424	0.06509762611208571	1.7553236626733733e-15	7.184880327744795e-17	1.83686064347463e-13	0.00020144132786603368	0.001199486367987192	0.0008391092348083451	0.3732040881900278	0.0
