	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	4.979701093211384e-90	1e-322	0.0	0.0	0.03779381000962515	6.382793224078012e-159	0.0	5.000264063496556e-173	7.929801699688764e-235	2.7942577381504636e-167	1.260675031788069e-55	4.3670883628550115e-60	1.741504990747474e-64	4.6889742569906823e-107	1.1846326450584326e-21
NefAC	4.979701093211384e-90	0.0	0.0	2.482785244714488e-208	1.0468412658827168e-231	6.665601503509277e-113	0.0	7.942233527061589e-134	0.8834968310302399	7.18371870976069e-64	7.621843671904141e-37	4.255456036611094e-18	0.4188705374524375	0.8390103504925498	5.308631594259669e-12	0.028593817259895266
NefOPC	1e-322	0.0	0.0	0.0	0.0	8.345182407501106e-29	0.0	0.0	3.1469979891425356e-123	8.856501428177197e-196	8.141166165667741e-138	0.0074479778022884325	5.480170219237828e-26	2.1527683085192717e-31	5.850753592033341e-91	9.727839650317241e-15
NefNPC	0.0	2.482785244714488e-208	0.0	0.0	0.0	7.80387974096687e-11	0.0	0.0	2.7793870273374235e-188	1.131195863621299e-175	2.0033141136897925e-160	1.548394307100566e-33	1.7424613322626734e-78	4.4837750315641745e-87	3.951052709233456e-177	3.2979603739413085e-17
VerPN	0.0	1.0468412658827168e-231	0.0	0.0	0.0	2.2150149401803927e-10	0.0	0.0	1.003327929802891e-288	8.680138866163004e-236	1.9848382463925143e-257	1.1742470662517812e-69	2.6523445256482407e-128	1.2360905006216685e-140	3.8667915879011058e-208	9.725276288264331e-23
VerNL	0.03779381000962515	6.665601503509277e-113	8.345182407501106e-29	7.80387974096687e-11	2.2150149401803927e-10	0.0	3.4304488673650065e-75	0.008444671799558802	1.2804378391078748e-11	0.6094382828227749	0.03680561231549916	1.7092444287762827e-13	0.397153090992865	0.8637989202272873	0.5326842741980105	5.132537651416597e-05
VerCL	6.382793224078012e-159	0.0	0.0	0.0	0.0	3.4304488673650065e-75	0.0	1.3444238784203857e-227	5.68017981984694e-158	1.1036783969614416e-180	1.4773804080422743e-254	7.221201570096555e-06	1.565505381015289e-41	2.944232998837015e-49	9.205452479875614e-90	2.7193908753169688e-08
VerMES	0.0	7.942233527061589e-134	0.0	0.0	0.0	0.008444671799558802	1.3444238784203857e-227	0.0	9.85493397124641e-193	8.870444730784235e-207	2.5292604191206528e-195	6.2727265799763565e-102	1.3309954487845224e-113	8.75685069175089e-121	1.800911697142397e-149	1.1703253903567635e-19
OXPHOS	5.000264063496556e-173	0.8834968310302399	3.1469979891425356e-123	2.7793870273374235e-188	1.003327929802891e-288	1.2804378391078748e-11	5.68017981984694e-158	9.85493397124641e-193	0.0	4.4988697120899e-233	0.0	1.8227834933104088e-135	6.521277504536101e-167	5.275599511861682e-174	2.2700876923350916e-187	4.130949125170186e-66
GLYC	7.929801699688764e-235	7.18371870976069e-64	8.856501428177197e-196	1.131195863621299e-175	8.680138866163004e-236	0.6094382828227749	1.1036783969614416e-180	8.870444730784235e-207	4.4988697120899e-233	0.0	1.9057686348533287e-292	0.023595983038766043	1.7287139372309836e-12	3.9952490257511295e-15	1.0803393000367841e-51	4.80081978019821e-22
FAO	2.7942577381504636e-167	7.621843671904141e-37	8.141166165667741e-138	2.0033141136897925e-160	1.9848382463925143e-257	0.03680561231549916	1.4773804080422743e-254	2.5292604191206528e-195	0.0	1.9057686348533287e-292	0.0	5.969699146583479e-81	9.40573952322689e-102	8.616939219980791e-108	1.4645840475678675e-91	2.2404275431312925e-18
G2M	1.260675031788069e-55	4.255456036611094e-18	0.0074479778022884325	1.548394307100566e-33	1.1742470662517812e-69	1.7092444287762827e-13	7.221201570096555e-06	6.2727265799763565e-102	1.8227834933104088e-135	0.023595983038766043	5.969699146583479e-81	0.0	0.0	0.0	1.8834114626539946e-197	1.7771390207744446e-05
KEGG_CC	4.3670883628550115e-60	0.4188705374524375	5.480170219237828e-26	1.7424613322626734e-78	2.6523445256482407e-128	0.397153090992865	1.565505381015289e-41	1.3309954487845224e-113	6.521277504536101e-167	1.7287139372309836e-12	9.40573952322689e-102	0.0	0.0	0.0	0.0	8.269318027023582e-08
WP_CC	1.741504990747474e-64	0.8390103504925498	2.1527683085192717e-31	4.4837750315641745e-87	1.2360905006216685e-140	0.8637989202272873	2.944232998837015e-49	8.75685069175089e-121	5.275599511861682e-174	3.9952490257511295e-15	8.616939219980791e-108	0.0	0.0	0.0	0.0	7.507238403404595e-09
BIOCARTA_CC	4.6889742569906823e-107	5.308631594259669e-12	5.850753592033341e-91	3.951052709233456e-177	3.8667915879011058e-208	0.5326842741980105	9.205452479875614e-90	1.800911697142397e-149	2.2700876923350916e-187	1.0803393000367841e-51	1.4645840475678675e-91	1.8834114626539946e-197	0.0	0.0	0.0	2.5569312494515293e-19
PD-L1	1.1846326450584326e-21	0.028593817259895266	9.727839650317241e-15	3.2979603739413085e-17	9.725276288264331e-23	5.132537651416597e-05	2.7193908753169688e-08	1.1703253903567635e-19	4.130949125170186e-66	4.80081978019821e-22	2.2404275431312925e-18	1.7771390207744446e-05	8.269318027023582e-08	7.507238403404595e-09	2.5569312494515293e-19	0.0
