	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	4.0940585870226655e-42	5.126551969000131e-14	1.2304376234944009e-14	0.40290112846949444	1.3215405246658822e-35	1.0764282782559662e-07	1.3184476143890952e-35	2.112734570543089e-66	1.3815983664359756e-105	8.592658207902743e-72	3.927340458399258e-24	2.3178405951725923e-34	1.0300146556918547e-34	1.1540317131015054e-43	0.0006479318524388587
NefAC	4.0940585870226655e-42	0.0	5.3622810973543046e-132	1.6538891977148482e-76	3.0005432653389263e-46	1.836241580047651e-53	4.593070119537812e-05	0.43717955252496454	2.627515137832904e-57	8.753511660570409e-51	6.895648575898511e-73	8.31331456499679e-19	9.605037623295727e-47	1.0039039340360737e-46	5.496563199497613e-63	0.3214696921563515
NefOPC	5.126551969000131e-14	5.3622810973543046e-132	0.0	2.4590812281802048e-120	2.5077059777326493e-101	6.091326591012221e-61	0.6064348651522795	7.537386330702101e-09	9.840204162829803e-39	5.991925458921218e-25	1.3645059164003016e-47	2.1215853009532348e-23	4.3488790072853776e-51	1.8087986214564748e-51	2.6374923112465717e-57	0.9305015393737485
NefNPC	1.2304376234944009e-14	1.6538891977148482e-76	2.4590812281802048e-120	0.0	2.834713049571655e-121	1.3835981699340294e-56	0.7391233033604945	2.0552185110437576e-09	8.723843396882426e-47	1.2364163951745681e-24	9.408676790682777e-41	1.7134262805158851e-28	2.128746065998158e-61	2.9253026718433345e-61	2.7879358359127325e-69	0.0024898083171656918
VerPN	0.40290112846949444	3.0005432653389263e-46	2.5077059777326493e-101	2.834713049571655e-121	0.0	4.867552934196877e-29	0.05403405414949043	8.757603146777975e-21	8.729138955871984e-10	0.00020798035189388672	1.9042351144670448e-12	1.5755173651712265e-16	1.5197226358071489e-30	1.5860619756003062e-30	1.9200839544025873e-28	0.17317890012355666
VerNL	1.3215405246658822e-35	1.836241580047651e-53	6.091326591012221e-61	1.3835981699340294e-56	4.867552934196877e-29	0.0	0.36238662986159886	0.5924590999027533	1.213509893776131e-51	2.2254017417822337e-36	7.574289737668425e-57	5.981004102047393e-14	2.517802823367253e-31	1.4339197752686297e-31	2.047767164022671e-37	0.1830354604642352
VerCL	1.0764282782559662e-07	4.593070119537812e-05	0.6064348651522795	0.7391233033604945	0.05403405414949043	0.36238662986159886	0.0	4.376604010747502e-11	0.7820077572445756	0.026441359324812546	0.057678045731089055	0.08473108823161989	0.4128190152618719	0.43207335997133034	0.5288686398035793	0.008012681097788625
VerMES	1.3184476143890952e-35	0.43717955252496454	7.537386330702101e-09	2.0552185110437576e-09	8.757603146777975e-21	0.5924590999027533	4.376604010747502e-11	0.0	0.3435348331976076	3.6273545621524145e-08	0.002843513021543637	0.00017316213640945443	2.1103795710984314e-06	2.703923210867339e-06	0.041068414082299824	0.7656305308338189
OXPHOS	2.112734570543089e-66	2.627515137832904e-57	9.840204162829803e-39	8.723843396882426e-47	8.729138955871984e-10	1.213509893776131e-51	0.7820077572445756	0.3435348331976076	0.0	7.1312463201248465e-102	6.440070172873415e-125	6.285276026206795e-38	3.496621052960342e-67	9.796321545085024e-68	4.9487051328693426e-73	9.569612970918442e-07
GLYC	1.3815983664359756e-105	8.753511660570409e-51	5.991925458921218e-25	1.2364163951745681e-24	0.00020798035189388672	2.2254017417822337e-36	0.026441359324812546	3.6273545621524145e-08	7.1312463201248465e-102	0.0	1.62097348368171e-108	6.92103790017902e-51	4.6600609238876186e-70	1.7246295398071426e-70	4.140662398527495e-59	1.7247180011316778e-07
FAO	8.592658207902743e-72	6.895648575898511e-73	1.3645059164003016e-47	9.408676790682777e-41	1.9042351144670448e-12	7.574289737668425e-57	0.057678045731089055	0.002843513021543637	6.440070172873415e-125	1.62097348368171e-108	0.0	3.332783835039184e-28	1.0292282437814422e-51	1.161728947004586e-52	4.924836467257391e-54	0.0004727315942644707
G2M	3.927340458399258e-24	8.31331456499679e-19	2.1215853009532348e-23	1.7134262805158851e-28	1.5755173651712265e-16	5.981004102047393e-14	0.08473108823161989	0.00017316213640945443	6.285276026206795e-38	6.92103790017902e-51	3.332783835039184e-28	0.0	2.7033781289191942e-127	2.63764430893318e-125	4.749465059330423e-52	0.000830451391101546
KEGG_CC	2.3178405951725923e-34	9.605037623295727e-47	4.3488790072853776e-51	2.128746065998158e-61	1.5197226358071489e-30	2.517802823367253e-31	0.4128190152618719	2.1103795710984314e-06	3.496621052960342e-67	4.6600609238876186e-70	1.0292282437814422e-51	2.7033781289191942e-127	0.0	0.0	1.8351069593047985e-137	0.015558233959033824
WP_CC	1.0300146556918547e-34	1.0039039340360737e-46	1.8087986214564748e-51	2.9253026718433345e-61	1.5860619756003062e-30	1.4339197752686297e-31	0.43207335997133034	2.703923210867339e-06	9.796321545085024e-68	1.7246295398071426e-70	1.161728947004586e-52	2.63764430893318e-125	0.0	0.0	3.426517165848189e-140	0.015478070583136726
BIOCARTA_CC	1.1540317131015054e-43	5.496563199497613e-63	2.6374923112465717e-57	2.7879358359127325e-69	1.9200839544025873e-28	2.047767164022671e-37	0.5288686398035793	0.041068414082299824	4.9487051328693426e-73	4.140662398527495e-59	4.924836467257391e-54	4.749465059330423e-52	1.8351069593047985e-137	3.426517165848189e-140	0.0	0.04583119701288042
PD-L1	0.0006479318524388587	0.3214696921563515	0.9305015393737485	0.0024898083171656918	0.17317890012355666	0.1830354604642352	0.008012681097788625	0.7656305308338189	9.569612970918442e-07	1.7247180011316778e-07	0.0004727315942644707	0.000830451391101546	0.015558233959033824	0.015478070583136726	0.04583119701288042	0.0
