G1	G2	Consistency
NefNPC	NefMES	0.029687471907926435
NefNPC	VerPN	0.001957468284715186
NefNPC	VerMES	0.09013490799421643
NefMES	VerPN	0.03327129143100624
NefMES	VerMES	0.03298066444291969
VerPN	VerMES	0.09727152294464156
