G1	G2	Consistency
VerMES	VerCL	0.014276398939050833
VerMES	VerNL	0.03514261578959406
VerMES	VerPN	0.05684791604496363
VerCL	VerNL	0.005486762287472385
VerCL	VerPN	0.015396683061628669
VerNL	VerPN	0.004125528496671582
