G1	G2	Consistency
NefMES	NefAC	0.07180237537097778
NefMES	NefOPC	0.05808485510261523
NefMES	NefNPC	0.06649557818202928
NefAC	NefOPC	0.027308305615158554
NefAC	NefNPC	0.019953004226949664
NefOPC	NefNPC	0.017182265111639547
