	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	0.0	0.0	0.0	0.0	2.380133679020339e-29	0.0	0.0	2.0870925492894823e-293	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NefAC	0.0	0.0	1.1834403832291446e-155	0.0	0.0	9.265148950405273e-31	0.0	0.0	0.0	0.0	0.0	2.352494449188134e-232	2.2528956209063916e-66	1.1219258189542096e-44	0.37077910233253975	3.975682107891818e-149
NefOPC	0.0	1.1834403832291446e-155	0.0	0.0	0.0	0.0	0.0	0.0	2.264086736617346e-228	0.0	0.0	1.363559100852031e-173	2.5610780655177495e-80	1.4991756283615085e-89	3.0201414908502677e-09	0.0
NefNPC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10859709088089817	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VerPN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1260422262935465e-25	0.0	0.0	0.0	0.0	0.0	6.334536126445884e-275	0.0
VerNL	2.380133679020339e-29	9.265148950405273e-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.198767729541348e-05	0.0	0.0	0.0	0.0	0.0	5.578750021128846e-142
VerCL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.049100927707069e-76	1.0826738181115752e-302	0.5644105913332086	1.936476276888875e-73	3.1953067189670916e-166	2.9799452568989173e-207	0.0	1.8467319689763227e-246
VerMES	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.845257989867874e-20	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OXPHOS	2.0870925492894823e-293	0.0	2.264086736617346e-228	0.10859709088089817	1.1260422262935465e-25	0.0	6.049100927707069e-76	9.845257989867874e-20	0.0	0.0	0.0	4.610136582487641e-95	0.0	0.0	3.0105184531667274e-133	0.0
GLYC	0.0	0.0	0.0	0.0	0.0	3.198767729541348e-05	1.0826738181115752e-302	0.0	0.0	0.0	0.0	0.12265973137590755	5.964629155945219e-62	3.2715663344773553e-68	3.1185603326384146e-29	2.2216428623468386e-26
FAO	0.0	0.0	0.0	0.0	0.0	0.0	0.5644105913332086	0.0	0.0	0.0	0.0	2.403311818583322e-228	2.258139015434184e-30	4.5217088090965014e-29	1.0875036723941147e-127	1.2536809901093707e-26
G2M	0.0	2.352494449188134e-232	1.363559100852031e-173	0.0	0.0	0.0	1.936476276888875e-73	0.0	4.610136582487641e-95	0.12265973137590755	2.403311818583322e-228	0.0	0.0	0.0	0.0	0.0
KEGG_CC	0.0	2.2528956209063916e-66	2.5610780655177495e-80	0.0	0.0	0.0	3.1953067189670916e-166	0.0	0.0	5.964629155945219e-62	2.258139015434184e-30	0.0	0.0	0.0	0.0	0.0
WP_CC	0.0	1.1219258189542096e-44	1.4991756283615085e-89	0.0	0.0	0.0	2.9799452568989173e-207	0.0	0.0	3.2715663344773553e-68	4.5217088090965014e-29	0.0	0.0	0.0	0.0	0.0
BIOCARTA_CC	0.0	0.37077910233253975	3.0201414908502677e-09	0.0	6.334536126445884e-275	0.0	0.0	0.0	3.0105184531667274e-133	3.1185603326384146e-29	1.0875036723941147e-127	0.0	0.0	0.0	0.0	2.1313152248301548e-173
PD-L1	0.0	3.975682107891818e-149	0.0	0.0	0.0	5.578750021128846e-142	1.8467319689763227e-246	0.0	0.0	2.2216428623468386e-26	1.2536809901093707e-26	0.0	0.0	0.0	2.1313152248301548e-173	0.0
