	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	0.0	1.1637951821470955e-266	0.0	0.0	1.1657262466119954e-219	0.0	0.0
NefAC	0.0	0.0	7.567665406735405e-30	0.0	7.707611011049579e-283	5.218390548697863e-15	0.0	0.0
NefOPC	1.1637951821470955e-266	7.567665406735405e-30	0.0	0.0	0.0	0.0	0.02580283341120264	8.847649914297331e-221
NefNPC	0.0	0.0	0.0	0.0	0.0	0.0	2.2508936394904126e-143	0.0
VerPN	0.0	7.707611011049579e-283	0.0	0.0	0.0	0.0	5.804506528532382e-119	0.0
VerNL	1.1657262466119954e-219	5.218390548697863e-15	0.0	0.0	0.0	0.0	2.084215457421464e-07	4.774892623725779e-186
VerCL	0.0	0.0	0.02580283341120264	2.2508936394904126e-143	5.804506528532382e-119	2.084215457421464e-07	0.0	0.0
VerMES	0.0	0.0	8.847649914297331e-221	0.0	0.0	4.774892623725779e-186	0.0	0.0
