	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	4.851251915564596e-175	0.0	0.0	0.0	9.7039323e-316	1.1236970581089031e-11	0.0
NefAC	4.851251915564596e-175	0.0	0.0	3.405837559861955e-209	8.286044887956327e-219	1.60473611936349e-149	5.359733732215397e-169	2.9627222488327834e-196
NefOPC	0.0	0.0	0.0	0.0	0.0	1.1939698223130139e-176	7.13557496512654e-106	0.0
NefNPC	0.0	3.405837559861955e-209	0.0	0.0	0.0	3.56570510803275e-139	4.2355731997329334e-54	0.0
VerPN	0.0	8.286044887956327e-219	0.0	0.0	0.0	1.991399197656607e-172	2.663562021756205e-34	0.0
VerNL	9.7039323e-316	1.60473611936349e-149	1.1939698223130139e-176	3.56570510803275e-139	1.991399197656607e-172	0.0	0.8201022480177267	7.980241448196251e-243
VerCL	1.1236970581089031e-11	5.359733732215397e-169	7.13557496512654e-106	4.2355731997329334e-54	2.663562021756205e-34	0.8201022480177267	0.0	6.042282322382378e-20
VerMES	0.0	2.9627222488327834e-196	0.0	0.0	0.0	7.980241448196251e-243	6.042282322382378e-20	0.0
