	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	0.0	0.0	1.5673469499671086e-45	9.631102118755832e-106	0.0	4.030902314770069e-16	0.0	0.0
NefAC	0.0	0.0	1.6172102438534093e-48	1.3303467307354228e-31	1.7826279428781088e-181	1.552970207008756e-14	0.0	0.0
NefOPC	1.5673469499671086e-45	1.6172102438534093e-48	0.0	2.62288657642354e-177	0.0	1.9627875500590016e-140	0.013602385164606835	1.1464767833795417e-45
NefNPC	9.631102118755832e-106	1.3303467307354228e-31	2.62288657642354e-177	0.0	0.0	8.145982090493907e-52	1.6791787538527765e-07	4.3586224051759073e-125
VerPN	0.0	1.7826279428781088e-181	0.0	0.0	0.0	7.195929089970784e-83	9.538685407160921e-173	0.0
VerNL	4.030902314770069e-16	1.552970207008756e-14	1.9627875500590016e-140	8.145982090493907e-52	7.195929089970784e-83	0.0	4.821630418428835e-07	1.3201145894890542e-22
VerCL	0.0	0.0	0.013602385164606835	1.6791787538527765e-07	9.538685407160921e-173	4.821630418428835e-07	0.0	0.0
VerMES	0.0	0.0	1.1464767833795417e-45	4.3586224051759073e-125	0.0	1.3201145894890542e-22	0.0	0.0
