	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
NefMES	1.0	0.6298242739070554	-0.8648657359390696	-0.7806812501411513	-0.8713250527742885	-0.3606371206177959	0.2504152307299584	0.6987018287203162
NefAC	0.6298242739070554	1.0	-0.6341718733994723	-0.6042972096740995	-0.6600647034392385	-0.3881379859822127	0.3641049962744404	0.38635429700723956
NefOPC	-0.8648657359390696	-0.6341718733994723	1.0	0.6865563827983622	0.8264596813057099	0.573473666330816	-0.39089261329781877	-0.6549882913963311
NefNPC	-0.7806812501411513	-0.6042972096740995	0.6865563827983622	1.0	0.9279626195634598	0.17044151629912807	-0.0049069566509884555	-0.4304872034379211
VerPN	-0.8713250527742885	-0.6600647034392385	0.8264596813057099	0.9279626195634598	1.0	0.24083461549155405	-0.04831003814700939	-0.5226101562471944
VerNL	-0.3606371206177959	-0.3881379859822127	0.573473666330816	0.17044151629912807	0.24083461549155405	1.0	-0.7648232845542968	-0.5161510228130297
VerCL	0.2504152307299584	0.3641049962744404	-0.39089261329781877	-0.0049069566509884555	-0.04831003814700939	-0.7648232845542968	1.0	0.4627003217078347
VerMES	0.6987018287203162	0.38635429700723956	-0.6549882913963311	-0.4304872034379211	-0.5226101562471944	-0.5161510228130297	0.4627003217078347	1.0
