Name,NefAC,NefMES,NefNPC,NefOPC,VerCL,VerMES,VerNL,VerPN
NeuMock1,1.8751583759597796,1.7396145091985433,2.203766522555695,1.8157812225496592,1.694460544889779,1.2037665225556948,1.8285522997736163,2.0564144546481535
NeuMock2,1.8749228507405653,1.7411593070503144,2.201290773403398,1.8012914926342642,1.6966424415235746,1.2284716864761176,1.8290054660558086,2.053250658219256
NeuMock3,1.869157547002338,1.7432265451367326,2.196678401581412,1.8255213904182113,1.6989853543576725,1.2525420478610474,1.8292108951738515,2.0609263496276378
NeuSes1,1.857647896660262,1.7412578481866536,2.190618981194449,1.8106744658619591,1.7018434975852077,1.263987031404653,1.8318852264374528,2.0630509376231947
NeuSes2,1.8545884093504015,1.7427216702488713,2.1938508868543356,1.8139020560950665,1.7037402740270702,1.23175043195553,1.8266967246117318,2.0597757691592578
NeuSes3,1.8548601283256678,1.7313647189045307,2.1904545027259745,1.808537734044224,1.7019434640785824,1.2383062942821281,1.8363551763483217,2.0589031898011094
