Name,NefAC,NefMES,NefNPC,NefOPC,VerCL,VerMES,VerNL,VerPN
CM_1,0.34755491641411823,0.9582198933088776,0.2672908537307555,0.09525962994738546,0.29662062630031516,0.49411451148953656,0.26119614968969646,0.06675574426797895
CM_2,0.34309026304624335,0.9496916582140656,0.26690585046411686,0.10826268798315528,0.28721334219726524,0.460483128726904,0.27672779677949044,0.07354398764457538
CM_3,0.3252271500417866,0.9675778298878148,0.2560425652041671,0.10232384992839681,0.2875243587911809,0.4794612105525874,0.25677650460999996,0.06996515623913682
C_1,0.2331983916560287,0.93042537077507,0.16682394900769904,0.04518084537076536,0.28151194724229534,0.499846505001637,0.1895185177438881,0.023028891538858128
C_2,0.22841321416251145,0.9332969537687161,0.1740269430150542,0.037194972627339264,0.27986080726108575,0.49972274308517006,0.1852129266771608,0.029169773935713277
C_3,0.20657114245362526,0.9171207538313921,0.1323038274537109,0.039389282249751426,0.27880748833263674,0.4814020820008302,0.1759123831706174,0.013114394167871515
M_1,0.35413913044606443,0.9675978622017357,0.24970056965307763,0.12052086813872358,0.3094897551890092,0.5339217145862798,0.2299097125264543,0.0664610503756425
M_2,0.36207272849366673,0.9723265982438256,0.2682784057400267,0.1296091181006917,0.30656264605089584,0.5236715154802216,0.2426520103829703,0.07675072140372538
M_3,0.3464122985802106,0.9824146104256842,0.25479424405234957,0.13032299326560434,0.2912340102239415,0.49975548496276834,0.25077411700222874,0.08348998729267837
V_1,0.2204623716428157,0.9087274557896158,0.15365941961810442,0.07074456712807506,0.29314951847401177,0.4923070328725364,0.1720134562706733,0.021791205131329372
V_2,0.21541048221737172,0.9180754063187896,0.12528393099203866,0.06671729487108878,0.28157049017698416,0.4869929441069657,0.1776476357123937,0.008772326326733339
V_3,0.21350129805716067,0.9074064437949823,0.08742896254848476,0.04698205964878254,0.26589381888570585,0.47193758798863716,0.1955758039230967,-0.017585389574315713
