""	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD.L1	VerCL	VerMES	VerNL	VerPN	WP_CC
CTLA4	0.993690041665348	0.853133065301809	0.68504090346995	0.888028928232971	0.734700808794413	0.43927879330875	0.146289678634012	0.817273954064192	0.913083719234465	0.109462573184605	0.122931179602014	0.763567765841757	0.125009925193006	0.908065506209025	0.504555354823924	0.662974589292236
CD274	0.063755844967502	0.911511054096617	0.00949934438356098	0.0527965528401936	0.00470248603235753	0.0350877273334702	0.986640405928459	0.284615019537353	0.260033949040027	0.467917965345027	0.0574177860141073	0.75946845467454	0.916342245732361	0.110408656834825	0.522342517396218	0.00736127942703092
LAG3	0.914539137422068	0.230420063352112	0.305359688402435	0.0043026162772897	0.211907737880717	0.0639411096229715	0.208444793535008	0.0252304601000343	0.0481417605417471	0.022694239350003	0.0473745130802394	0.927742397036544	0.527865935658446	0.283059881303323	0.0542128538217345	0.235990549181736
HAVCR2	0.0934891163780744	0.270779825585721	0.0139456845242299	0.0118980056560471	0.00864320488131603	0.173957947202842	0.583906386219453	0.166049308955181	0.181095065841507	0.0051558791358413	0.0131457422425348	0.258710815009623	0.436403248523435	0.0941253737456766	0.330353923581876	0.0125088299180032
CD47	0.928432783108162	0.600851100473137	0.839512221364504	0.815766121932882	0.757146801364418	0.575514602332263	0.650704192429291	0.775777028393032	0.93085287349	0.586012805794865	0.26671659528384	0.385442202158454	0.120070157208582	0.452939762614815	0.9211763927357	0.827620342871739
LGALS9	0.0314484686705288	0.979354635038289	0.119305298773528	0.117032554562063	0.0758872696014852	0.219893416149185	0.63535958007037	0.325739450644695	0.390546687167871	0.0500132128248446	0.11185565817967	0.304737778563482	0.456659869194772	0.148306644723319	0.635359580070369	0.057853281931621
CD276	0.229504963292668	0.708904049987705	0.141264745572156	0.0600700941250072	0.0786266584236572	0.294566466221541	0.471703026313523	0.183171783503002	0.13614640494104	0.148306644723319	0.0356767736882165	0.641918006287894	0.787484596860313	0.297450120480588	0.185265277444034	0.0993351346450035
