Cellname,NefMES,NefAC,NefOPC,NefNPC,VerPN,VerNL,VerCL,VerMES,OXPHOS,GLYC,FAO,G2M,KEGG_CC,WP_CC,BIOCARTA_CC,PD-L1
MGH105A_P7_A10_S10_L003_R1_001,0.391007667528697,0.340444926749864,0.0869047619047619,0.0393522688604656,0.0051771842344446,0.0150266961492827,0.0484645393618085,0.0896010924439295,0.0882147591692444,0.0821950186188597,0.0804407989063386,0.0412110523221634,0.0221007047401012,0.0227984066012235,0.011047754811119,0
MGH105A_P7_A11_S11_L003_R1_001,0.462737625334604,0.28566467715681,0.118305728088337,0.0281931183570528,0.0151348528444384,0.0607404810700032,0.0515932557545041,0.0890838367954978,0.222116659301812,0.102361361964011,0.0734998277260956,0.0391715280604169,0.0367471624212167,0.0379072414283682,0.0183891660727014,0.0213213744812258
MGH105A_P7_A12_S12_L003_R1_001,0.23584229390681,0.272555615843733,0.0820393374741201,0.0399827858844252,0.0509935071782588,0.0451946931291123,0.0325764395985462,0.0336174791028718,0.185642951833849,0.0994358597007604,0.08102986451491,0.0812282367837923,0.0492697458246562,0.050825152937829,0.0185317177476835,0
MGH105A_P7_A2_S2_L003_R1_001,0.146109523161381,0.269951166576234,0.140407177363699,0.0750215176444685,0.0538457289485445,0.0619943911120699,0.0632189656897069,0.0221840602499379,0.213848873177198,0.0636921087252213,0.0771398086092494,0.0956496178718401,0.0702533478602656,0.0721724285104567,0.0923734853884533,0
MGH105A_P7_A3_S3_L003_R1_001,0.160110702781181,0.430428648941942,0.163026224982747,0.0534238075221682,0.0417288079420316,0.0623853953187358,0.0792737821346404,0.0265952164197633,0.184887317719841,0.0566236314580685,0.0571282495859869,0.0552389996834441,0.0559861534430209,0.0574690567648314,0.085816108339273,0
MGH105A_P7_A4_S4_L003_R1_001,0.378004627739213,0.331915355398806,0.104761904761905,0.0477291378930723,0.0254892213133276,0.0685740481070003,0.0494815111200027,0.0630348423404784,0.157901016349978,0.0804468526322831,0.0811465661920798,0.0469226247004025,0.0349198030589306,0.0360221937686726,0.0186742694226657,0.0185086839361932
MGH105A_P7_A5_S5_L003_R1_001,0.287382605144957,0.193271839392295,0.0392512077294686,0.0360695770531836,0.0174296862053901,0.0632617840578147,0.0470641192357707,0.03688653480096,0.180552364118427,0.0900216290944768,0.0770897936047481,0.0526748971193416,0.0515866995821208,0.053215251102575,0.0555595153243051,0.0121162054247556
MGH105A_P7_A6_S6_L003_R1_001,0.364992513951273,0.11049376017363,0.0618530020703934,0.026922076102404,0.026493524753569,0.0601067845971308,0.0373223078034521,0.0664818339816271,0.156009721608484,0.100006689410663,0.0856701454880909,0.0635327635327635,0.0694810299411108,0.070095319391094,0.0558089807555239,0
MGH105A_P7_A7_S7_L003_R1_001,0.127099496393086,0.160998372219208,0.070479641131815,0.0462779479172922,0.0346434471711283,0.0328713191672959,0.0233125493203517,0.0364396259207151,0.037560760053027,0.0301870805182063,0.0359052160092472,0.0247094469316692,0.0347612020576756,0.0358585858585859,0,0.00369780295430853
MGH105A_P7_A8_S8_L003_R1_001,0.280640624291094,0.148605534454693,0.0634920634920635,0.0230889329249985,0.024093239531392,0.0563113472117355,0.0289475731608371,0.0335760986509973,0.166372072470172,0.0888398332106941,0.0809576206195192,0.0359381359381359,0.0575307892813306,0.0553563807084934,0,0
MGH105A_P7_A9_S9_L003_R1_001,0.279696928451522,0.15392295170917,0.0669082125603865,0.0288236353810124,0.0354167608201142,0.0566416783518499,0.0502706367465795,0.0615410080278077,0.144829871851525,0.0569893192409749,0.111611261156125,0.0703070591959481,0.0970638127680702,0.100128040973111,0.0385958660014255,0.00210460061761177
MGH105A_P7_B10_S22_L003_R1_001,0.287881675060115,0.49069994574064,0.191666666666667,0.0860805860805861,0.0394189100294763,0.0536282493797864,0.0661031642826181,0.0612968633617479,0.196305788775961,0.0817356790866725,0.102541873673213,0.0700312033645367,0.0541174199064944,0.0558258642765685,0.0187099073414113,0.0364469620975197
MGH105A_P7_B11_S23_L003_R1_001,0.139766798239644,0.47776451437873,0.156711525189786,0.102734242078504,0.0309476105110398,0.0637539100420667,0.0682871528125104,0.034093354299429,0.150963323022536,0.072111846946284,0.0957620619519189,0.0679645457423235,0.0728392337502931,0.0722791293213828,0.0983606557377049,0
MGH105A_P7_B12_S24_L003_R1_001,0.174257066376299,0.592121540965817,0.228864734299517,0.113993474649212,0.0510186147642649,0.0769199654837666,0.0585342269347471,0.0317015641810809,0.13741935483871,0.0550627689700537,0.080357440565503,0.0488355266133044,0.0606338523493635,0.0625480153649168,0.074447612259444,0
MGH105A_P7_B2_S14_L003_R1_001,0.0402159611632866,0.130851871947911,0.0694444444444444,0.069567044976881,0.0168070180724404,0.0137525617516988,0.0343325219788159,0.0473971695770918,0.0484843128590367,0.0443284946596205,0.0306647549820502,0.0196626418848641,0.0574825194113834,0.051650305875658,0.0384533143264433,0
MGH105A_P7_B3_S15_L003_R1_001,0.106791887845379,0.487314161692892,0.273412698412698,0.115524730278829,0.0557036903129912,0.0498597778017474,0.0979015927000322,0.0216709426466937,0.181109147149801,0.0674693959462171,0.070132150756338,0.0651426762537874,0.0587995972913707,0.0606558543178261,0.0878474697077691,0
MGH105A_P7_B5_S17_L003_R1_001,0.097354929449662,0.589234943027672,0.248982056590752,0.0911547468924518,0.058801966426136,0.07805252939273,0.0999410934391429,0.0163494165356286,0.186593018117543,0.0555667045733271,0.0829359919086837,0.0769411658300547,0.061495814312706,0.0634371887893015,0.0380612972202423,0
MGH105A_P7_B7_S19_L003_R1_001,0.0959212376933896,0.121237113402062,0.0724982746721877,0.0652134750495406,0.0572352530593594,0.0360735087908532,0.0257577273181955,0.0079284945791608,0.0600574458683164,0.0501794991861217,0.0800073355339935,0.0468457468457468,0.0559171964859535,0.0576824583866837,0.0367783321454027,0.0321394150390433
