Cellname,NefMES,NefAC,NefOPC,NefNPC,VerPN,VerNL,VerCL,VerMES,OXPHOS,GLYC,FAO,G2M,KEGG_CC,WP_CC,BIOCARTA_CC,PD-L1
MGH142.P.1.A1_S9_ME_L001,0.0390687883103213,0.1871016953323,0.367289024581181,0.159652938401169,0.120493117810622,0.0711196466295372,0.042439005823469,0.0048756869295761,0.190257966616085,0.0568425370455827,0.0466370662719947,0.0597014153018189,0.0466355550237326,0.0481227517060281,0.0709133094283906,0
MGH142.P.1.A10_S18_ME_L001,0.0399252884238334,0.266627297556655,0.470741349616408,0.173945063923315,0.104086624438983,0.0718647973881314,0.0213083139852066,0.00397511317694338,0.228143651997977,0.0458903758396144,0.0376122348297977,0.0475976092525033,0.0521957640301544,0.0538602744462097,0.0533642691415313,0
MGH142.P.1.A11_S19_ME_L001,0.0539285493158318,0.414901208139563,0.311903084390168,0.154071874892119,0.0972390479157292,0.0642058767044363,0.0352453088722262,0.00964001258866536,0.19357612544259,0.0629903091832026,0.0488998519980266,0.0303293746280628,0.033879781420765,0.0349601995373762,0.021261337270618,0
MGH142.P.1.A12_S20_ME_L001,0.0423193610302768,0.298294825422603,0.389071551589166,0.199031081345439,0.104086624438983,0.0812828884194354,0.0202679556959616,0.00302127968625172,0.205351542741528,0.0517766497461929,0.0599046209505016,0.0439649150042692,0.0317258984484065,0.0327376297528008,0.0398650073824088,0
MGH142.P.1.A2_S10_ME_L001,0.0601097971229852,0.289756649688738,0.388895412556756,0.17106822706298,0.0979255362108154,0.0667716535433071,0.0259391771019678,0.00618781320357324,0.193287809812848,0.0522893913756858,0.0575892123006085,0.0473543946803281,0.046332415938734,0.047809945588199,0.0880826829782746,0
MGH142.P.1.A3_S11_ME_L001,0.0379852640703362,0.270761054107921,0.462325818067951,0.155556322712052,0.11422819101681,0.0713731515267909,0.01478704373311,0.00800832788631467,0.264456246838644,0.0612931343895811,0.0584969577372143,0.0458640585784884,0.0323401539627458,0.033371473728402,0.0330731913098502,0
MGH142.P.1.A4_S12_ME_L001,0.0436815057891152,0.289018478876012,0.381712854235165,0.192702040252701,0.106688357389268,0.0612175917034761,0.0127761072837768,0.00616360423172828,0.211906929691452,0.0659539558016715,0.0626673244532149,0.054588734508008,0.0468589206653105,0.0483532404244285,0.0636574562328623,0
MGH142.P.1.A5_S13_ME_L001,0.0479536870781995,0.266061366600231,0.347815875998121,0.16875525022727,0.0905876109053569,0.0825043211062032,0.019906367753968,0.00740794538455952,0.211087506322711,0.0482028405886274,0.0434336457819438,0.0504385624466351,0.0478879980854374,0.049415134877059,0.0611263446530268,0
MGH142.P.1.A6_S14_ME_L001,0.0522052298103317,0.233261976821436,0.35202364177235,0.143749784237235,0.0962987320157373,0.065803725753793,0.0215874345018333,0.00785339046650689,0.19432473444613,0.0794031687432703,0.0652984706462753,0.0560014489378768,0.0326991344581389,0.0337419020258312,0.01830837376081,0
MGH142.P.1.A7_S15_ME_L001,0.0605638453759313,0.333554784577151,0.370635666196963,0.156005109262264,0.106965260230983,0.0645899750336086,0.0306334766997805,0.00951896772944053,0.202043500252908,0.052996974824386,0.0525176780134846,0.0462676912727367,0.0441147142116389,0.0455215218840806,0.0662729381986923,0
MGH142.P.1.A8_S16_ME_L001,0.0723897385094834,0.348613469156763,0.205652105839987,0.157443527692432,0.0827997184821109,0.0418436719800269,0.0186059198924117,0.00759677536495025,0.171117855336368,0.0599138594062452,0.0558723894096366,0.0565758493104608,0.0524111523273902,0.0540825314246672,0.0314279687829572,0
MGH142.P.1.A9_S17_ME_L001,0.0435886322828308,0.286607120887773,0.275990292782214,0.157765733420789,0.111326479988001,0.0593585557902823,0.0227229475126556,0.00371365628101775,0.179787556904401,0.0558067989540071,0.0539319190922546,0.0486791378819633,0.0399106537433688,0.0411833949341872,0,0
MGH142.P.1.B1_S21_ME_L001,0.0410088126638185,0.227184370463325,0.286852199780805,0.149825663686264,0.0806364150312093,0.0570923756481659,0.0146538271229018,0.00153000702060184,0.266656550328781,0.0764446495410962,0.0659431014635751,0.0841263680819685,0.0750269235371545,0.0774195141627086,0.0407930816283485,0
MGH142.P.1.B10_S30_ME_L001,0.0565186882133201,0.246819714081839,0.32793173633944,0.173703409627047,0.0985427987954726,0.05919723449203,0.0207691038962687,0.00320042607790447,0.184997470915529,0.0453981438753012,0.0374675217891794,0.0559600507128257,0.0414821905787563,0.042805047702933,0.0444210082261126,0
MGH142.P.1.B11_S31_ME_L001,0.0557963387199967,0.304741517187077,0.221348050728041,0.146753201919426,0.0832669920275057,0.0525139235644325,0.0221393318869816,0.000266298690294623,0.151011633788569,0.0573398964261908,0.0461963492846571,0.0495950736112189,0.0577479956922341,0.0595895654464484,0.0292343387470998,0
MGH142.P.1.B12_S32_ME_L001,0.0578085980228262,0.222287837405576,0.207276499138876,0.123416301308385,0.0585072629307858,0.0374572690608796,0.030068892018422,0.00936403030963275,0.210237733940314,0.0547402963646619,0.0507416543331689,0.0469041889828974,0.0301703163017032,0.0311324404639409,0.0294874499050833,0
MGH142.P.1.B2_S22_ME_L001,0.0508327657730172,0.261238650623754,0.288691874119305,0.139020264438844,0.0840746253158423,0.0618244670635683,0.0183204557276799,0.0027549809959571,0.202154779969651,0.0613495359688253,0.0372964972866305,0.052078967114285,0.0442583064097962,0.0456696932030523,0.0628559375659144,0
MGH142.P.1.B3_S23_ME_L001,0.0682207500051596,0.307251297950346,0.284131830280257,0.172472123450823,0.0905587668593449,0.0579604378720953,0.0208896332102666,0.00498704820006294,0.204957005563986,0.0671435163820951,0.0463410623252754,0.0372377034334653,0.0414024171353356,0.0427227303035042,0.0405821556633622,0
