	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	0.0	0.1591057694121953	3.9272610809659444e-06	0.05858947538856762	3.88098529962746e-07	0.14458630130334754	0.106252371759346	0.054842119775407844	0.03858845292201944	0.42991878503288405	5.9978574465377e-05	0.49855598552418856	0.2356210035126457	2.8428045348547105e-05	0.05858947538856762	3.88098529962746e-07
FAO	0.1591057694121953	0.0	0.06251148327961512	0.022034190932365288	0.035805997052029234	0.08486877113393493	0.0013633152527271922	0.05126558978649144	0.07536233505348364	0.03858845292201944	0.2356210035126457	0.27556745095678037	0.4432619364501832	0.13094806950717278	0.010245193941127854	0.035805997052029234
G2M	3.9272610809659444e-06	0.06251148327961512	0.0	0.007355028857805126	3.0898013985487064e-08	0.04152149441031855	0.02831967129576002	0.010245193941127854	0.024003191200713644	0.22620604493502663	0.00011413359814618011	0.19933549461780897	0.6175234895401425	2.8428045348547105e-05	0.022034190932365288	3.0898013985487064e-08
GLYC	0.05858947538856762	0.022034190932365288	0.007355028857805126	0.0	0.010245193941127854	0.00025981184986148103	0.0009513628555555001	3.0898013985487064e-08	0.03316990109010587	0.08001937592027475	0.012593030496094107	0.018452718028445437	0.3305892594121097	0.003950448972542651	0.0003316683391269209	0.010245193941127854
KEGG_CC	3.88098529962746e-07	0.035805997052029234	3.0898013985487064e-08	0.010245193941127854	0.0	0.05858947538856762	0.02831967129576002	0.013905968814362752	0.018452718028445437	0.2080634636953532	0.00011413359814618011	0.2652387868927897	0.470531995381542	2.8428045348547105e-05	0.016831456186893395	0.0
NefAC	0.14458630130334754	0.08486877113393493	0.04152149441031855	0.00025981184986148103	0.05858947538856762	0.0	0.00011413359814618011	0.00015267406467669873	0.0022231354099909208	0.022034190932365288	0.013905968814362752	0.0006428259886278202	0.044609296463363105	0.011374198642690932	0.0006428259886278202	0.05858947538856762
NefMES	0.106252371759346	0.0013633152527271922	0.02831967129576002	0.0009513628555555001	0.02831967129576002	0.00011413359814618011	0.0	0.0011431050868040604	0.0025862148333625915	0.011374198642690932	0.026096891052703127	0.013905968814362752	0.07536233505348364	0.016831456186893395	4.1910446530342335e-05	0.02831967129576002
NefNPC	0.054842119775407844	0.05126558978649144	0.010245193941127854	3.0898013985487064e-08	0.013905968814362752	0.00015267406467669873	0.0011431050868040604	0.0	0.018452718028445437	0.08486877113393493	0.006543490146837885	0.0153173290532817	0.36625146058358227	0.0025862148333625915	4.1910446530342335e-05	0.013905968814362752
NefOPC	0.03858845292201944	0.07536233505348364	0.024003191200713644	0.03316990109010587	0.018452718028445437	0.0022231354099909208	0.0025862148333625915	0.018452718028445437	0.0	0.0007854416778536137	0.004508435484294225	0.0025862148333625915	0.3910967709418962	0.024003191200713644	0.0029928636801859797	0.018452718028445437
OXPHOS	0.42991878503288405	0.03858845292201944	0.22620604493502663	0.08001937592027475	0.2080634636953532	0.022034190932365288	0.011374198642690932	0.08486877113393493	0.0007854416778536137	0.0	0.1591057694121953	0.0006428259886278202	0.19083587400450033	0.40383308831471165	0.044609296463363105	0.2080634636953532
PD-L1	5.9978574465377e-05	0.2356210035126457	0.00011413359814618011	0.012593030496094107	0.00011413359814618011	0.013905968814362752	0.026096891052703127	0.006543490146837885	0.004508435484294225	0.1591057694121953	0.0	0.08001937592027475	0.712884219214772	1.170222792865967e-05	0.011374198642690932	0.00011413359814618011
VerCL	0.49855598552418856	0.27556745095678037	0.19933549461780897	0.018452718028445437	0.2652387868927897	0.0006428259886278202	0.013905968814362752	0.0153173290532817	0.0025862148333625915	0.0006428259886278202	0.08001937592027475	0.0	0.05858947538856762	0.21702022575997748	0.03316990109010587	0.2652387868927897
VerMES	0.2356210035126457	0.4432619364501832	0.6175234895401425	0.3305892594121097	0.470531995381542	0.044609296463363105	0.07536233505348364	0.36625146058358227	0.3910967709418962	0.19083587400450033	0.712884219214772	0.05858947538856762	0.0	0.7954145018538977	0.31913878550330455	0.470531995381542
VerNL	2.8428045348547105e-05	0.13094806950717278	2.8428045348547105e-05	0.003950448972542651	2.8428045348547105e-05	0.011374198642690932	0.016831456186893395	0.0025862148333625915	0.024003191200713644	0.40383308831471165	1.170222792865967e-05	0.21702022575997748	0.7954145018538977	0.0	0.005124081698753058	2.8428045348547105e-05
VerPN	0.05858947538856762	0.010245193941127854	0.022034190932365288	0.0003316683391269209	0.016831456186893395	0.0006428259886278202	4.1910446530342335e-05	4.1910446530342335e-05	0.0029928636801859797	0.044609296463363105	0.011374198642690932	0.03316990109010587	0.31913878550330455	0.005124081698753058	0.0	0.016831456186893395
WP_CC	3.88098529962746e-07	0.035805997052029234	3.0898013985487064e-08	0.010245193941127854	0.0	0.05858947538856762	0.02831967129576002	0.013905968814362752	0.018452718028445437	0.2080634636953532	0.00011413359814618011	0.2652387868927897	0.470531995381542	2.8428045348547105e-05	0.016831456186893395	0.0
