	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	0.43356643356643354	0.9440559440559441	-0.5594405594405595	0.965034965034965	-0.44755244755244755	-0.48951048951048953	-0.5664335664335665	-0.6013986013986014	0.2517482517482518	0.9020979020979021	-0.21678321678321677	0.3706293706293706	-0.916083916083916	-0.5594405594405595	0.965034965034965
FAO	0.43356643356643354	1.0	0.5524475524475524	-0.6503496503496503	0.6083916083916084	-0.5174825174825175	-0.8111888111888111	-0.5734265734265734	-0.5314685314685315	0.6013986013986014	0.3706293706293706	-0.34265734265734266	-0.24475524475524477	-0.46153846153846156	-0.7062937062937062	0.6083916083916084
G2M	0.9440559440559441	0.5524475524475524	1.0	-0.7272727272727273	0.9790209790209791	-0.5944055944055944	-0.6293706293706294	-0.7062937062937062	-0.6433566433566433	0.3776223776223776	0.8881118881118881	-0.3986013986013986	0.16083916083916083	-0.916083916083916	-0.6503496503496503	0.9790209790209791
GLYC	-0.5594405594405595	-0.6503496503496503	-0.7272727272727273	1.0	-0.7062937062937062	0.8671328671328671	0.8251748251748252	0.9790209790209791	0.6153846153846154	-0.5244755244755245	-0.6923076923076923	0.6643356643356644	0.3076923076923077	0.7622377622377622	0.8601398601398601	-0.7062937062937062
KEGG_CC	0.965034965034965	0.6083916083916084	0.9790209790209791	-0.7062937062937062	1.0	-0.5594405594405595	-0.6293706293706294	-0.6853146853146853	-0.6643356643356644	0.3916083916083916	0.8881118881118881	-0.34965034965034963	0.23076923076923078	-0.916083916083916	-0.6713286713286714	1.0
NefAC	-0.44755244755244755	-0.5174825174825175	-0.5944055944055944	0.8671328671328671	-0.5594405594405595	1.0	0.8881118881118881	0.8811188811188811	0.7902097902097902	-0.6503496503496503	-0.6853146853146853	0.8391608391608392	0.5874125874125874	0.6993006993006993	0.8391608391608392	-0.5594405594405595
NefMES	-0.48951048951048953	-0.8111888111888111	-0.6293706293706294	0.8251748251748252	-0.6293706293706294	0.8881118881118881	1.0	0.8181818181818182	0.7832167832167832	-0.6993006993006993	-0.6363636363636364	0.6853146853146853	0.5314685314685315	0.6713286713286714	0.9090909090909091	-0.6293706293706294
NefNPC	-0.5664335664335665	-0.5734265734265734	-0.7062937062937062	0.9790209790209791	-0.6853146853146853	0.8811188811188811	0.8181818181818182	1.0	0.6643356643356644	-0.5174825174825175	-0.7342657342657343	0.6783216783216783	0.2867132867132867	0.7832167832167832	0.9090909090909091	-0.6853146853146853
NefOPC	-0.6013986013986014	-0.5314685314685315	-0.6433566433566433	0.6153846153846154	-0.6643356643356644	0.7902097902097902	0.7832167832167832	0.6643356643356644	1.0	-0.8321678321678322	-0.7552447552447552	0.7832167832167832	0.2727272727272727	0.6433566433566433	0.7762237762237763	-0.6643356643356644
OXPHOS	0.2517482517482518	0.6013986013986014	0.3776223776223776	-0.5244755244755245	0.3916083916083916	-0.6503496503496503	-0.6993006993006993	-0.5174825174825175	-0.8321678321678322	1.0	0.43356643356643354	-0.8391608391608392	-0.40559440559440557	-0.26573426573426573	-0.5874125874125874	0.3916083916083916
PD-L1	0.9020979020979021	0.3706293706293706	0.8881118881118881	-0.6923076923076923	0.8881118881118881	-0.6853146853146853	-0.6363636363636364	-0.7342657342657343	-0.7552447552447552	0.43356643356643354	1.0	-0.5244755244755245	0.11888111888111888	-0.9300699300699301	-0.6993006993006993	0.8881118881118881
VerCL	-0.21678321678321677	-0.34265734265734266	-0.3986013986013986	0.6643356643356644	-0.34965034965034963	0.8391608391608392	0.6853146853146853	0.6783216783216783	0.7832167832167832	-0.8391608391608392	-0.5244755244755245	1.0	0.5594405594405595	0.38461538461538464	0.6153846153846154	-0.34965034965034963
VerMES	0.3706293706293706	-0.24475524475524477	0.16083916083916083	0.3076923076923077	0.23076923076923078	0.5874125874125874	0.5314685314685315	0.2867132867132867	0.2727272727272727	-0.40559440559440557	0.11888111888111888	0.5594405594405595	1.0	-0.08391608391608392	0.3146853146853147	0.23076923076923078
VerNL	-0.916083916083916	-0.46153846153846156	-0.916083916083916	0.7622377622377622	-0.916083916083916	0.6993006993006993	0.6713286713286714	0.7832167832167832	0.6433566433566433	-0.26573426573426573	-0.9300699300699301	0.38461538461538464	-0.08391608391608392	1.0	0.7482517482517482	-0.916083916083916
VerPN	-0.5594405594405595	-0.7062937062937062	-0.6503496503496503	0.8601398601398601	-0.6713286713286714	0.8391608391608392	0.9090909090909091	0.9090909090909091	0.7762237762237763	-0.5874125874125874	-0.6993006993006993	0.6153846153846154	0.3146853146853147	0.7482517482517482	1.0	-0.6713286713286714
WP_CC	0.965034965034965	0.6083916083916084	0.9790209790209791	-0.7062937062937062	1.0	-0.5594405594405595	-0.6293706293706294	-0.6853146853146853	-0.6643356643356644	0.3916083916083916	0.8881118881118881	-0.34965034965034963	0.23076923076923078	-0.916083916083916	-0.6713286713286714	1.0
