	BIOCARTA_CC	FAO	G2M	GLYC	KEGG_CC	NefAC	NefMES	NefNPC	NefOPC	OXPHOS	PD-L1	VerCL	VerMES	VerNL	VerPN	WP_CC
BIOCARTA_CC	1.0	-0.09019023432409849	0.8713296831269213	0.6084595109265696	0.9116147133504832	0.03901241934091628	0.4608470327848649	-0.010125288081677281	-0.07416788483237484	0.026667066171655467	0.325425261883092	0.25943421295822555	0.37111922187966234	-0.5071477860536847	0.043433439620409686	0.9126523085727497
FAO	-0.09019023432409849	1.0	-0.18223539050278567	0.3237742390097007	-0.0664021640766989	0.6485310872210974	0.37003280628241064	-0.02268463602607628	0.16410338064150262	0.7827191521033037	0.30850261996669687	0.08807758127276376	0.1748441515894998	0.5555073601582905	-0.12761916444180607	-0.07103047263964124
G2M	0.8713296831269213	-0.18223539050278567	1.0	0.5524784416940136	0.9726055318749094	0.01700167756038889	0.3335303455408068	0.13234514981112572	0.05088720034331468	-0.023618533022007893	0.2812819076666089	0.24073633384656024	0.23523243149769443	-0.5203943330577903	0.2194099787259988	0.9720791083337101
GLYC	0.6084595109265696	0.3237742390097007	0.5524784416940136	1.0	0.63529701573379	0.3355435189654177	0.8713161619743219	-0.3185495574761121	-0.20684158062345998	0.27948438761185507	0.6860751093897302	0.5219374391052357	0.7334235176183503	-0.3627930042782369	-0.31572100446515333	0.6421867100266594
KEGG_CC	0.9116147133504832	-0.0664021640766989	0.9726055318749094	0.63529701573379	1.0	0.10728670417831018	0.43363573120698606	0.09883180126054641	0.05058403807383501	0.07343081976188205	0.3620989545012133	0.24658129374859064	0.30530524596923625	-0.47715754508078473	0.17410759130870407	0.9994568102295777
NefAC	0.03901241934091628	0.6485310872210974	0.01700167756038889	0.3355435189654177	0.10728670417831018	1.0	0.3707090441944101	0.11008839516610501	0.26018602509915334	0.5363331398546537	0.3358930137178042	0.43073618313077927	0.14106539182749808	0.3261328328127149	-0.01342650453110049	0.1051480905139848
NefMES	0.4608470327848649	0.37003280628241064	0.3335303455408068	0.8713161619743219	0.43363573120698606	0.3707090441944101	1.0	-0.49006696468008126	-0.3808614106376929	0.27036572229889017	0.7261215543686267	0.47528910207359676	0.8472467435836362	-0.31423385796126546	-0.5389329870764463	0.4397872426807477
NefNPC	-0.010125288081677281	-0.02268463602607628	0.13234514981112572	-0.3185495574761121	0.09883180126054641	0.11008839516610501	-0.49006696468008126	1.0	0.796378184402705	0.1962808032588646	-0.3715947698306813	-0.31879358723822415	-0.704038375266574	0.4694313421471057	0.9391117258968869	0.09381004518516804
NefOPC	-0.07416788483237484	0.16410338064150262	0.05088720034331468	-0.20684158062345998	0.05058403807383501	0.26018602509915334	-0.3808614106376929	0.796378184402705	1.0	0.25614020779018865	-0.15973471426487368	-0.29254993145316477	-0.5182538444603044	0.5001873130340089	0.8393274946472461	0.04595349401366293
OXPHOS	0.026667066171655467	0.7827191521033037	-0.023618533022007893	0.27948438761185507	0.07343081976188205	0.5363331398546537	0.27036572229889017	0.1962808032588646	0.25614020779018865	1.0	0.11819560615182877	-0.09991489966836038	-0.03877495184486572	0.5088930964312017	0.11174915326936782	0.06703946106921237
PD-L1	0.325425261883092	0.30850261996669687	0.2812819076666089	0.6860751093897302	0.3620989545012133	0.3358930137178042	0.7261215543686267	-0.3715947698306813	-0.15973471426487368	0.11819560615182877	1.0	0.3999461028829189	0.8192198821373747	-0.22789744057922165	-0.35697663710690314	0.37074452369883065
VerCL	0.25943421295822555	0.08807758127276376	0.24073633384656024	0.5219374391052357	0.24658129374859064	0.43073618313077927	0.47528910207359676	-0.31879358723822415	-0.29254993145316477	-0.09991489966836038	0.3999461028829189	1.0	0.4709362284032038	-0.3266299785514858	-0.37601438391030434	0.2581515783944529
VerMES	0.37111922187966234	0.1748441515894998	0.23523243149769443	0.7334235176183503	0.30530524596923625	0.14106539182749808	0.8472467435836362	-0.704038375266574	-0.5182538444603044	-0.03877495184486572	0.8192198821373747	0.4709362284032038	1.0	-0.46929847428756327	-0.6909323761366872	0.31404813140916155
VerNL	-0.5071477860536847	0.5555073601582905	-0.5203943330577903	-0.3627930042782369	-0.47715754508078473	0.3261328328127149	-0.31423385796126546	0.4694313421471057	0.5001873130340089	0.5088930964312017	-0.22789744057922165	-0.3266299785514858	-0.46929847428756327	1.0	0.3547407793130836	-0.480858518913857
VerPN	0.043433439620409686	-0.12761916444180607	0.2194099787259988	-0.31572100446515333	0.17410759130870407	-0.01342650453110049	-0.5389329870764463	0.9391117258968869	0.8393274946472461	0.11174915326936782	-0.35697663710690314	-0.37601438391030434	-0.6909323761366872	0.3547407793130836	1.0	0.16905839630765085
WP_CC	0.9126523085727497	-0.07103047263964124	0.9720791083337101	0.6421867100266594	0.9994568102295777	0.1051480905139848	0.4397872426807477	0.09381004518516804	0.04595349401366293	0.06703946106921237	0.37074452369883065	0.2581515783944529	0.31404813140916155	-0.480858518913857	0.16905839630765085	1.0
