G1	G2	Consistency
NefMES	NefAC	0.1367029095079826
NefMES	NefOPC	0.22900882966257605
NefMES	NefNPC	0.2661033793935535
NefAC	NefOPC	0.07425478263135796
NefAC	NefNPC	0.13083689585884217
NefOPC	NefNPC	0.039020602670441495
