Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,PD-L1,VerCL,VerMES,VerNL,VerPN,WP_CC
SAB.01R_10_S1.HTSeq,0.8320485402328832,0.6832411928795262,0.8956615458862703,0.6806951956154026,0.833408975570296,0.8385324260589262,0.7383038457524008,0.6573012118646817,0.6168729877215505,0.9431727720512524,-0.0033988261592720445,0.7714054465679455,0.4133332222747082,0.47633400825987365,0.5983068184198423,0.8349810714568843
SAB.02R_7_S1.HTSeq,0.84467607275667,0.6807449997078581,0.8853400416024433,0.693211982933096,0.8287116213408992,0.8411176392415942,0.7479300079493166,0.6526384490989163,0.6198614451570355,0.9501945890370728,-0.008838406158614445,0.7745157419890882,0.42015321533692196,0.48219888397839883,0.5988290494376539,0.8305231391283604
SAB.03R_22_S1.HTSeq,0.8339874408491179,0.6800705198939279,0.8766416594191847,0.682614552173919,0.8174950249115871,0.8393307481081876,0.7395883973870424,0.6511580664022141,0.6234066729013505,0.93995746350002,0.02233086143982656,0.7648307439531382,0.4132278660108824,0.46449722699260915,0.5888957955154667,0.8193169012696885
SAB.04R_6_S2.HTSeq,0.8637780363746224,0.6897128473693945,0.8947191324563131,0.6963823214960011,0.8414207470637739,0.8474754391782379,0.7597992088710446,0.6333809287439888,0.5954236413016842,0.9452172074724895,0.02593205757921373,0.7593177836516612,0.43354195013799557,0.47075652829541076,0.5830865010911239,0.8432039635142888
SAB.05R_4_S2.HTSeq,0.861758398225867,0.6878981609652701,0.8921602999870283,0.6960444473318603,0.8360412222722307,0.8361528639036778,0.7720249083195707,0.6467370209317189,0.6042655661941659,0.9465281862167544,0.049990728825000566,0.7655300751031304,0.44833630540510644,0.47611527318153984,0.5782411788056961,0.837533159964094
SAB.06R_1_S2.HTSeq,0.8532652063499114,0.6868877497765103,0.8955568061353759,0.68874914756593,0.8344471470254501,0.8241598584607935,0.7600349823649543,0.6337992930230734,0.5850993094701504,0.9409548712186783,0.003183296649872513,0.7531565270146989,0.4261431141220041,0.4677893826363484,0.5872686114231015,0.8360096719474024
SAB.07R_1_S1.HTSeq,0.8935938597978884,0.7431514358540023,0.9425531187203193,0.7481549934289533,0.8960621814315635,0.7746024900965536,0.7973272263181297,0.6910542233727283,0.8231693317718243,0.9822687947794336,0.0906397311395594,0.6546376405984445,0.42981591489960796,0.554230911414713,0.7086289468601804,0.897135708724292
SAB.08R_2_S1.HTSeq,0.8657402434641762,0.726747111808777,0.9266027802834716,0.7153235603508732,0.874862249154495,0.7554675217047758,0.7761830472501206,0.6923538910115495,0.8509111665686163,0.9689884374096638,0.03813245579637096,0.62151719584237,0.38798667499595807,0.5272442788507209,0.7062381721763292,0.8764666098444199
SAB.09R_11_S1.HTSeq,0.8454466795676804,0.6984839431724668,0.9155813893712824,0.701976799830379,0.855372930988664,0.7473674838613696,0.7811147543903901,0.6563321197104207,0.8003579187330028,0.9561150866803343,0.0019939118149766375,0.5949579744928069,0.3970400094436822,0.48424464324014693,0.6675720528140668,0.8572015906041532
SAB.10R_21_S1.HTSeq,0.8584569687204111,0.7094714994817332,0.9227105847818491,0.705779156533778,0.86308171703451,0.7331949735946113,0.7770378128503235,0.637286204823365,0.7469400520678199,0.9547175133358301,0.048703448270390984,0.5987998063416214,0.40878600054876923,0.4884610177933582,0.6383532391155721,0.86447329383823
SAB.11R_3_S1.HTSeq,0.884354598194083,0.7067022228451433,0.9281180151316398,0.7033895412103247,0.8706861020684613,0.7390194893278739,0.781827421514614,0.6409439339367552,0.7671566281386367,0.9608193063537046,0.05879390029628601,0.5985135838590607,0.39960726331630975,0.49802553588583254,0.6575017889095425,0.8724003621230347
SAB.12R_18_S2.HTSeq,0.8852690348500777,0.7068491959752021,0.9242394251447467,0.7068453189541227,0.8668748461641268,0.7442349570150487,0.7802246250515441,0.6411596431813475,0.7558862709299826,0.9581299824709939,0.1018624340594738,0.6045575700182474,0.4105308756330048,0.49735044715549354,0.6495141379725519,0.8686268334680187
