""	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
ABCA12	-0.0021636273616726	0.0481281350542559	0.00175990131853979	0.0165874033288211	0.00948982830646071	-0.00832489464191818	0.0288752211117495	-0.0296286739674728
ABCA13	-0.0250705538562935	-0.0481387409617071	-0.0299563771526702	0.0157975971041289	0.00540338087871096	-0.00580725367778803	-0.0359870277539899	-0.0142543406367495
ABCA17P	0.0438864712552873	0.0183917103196107	-0.00968856890595552	-0.0165865274889855	-0.0178953216953759	-0.00399063863175805	0.011824412719495	0.00183299098120818
ABCA2	-0.00228635779262407	0.131027576862017	0.190013581933632	0.0241184203261639	0.057838036437378	0.154897954712904	0.0684786256612695	-0.0460049770127503
ABCA3	-0.0892558409778049	0.16534156372225	0.225205444276413	0.184282109107767	0.18969137491405	0.053931586936285	0.0579611123454571	-0.181525209479482
ABCA4	0.0558401489799069	0.0246384272462677	-0.0152020907523613	0.00939906838334379	-0.0084511203043531	0.00562702572405878	0.0290446429683542	0.0630610395886834
ABCA5	-0.00461896872251663	-0.00216199509859838	0.00464802183731837	0.0500686719189434	0.0256859355586054	-0.0028092149260427	-0.00978652953862508	-0.0364570872681264
ABCA6	0.0854016529992181	0.0707877233515738	-0.0206665575127548	-0.118312554639238	-0.103365975824296	0.0797049988097818	0.0923319816669319	0.0981305941485211
ABCA7	0.0557793449902475	-0.103930376882791	-0.104706541306436	-0.0607573371718761	-0.0793123915917198	0.0392895295193239	-0.0996401027696067	0.0918336240277625
ABCA8	0.154062547124552	0.224868291525384	0.0875791571529814	-0.198191169686764	-0.168887796564376	0.134138196110048	0.19446659543986	0.176083506168263
