""	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES
FBXO27	-0.145543420051933	-0.128512765450938	-0.0202701431421366	0.166404575903086	0.138190304780045	0.0276857493587604	-0.0666470222984801	-0.127444995802833
FBXO28	-0.0517899867879712	0.0284666559032925	0.115763030780141	0.105749067159873	0.116956768833366	0.017198490320944	-0.0215555723980651	-0.117967368957534
FBXO3	-0.0328413288802398	0.126962830573539	0.121183952007455	0.083216897305659	0.0897259021741338	0.11270285679573	0.0651438797373878	-0.100612188357828
FBXO30	0.0255037428963809	0.0785545320874854	0.0381300483448383	0.0323473898827984	0.0332931890232707	-0.00117013599579227	0.0484040800416622	-0.0228891310929299
FBXO31	0.0505469008741846	0.121457153484832	0.0573391572927433	0.0199056961750382	0.0123624548436289	-0.00199950950890355	0.103731829712899	-0.0137277722304466
FBXO32	0.177294815552431	0.171636780939821	0.0391678915724969	-0.0922307957475705	-0.103535961036501	0.0224805443224574	0.195997171260155	0.0996990786331729
FBXO33	0.0249648242949329	-0.00693044729847512	1.20027238517053e-05	0.0174335021242263	0.0185046788567316	0.00183297791633214	-0.0223412816863515	-0.015629804145591
FBXO34	0.0552416862802556	0.0241880208945867	-0.00753432799866614	-0.0187073088264655	-0.0209996860403558	-0.0347456145583959	0.0186165663654237	0.00934249970339503
FBXO36	0.0594989160432498	0.163413025476527	0.0803980543344799	-0.0154502268893799	-0.0108433840562765	0.00563099483211364	0.125016990036576	-0.00381730026540503
FBXO38	0.0412807053646985	0.0397937847965027	0.0183697629430443	0.0188730426296149	0.00539857586650154	-0.00201241386071846	0.0322687718760255	0.00768652946021992
FBXO39	0.0822203775927001	0.124469231046515	0.00800537087212435	-0.0687081913648579	-0.0683386557222772	-0.00884043824549918	0.126283628792455	0.0575132884166416
FBXO4	0.0892445416113452	0.143202186301419	0.0363453599062203	-0.0577971297186674	-0.0546840774826487	-0.0334921100126403	0.0996655234029843	0.0430228190203967
FBXO40	0.0277221496167503	-0.0422449435164872	-0.046611420892142	-0.0430424253031825	-0.0336013362256973	-0.026817708587784	-0.030985935728681	0.0270032279665708
FBXO41	-0.0756079986025638	-0.0110949255338075	0.079851307793875	0.139529927304497	0.137243463359684	0.0522404710075815	-0.0588807449064229	-0.128500580573915
FBXO42	0.0479592032250429	0.0386850575764898	0.0147677648938567	0.0418209438330145	0.037666140697295	-0.00477632690632189	0.0207749246964287	-0.0471974265605293
FBXO43	-0.0412210265628093	0.0289883166229439	0.0401028170567533	0.0293663806300082	0.0394920367679694	-0.0757861037050736	-0.0247538108214774	-0.0660514371436673
FBXO44	-0.00826240843812691	0.10753407485194	0.110249356087421	0.0731966922137547	0.07594339040218	0.0538341076261431	0.0707779739138045	-0.0646056244688885
FBXO45	-0.132680282185647	-0.0713593091654342	0.0212268679802405	0.153172269311046	0.140651635014471	0.00232713108326311	-0.0467910857603183	-0.1631274752069
FBXO46	0.00858929503576627	0.061232819565566	0.0663703550067577	0.047313862639043	0.0555704407632341	-0.0259800667427086	0.0406956637863581	-0.0569442592325408
FBXO47	0.00397826454663102	0.0116152096140255	-0.00963401307096271	0.0046983248871683	-0.00247097361314081	-0.00550887987403742	0.0129913932531856	0.000183041869473692
FBXO48	-0.0403623154496998	-0.0422672281368099	-0.00474229681608614	0.0373814032537798	0.0370788640657889	-0.0242267084221469	-0.0308978332998575	-0.0480658370506058
FBXO5	-0.0936845546993506	0.0497502482311384	0.10778127328065	0.105267042230388	0.121336182685042	-0.088502718813714	-0.0388843997126266	-0.171872315495584
FBXO6	-0.0937167194737984	-0.0546005207837372	-0.019357620499117	0.0940932060069341	0.0811968094917703	0.00834863956346205	-0.00771633271469171	-0.0751077551834401
FBXO7	-0.00222378180208557	0.0220846592196439	0.122539833206885	0.0243335801500685	0.0516440784033113	0.0703136649458036	-0.0510670888996783	-0.0382406336924727
FBXO8	0.0401420939698522	0.0940894389411107	0.0499814829109877	0.0141418266480233	0.0130662339220455	0.0192950610459646	0.0480629274225387	-0.00714648424608678
FBXO9	0.0370318148081385	0.103982082195478	0.0528729062426952	-0.0118602200971662	-0.0019668996318645	0.0108895791795723	0.0703953351927576	-0.0109427837797937
FBXW10	-0.0230553714453042	0.0131055374889214	0.0260077783711997	0.0384767036669299	0.0350995508411166	0.0146353835856152	0.00412536973748537	-0.0366414235237921
FBXW11	-0.0230250069664497	0.118391235865864	0.154338988225594	0.0982567767999143	0.10963915761847	0.0471144278499182	0.0572375923157525	-0.0955597731191375
FBXW12	-0.0188736615919698	0.0224149081572999	0.0302600285016121	0.0439658553141428	0.0442237291154593	0.00888597893859158	0.0134185188460841	-0.0415401945908447
FBXW2	-0.0162462643071852	0.0399928746119949	0.0399220238954582	0.0725021303852528	0.0616730294340281	-0.03176759452738	0.029593066316834	-0.0786135465387957
FBXW4	0.0114016506713435	-0.00275548844503461	0.0148562591131692	0.000628976007627089	0.00664871284860586	0.0353826420482937	-0.0179941752770165	0.00664118465633496
FBXW4P1	0.0116098068725943	0.0724113410936571	0.0282768098833952	0.0193176606560175	0.0144800571728319	-0.00940868676545815	0.060788462689929	-0.0131999375932421
FBXW5	0.0574315724288084	0.0495449743080935	0.0261179925485574	-0.0274014866689211	-0.0172764496718732	0.0252886601909883	0.00467469455757463	0.0133125101331023
FBXW7	0.0279165410028438	0.0227602290826403	-0.0189218421105358	0.0802467931896268	0.0405961008500844	-0.0122049993930034	0.0478228202883179	-0.0278740341800983
FBXW8	-0.0195187562584661	0.056328605398654	0.0380398078384114	0.0945789966305378	0.0835964387112944	-0.00767190310023514	0.0399658238262921	-0.078781619186366
FBXW9	0.0763498220596831	0.179723344258413	0.0582694905126516	-0.0169875626576763	-0.0232821909367675	-0.0541532395534614	0.157859625446425	0.00553817305108448
FCAMR	-0.0039611797961101	-0.0109887441213326	-0.00644081820969782	-0.00469673486661426	-0.00440158167336738	-0.00566223368172728	-0.00825891301401814	0.0123222517689621
FCAR	-0.0730598810280568	-0.163781939846036	-0.0881163387412006	0.0632170398473101	0.0424725106597159	-0.0402489632097022	-0.105842763602683	-0.0337915502292795
FCER1A	0.0649962508892879	-0.104143509085578	-0.120202747752277	-0.118424054665745	-0.12289833100505	-0.00661786996654757	-0.0941313041983856	0.125325203571168
FCER1G	0.295960136501891	-0.357353467424613	-0.426327374978263	-0.453860084533576	-0.455005336820213	-0.093669300172361	-0.324252730694957	0.475354214879731
FCER2	0.0189165659139277	-0.0239450547062968	-0.0343429227380513	-0.0359997224413938	-0.0322773644029873	-0.0234668620280134	-0.0147138606505573	0.0277391506753658
FCF1	-0.0103590185566805	0.039481787132387	0.0292961209032753	0.0544306154188813	0.0452258119665775	-0.0220847579669788	0.0428054577853664	-0.0578178842859596
FCGBP	0.205516416596222	-0.258602317251143	-0.318150418597239	-0.284037256503412	-0.294575742098612	-0.045761038232358	-0.232573979549068	0.326014217595311
FCGR1A	0.264846616964357	-0.304635527510036	-0.375775833703719	-0.403804052468181	-0.404173066106512	-0.078839834031881	-0.285334764207101	0.42257246438258
FCGR1B	0.212181651566777	-0.228585826728924	-0.292309309361487	-0.317205146356169	-0.319525696978544	-0.0657278120601533	-0.215897159643746	0.330994780389361
FCGR1C	0.202092227300101	-0.248683381478751	-0.304915671772131	-0.321162751456075	-0.324338202684665	-0.0708189590449831	-0.240990208185569	0.338069034843591
FCGR2A	0.296978787128795	-0.222019955946157	-0.330802399628309	-0.406083722429237	-0.401004261534905	-0.0923830068537525	-0.200410418459858	0.429837542335534
FCGR2B	0.175677168311355	-0.196677696241349	-0.224069928651432	-0.25721198896726	-0.249728434779789	-0.0573982663156724	-0.182276387246669	0.269834464048061
FCGR2C	0.236973525613319	-0.273439397115323	-0.340704667133296	-0.370418456794665	-0.368251474451431	-0.0844610243272182	-0.248082392051016	0.384613492494845
FCGR3A	0.294272721551791	-0.365366994979131	-0.435824540243338	-0.46243289175254	-0.460421679297519	-0.0957451929953587	-0.331953923136958	0.485837742219516
FCGR3B	0.249261203365875	-0.315889795145908	-0.375751856007891	-0.400046104161124	-0.399427350839482	-0.0962943938718246	-0.28727100443228	0.417352280867567
FCGRT	0.402686410788813	0.0949892371289165	-0.21315782652985	-0.400868077338863	-0.399925167929213	-0.137454134551775	0.0766160415979804	0.434907067494836
FCHO1	-0.0524450417346262	-0.177353722467751	-0.0447192582215209	-0.00613881444270274	-0.0150307404235221	0.14107958661429	-0.153163453371319	0.0210324836491059
FCHO2	0.0767874539318186	-0.0111351765022031	-0.054142034306715	-0.0469466777738014	-0.0484587353221347	-0.020802140772083	-0.00653014179482064	0.0649507085729291
FCHSD1	0.0713516707198246	0.0167031104923875	-0.0211997590597785	-0.011354773021155	-0.0351199627013164	0.00708606508362794	0.0120186001382944	0.0432445130524206
FCHSD2	-0.0891708170451713	0.0277526467164038	0.166353048814521	0.0777250014466902	0.113992245167459	0.0947533993191016	-0.0845511456100679	-0.104008920839532
FCN1	0.0906258429998109	-0.0955116632289683	-0.0957182092436529	-0.11202357636362	-0.110923456873841	-0.0330340052676041	-0.0729287654211831	0.115682208940531
FCN2	0.0142488208421777	-0.00269329902044592	-0.0203735136468364	-0.0180029013920935	-0.0198146333213612	-0.0197408741591983	-0.00204414090648014	0.0261424992905531
FCN3	0.0224326380045828	-0.00216569023381877	-0.0262255630460108	-0.0142891672143404	-0.0223141746200218	0.00898268533791795	0.013593559601245	0.0244614110085877
FCRL1	0.00495504428308465	-0.0241738882560696	-0.00568940851953416	-0.00593469014924139	-0.0058200584711976	0.00929438885075169	-0.0154496214658936	0.00730053448513282
FCRL2	0.00418217979247563	0.00269583328686063	-0.00734435639912607	0.00181446022094863	-0.0016568981515129	-0.00981979382078815	0.0052796944404659	-0.00442259578106066
FCRL3	-0.00573647501299175	-0.0382518332166673	-0.0470316610544678	-0.0390329063265605	-0.0362782991938126	-0.0108501643327255	-0.0272743968731001	0.0433485623809293
FCRL4	0.00979964971757552	0.00847894887788658	0.00542062840736864	-0.00279521805652749	-0.00394426912955962	-0.0140027856786443	0.00479942923575544	0.0132542621504627
FCRL5	-0.0200349084379169	-0.0155379603685571	0.0111647777645993	0.0114766803552209	0.0118347035774478	-0.0054311396770869	-0.0186258138579312	-0.0200885332108352
FCRL6	0.0168961859295084	-0.0544263811400926	-0.0656538427930817	-0.0628710950213955	-0.0558384752899387	-0.0322504164067592	-0.0447035212125227	0.0564537308949849
FCRLA	-0.0581792047911106	-0.00138081520067834	0.115683065273081	0.0491391257020889	0.0715344983140024	0.0290542502520539	-0.0749883756188237	-0.0604216237748021
FCRLB	0.0584810045811305	0.153183297751313	0.0805975721923349	-0.0295491846330291	-0.0143470496843199	-0.0304847417486543	0.109730019831684	0.0138920768513391
FDCSP	-0.0186039348700366	0.00834461735975586	0.0228996036081536	0.0118487255184299	0.0184411311501683	0.00372805089494868	-0.00924185496403136	-0.0147786007508741
FDFT1	0.0458304020284623	0.124228993012109	0.12858307005141	-0.0542006944152839	-0.0318131150657004	0.0387206418490867	0.0501039249956755	0.054125377371353
FDPS	-0.0652845549962948	0.145817323201328	0.176472075220865	0.0967868653048956	0.113926371345722	0.0165269552872211	0.0406504569811719	-0.125514985358695
FDPSL2A	-0.140452133422211	-0.157594971545245	-0.0520550669377748	0.139736887775291	0.119043521522082	0.00334955758993407	-0.0780239569541409	-0.108798374943878
FDX1	0.00751946335142272	0.0661858806844509	0.0555278228160569	0.0267025715545038	0.0372550439549266	-0.0289912352237873	0.0212596538250295	-0.0327928987695295
FDX1L	0.0325873617933241	0.210565781208416	0.101774783797266	0.0315426217158533	0.0223973369701235	-0.030298135304664	0.167899505899323	-0.037402255567763
FDXACB1	-0.0480138501364979	0.00300593780869053	0.0314053258279207	0.0494854001247701	0.0498345928065216	-2.39064795467213e-05	0.00496965233249555	-0.0699688803044149
FDXR	0.0549306472480336	0.120874571664645	0.0473153443667617	-0.01420803386725	-0.0202653271934461	-0.000709147118557606	0.0804753959545501	0.0095439689998524
FECH	0.0435301314116109	0.0532382765846433	0.00734357976178054	-0.0103470038817066	-0.018267625000363	0.00528652755521457	0.0676171152553932	0.0315846052287874
FEM1A	0.0163788221824752	0.0800270636301035	0.0586093543133302	0.0502717347255795	0.0493696936216667	-0.0198290670146373	0.0700202421441888	-0.0809950829052762
FEM1B	0.0531322118146118	0.0763604873730056	0.049797023934615	0.0232379683639031	0.0154218780720518	-0.00945184038754742	0.0528562576786383	-0.0119325311637204
FEM1C	0.119230064843173	0.221365713371445	0.0714894449863404	0.0312523700408695	0.0116172749573534	-0.0658491463752817	0.210624438416059	-0.023146303351146
FEN1	-0.133520119552887	0.0306526943223044	0.128904173170251	0.125669472738441	0.135981705514174	-0.0407299917794624	-0.0720910725992981	-0.217053568188159
FENDRR	-0.00918831855847159	-0.00898882130608117	-0.000426214237441395	0.0211144074567155	0.0133928058088019	-0.0192000107838984	-0.00950266816206959	-0.0162715679017783
FER	-0.0102143732561267	0.0922353539838893	0.0812953544702006	0.104182011372809	0.097501058621673	0.0132064711390934	0.0473231379886989	-0.0672808589806647
FER1L5	0.0381532733052063	0.04267999583559	-0.008413594576999	0.00528136859506871	-0.00160204691360601	0.0167561905570482	0.030379102898701	0.00210687135523989
FER1L6	0.00615264868263135	-0.014530079342375	-0.0166897207613548	-0.0038326953006004	-0.00590003004581908	0.0238786273725815	-0.0187678987222791	0.000322463956408191
FER1L6-AS1	-0.00118348243170013	-0.0155331511029926	-0.0129640798239708	-0.00165486331031499	0.000780636035262445	0.0138566665208372	-0.0164305677134153	-0.00238066350369044
FERD3L	0.0169555888283443	0.0156346673191851	-0.00622045509614348	-0.017387518162703	-0.01497973691278	0.00307443988322321	0.0166622290417566	0.0140437728067832
FERMT1	-0.200016005275743	0.0981132894773521	0.278001429591585	0.246064637604722	0.235155740277072	-0.00508918121471742	-0.00464641155844144	-0.214151850916956
FERMT2	0.161996550226296	0.351223521171763	0.164238512558279	-0.0427539088264963	-0.0291966338375568	-0.018263364049262	0.282996545111055	0.0345126412241886
FERMT3	0.224815142806759	-0.239594439994529	-0.28756637570528	-0.308302781903509	-0.317094503178517	-0.0643961468393977	-0.218591441710618	0.336652392969119
FES	0.194470658157968	-0.0859956762273519	-0.18507594301662	-0.244800863210757	-0.249126837620351	-0.0697713886134063	-0.0861018962941934	0.263902397995317
FETUB	-0.0099955103401267	0.00114161022972351	0.0307693626444494	0.00991563072402558	0.00369575620862457	0.0498422392535779	-0.0118538150318608	-0.00774205533130469
FEV	-0.042058044708167	-0.0610566640157454	-0.0337185786896851	0.085733917158689	0.0656473188184568	0.039288687245314	-0.048017872645253	-0.0715327047395254
FEZ1	-0.250300978917497	0.283609295515569	0.43840244697005	0.282974781572968	0.336781631348139	0.251246602641772	0.190320798016376	-0.315389915655398
FEZ2	0.0688009652744076	0.113137331528005	0.0690679623294231	-0.0355340274440002	-0.0305550173888254	0.0528382967246315	0.0704709625036675	0.0395192050312279
FEZF1	0.0213412663434265	0.0495274772137638	0.00774994956988766	-0.0173008187377031	-0.0152202141635605	-0.0355330199985668	0.0353929457815998	0.0113207292057987
FEZF1-AS1	0.0311404799005919	0.0569521923391127	0.0112184263431262	-0.0256631519145853	-0.0240133583734536	-0.0437181029331707	0.0481376744669931	0.00651467377246091
FEZF2	0.0377876764720396	0.0408625719206823	-0.0225905112663103	-0.0417668388563974	-0.0370025915003783	0.0354121502346989	0.0350703094874707	0.0399139039314798
FFAR1	0.0132006686734843	-0.0119968309243025	0.0135491830234476	-0.0249824515439527	-0.021263038399092	0.0549849422147709	-0.00412221218018203	0.0156471326574765
FFAR2	-0.0247169569070817	-0.075119214445617	-0.0277742070885584	0.0271170279508621	0.0225270798632579	0.000875924147905901	-0.0426261830433027	-0.0204525771491289
FFAR3	0.0563130939363413	-0.0599671253353305	-0.0628247544417594	-0.0746386700841562	-0.0778106129726661	0.00203552974740308	-0.0538588652098278	0.0767113686461227
FFAR4	0.0387739946652174	-0.0703248359299275	-0.0728793648419903	-0.0649679862979501	-0.0602227523629325	-0.0244668663571659	-0.0446607551819869	0.068744287073067
FGA	0.0141036566108153	0.013251001801531	-0.00526076130663114	-0.00574952627063282	-0.0072195227234715	-0.00641466416091459	0.0131197531282097	0.000905595701892134
FGB	-0.0509680983145714	-0.0484311327794524	0.0163357233831782	0.0602369790517382	0.0586209007644768	0.0153105603237023	-0.0512354026615523	-0.0576840778628151
FGD1	-0.0793742650776542	0.0807277719018607	0.107345501631517	0.155754735372646	0.150519659568358	0.0176067814401907	0.0292413417998925	-0.139540547082213
FGD2	0.217189151111248	-0.300807332625735	-0.347864511320253	-0.3725110687121	-0.364507028832789	-0.0950927997688208	-0.282085566029592	0.384272178925751
FGD3	-0.094026789100854	-0.242831531477215	-0.0661255448896849	0.0363875024307438	0.042056827367037	0.0224533580657657	-0.268481801636604	0.00261929264748203
FGD4	0.0741894864847717	-0.176640119416567	-0.217496628937793	-0.0535331476286548	-0.0846325539390729	-0.000398410452547279	-0.123410397072413	0.123660243290448
FGD5	0.0735332275924013	-0.0409414409884663	-0.055340382993559	-0.0357726213622128	-0.0510049460701655	-0.0182959243156067	-0.0271364757533806	0.0802550235918555
FGD5-AS1	-0.036685323663057	0.153639324682736	0.152095850922037	0.119409150071055	0.121573743280699	0.0265830629525213	0.0791538115864056	-0.104664924969148
FGD5P1	-0.0252433277615985	-0.022021800602262	0.0036556909802251	0.045295710198276	0.0456444236798957	-0.0128654697221136	-0.0128627265461993	-0.0499339920007288
FGD6	-0.00887692715670324	-0.0611014920640071	-0.0524831938589451	0.0586547775678352	0.0392637991519906	-0.00800958662417553	-0.0298453652006571	-0.0226189496664482
FGF1	0.194935590229804	0.246292253670686	0.1019761048957	-0.14673275988682	-0.137996372945723	0.128765047599719	0.226007630872391	0.176540407640403
FGF10	0.0597437678633027	0.0282772981476961	-0.035533054597646	-0.0383476846126459	-0.0424951533853156	-0.0567013253242269	0.0229831471356624	0.0480044216128976
FGF11	0.0628649520069703	0.0926091481652646	0.0518676244255989	0.0492546851557932	0.0405065713779819	0.0056973683317927	0.0552002256670377	-0.0364820737415266
FGF12	-0.224923729448846	0.0369747526607304	0.303123789785899	0.261143547323501	0.32802173154906	0.14968741650818	-0.139084167415489	-0.290829394918679
FGF13	-0.112366192652861	-0.0593829520317779	0.0911351045566617	0.164861779897842	0.175745225331095	0.0568484659804498	-0.134217608369876	-0.158782693854346
FGF13-AS1	-0.00908645118722274	0.00237383701246203	0.0156274563526648	0.0311900881459067	0.023310684779935	0.00182110955240133	-0.0271535147123261	-0.0204196384239676
FGF14	-0.135027236528944	0.144913668637752	0.277357660746505	0.263848840224873	0.27907029965373	0.100420451385106	0.0183816252367367	-0.212030597001606
FGF14-AS2	-0.00223645912736846	0.113824004284169	0.101537398589029	0.0537016002279703	0.0548526565392541	-0.025052751270292	0.0511733438725828	-0.0603125535304744
FGF14-IT1	-0.137716826667618	0.0398210580008669	0.211239266818415	0.218795017205345	0.232938631773288	0.0657599134516215	-0.0575277242280813	-0.190586199927989
FGF16	-0.00461558608980302	0.00645100016503462	-0.0011100207168587	0.00694399817885143	0.00123735962435612	0.00656544752849818	-0.00916787052852035	-0.00478521433533762
FGF17	0.0338766136008943	0.0408094219284265	-0.0368773987856561	-0.0457972181345216	-0.0371857723013294	0.0717702405664284	0.0428359934440173	0.0468263700950434
FGF18	0.0551861763462036	0.0505124408903062	-0.0221925740243035	-0.0664935264253811	-0.0488090279545413	0.0622909934831618	0.0413045398868876	0.0551615605358097
FGF19	-0.0041130043617152	-0.0293942896435885	-0.0381323045516834	0.0269059209920016	0.00657870101716509	-0.00583090423928266	-0.011509670399981	0.0164493481173371
FGF2	0.118769890241978	0.158952429396929	0.0436335366529134	-0.0503972270650318	-0.0450429768877818	-0.0311481772671543	0.120106814765867	0.0345962785495161
FGF20	0.0621875302694126	-0.0985749922535719	-0.117371325653169	-0.120947183710773	-0.119942047585609	-0.026889363250942	-0.0825439103527992	0.121086855365053
FGF21	0.00747990336602288	-0.0125106297774594	-0.0152504387703687	0.000459748675320792	-0.00651770203453781	0.000947062812426259	0.00936992194891483	-0.0121228464587036
FGF22	0.00209502178235891	0.00351909156707694	-0.00515438496729762	-0.00497181557696275	-0.0060412328252376	0.00410949607688656	0.00791352962592668	-0.00423779169213825
FGF23	-0.00673290188787757	0.00522642912285433	0.0129446028391558	0.0132335157950369	0.0174960836777752	-0.0112178150037672	-0.00861064706981844	-0.0290509418982767
FGF3	-0.0254883695858291	-0.0151521234614477	0.00506377000009838	0.0396416064750182	0.035279933359702	0.0143082306311293	-0.0253807956622242	-0.0286899359842508
FGF4	-0.0100283673625231	-0.00875289239966776	0.00332286733498993	0.0145115951240089	0.013083722320507	-0.00608294963981303	-0.00921402259276512	-0.0115308592889578
FGF5	-0.245479927139065	-0.0838246237924784	0.0707080201251225	0.284238885248223	0.262547863254741	0.0744255519421651	-0.0283452227190947	-0.237507242052837
FGF6	0.00182871080323009	0.0093878676448583	0.00665336034147355	-0.00508149867482091	0.00326959909115006	-0.00488458246167358	0.00722887284105497	-0.00728215917975339
FGF7	0.0159079899790752	0.02045684387956	0.0129431782643421	0.0135862258667381	0.0112461404448504	0.0314477534085153	0.0288064008216624	0.00195062068252572
FGF8	-0.031807668692592	-0.0145523972518702	0.0253774362176645	0.0202923041799435	0.0273583370264871	0.0125525309836393	-0.0229447479120262	-0.033864816186569
FGF9	-0.277648582147963	-0.130518723986282	0.0866786048051889	0.326642609379088	0.311944675060614	0.109535997779481	-0.145576523560449	-0.295982158604573
FGFBP1	0.00674255157648316	0.0269416629421485	0.0208346590901193	-0.00327091681856701	-0.00178257003878638	-0.0248233741880805	0.0245931138982182	0.00547635481417224
FGFBP2	0.0184394981192256	0.0106167420969062	0.033769778132926	0.0253739143974666	0.0259843873035739	0.00509699586193972	-0.0128102928953635	-0.0142851744336724
FGFBP3	-0.0139169294690537	0.236930656458838	0.185470590396771	0.0558726370549373	0.0705827858561176	-0.00939273397698121	0.164663111474012	-0.0710264861259301
FGFR1	0.094149023908424	0.198242014860943	0.0707871655401702	0.0188742208524638	0.0142653080275461	-0.0123093252932812	0.179035360078473	-0.00151760848699317
FGFR1OP	0.0269739728529633	0.0971696298248211	0.0473606160593865	0.00489706482451463	0.0128918281725724	-0.0475202680895686	0.060288070651967	-0.046924445230896
FGFR1OP2	0.0671971423822612	0.00973116299260135	0.0109505104840422	-0.0286027184523942	-0.0254838426575424	0.00730990072885679	-0.025081561955382	0.0123476417867903
FGFR2	-0.0243158711370008	0.0168811412147781	0.0392591144258335	-0.0157994735327808	-0.0115142530697488	0.0847769499583468	0.0397465340493722	0.00681820910267055
FGFR3	0.131650302187466	0.306431271154513	0.0518424798877346	-0.108518057588077	-0.107540037488109	0.0176022985300028	0.27172478325686	0.111841812722305
FGFR4	0.0128997861797202	0.0255067765470246	0.0142768116490083	0.0197708534903329	0.0207341015147628	0.00256092665450763	0.0102685756365532	-0.0178014671782473
FGFRL1	0.215313653907531	0.245149599249513	0.0221972247029389	-0.139694732138426	-0.148070914891421	-0.0665108386097952	0.219703324795868	0.139490947215249
FGG	0.0110407494371039	-0.00916046148436389	-0.020628653813749	-0.00206496016627767	-0.00762176585775113	-0.00142757106267275	0.00658688119868281	-0.00188882278529106
FGGY	0.0895226093030028	0.0794558610080285	4.50637722639795e-05	-0.0530902327824149	-0.0618217399936107	-0.000385606750918337	0.0436098808906906	0.0589672893329567
FGL1	0.0358289600033592	-0.0246065904521646	-0.0477363170118629	-0.0430204924447628	-0.0499955132958502	-0.0245994887648415	-0.0154820449770423	0.0723845496416084
FGL2	0.159544774851028	-0.20125145206092	-0.234111082071033	-0.231166460836363	-0.234453193542883	-0.0387566991987827	-0.18346400535619	0.257382419603133
FGR	0.243427210988745	-0.247139647914623	-0.300695118894423	-0.325191168642558	-0.324587044858143	-0.0608618757956066	-0.225987267017307	0.343730727383737
FH	-0.0755686626124103	0.0962399338569811	0.137063318528049	0.127731135302517	0.118097782070273	0.0413685163115004	0.00601128639468566	-0.131646528018018
FHAD1	0.0168786938405996	-0.0222313460908329	-0.043866661285893	-0.00428029482427652	-0.0128766277105567	-0.012823181086536	-0.000177830966079642	0.0061282826867203
FHDC1	-0.0243249063851615	0.0229704956206872	0.0305901620369089	0.0504570072746123	0.0508905230033087	-0.0235203932451251	0.0264748977604277	-0.0511544951851151
FHIT	-0.0911144459598009	-0.0290778999122387	0.154967022508655	0.0625722669054246	0.106061225456756	0.126174783183449	-0.148545532637419	-0.0725558483727542
FHL1	-0.100318461312956	0.312044332678607	0.27995859666398	0.284189447684819	0.282784322041953	0.0375952186585191	0.180843253472294	-0.246278199697149
FHL2	0.00151000610610983	-0.0005689372601355	0.0848482837291177	0.0754181030657641	0.0766783575049637	-0.00208249285587666	-0.0401097533583913	-0.0499911678441457
FHL3	0.168109728936346	0.162776280224069	-0.026388229742785	-0.134572835265643	-0.132434836139175	-0.0450292412528817	0.154266418418248	0.154258686209759
FHL5	0.0134922689112322	-0.0139864423293558	-0.0279017418952068	-0.00784197413339909	-0.0156775271846828	0.0156346188676218	-0.0179517114208924	0.020895424795422
FHOD1	0.104287465281399	-0.0788823099118136	-0.128824873262399	-0.114718021073997	-0.126227384022953	-0.0435908112874418	-0.0697404216015375	0.108782426719337
FHOD3	-0.180319135309241	-0.0184421285431242	0.127629299415827	0.243349734229188	0.239871586543147	0.029972977615797	-0.0753614360951029	-0.226782094932798
FIBCD1	0.0758511700452855	0.0375323048174276	-0.0480858772177935	-0.0672868723684747	-0.0672307583038929	0.0332603921366486	0.0398152231582866	0.0723697475275724
FIBIN	0.00570177084455745	0.45202621184254	0.421976049171521	0.0965892238360762	0.141444288881804	-0.0169054505459049	0.30278948809023	-0.111087760040722
FIBP	-0.0532335828794247	0.197420791005171	0.18665691729677	0.106884264292782	0.116680903117259	0.0380497691328881	0.111616278905935	-0.123254826799411
FICD	0.080362088660467	0.0438067900075855	0.000932948958962301	-0.0532391523831731	-0.0571466849662795	0.0038098777767535	0.025123673725822	0.0344846479551315
FIG4	-0.0239894906813404	0.02968577320761	0.0669561539207104	0.0591404909338225	0.0705521589008059	0.0540584879550168	-0.00487285255244894	-0.0559869063400315
FIGF	0.0350139994477637	0.00913697544181655	0.0036922514680176	-0.0114660189511827	-0.0213582695502901	0.000845199933397904	0.00480932259627122	0.0112805023553039
FIGLA	0.00311136492770676	0.00489242760720352	0.0176092469952696	0.0155749562420549	0.016945085086426	0.0218192116218665	-0.00747839082379811	-0.00091513707279574
FIGN	0.065189459939855	0.29594873133581	0.167768391119679	0.0337139374304802	0.0414608055756804	-0.00394954528912733	0.221415955530521	-0.0167096273782764
FIGNL1	-0.116904984783186	0.0535923419446315	0.117701277155249	0.141942266890443	0.134631462058565	-0.0326504983455237	-0.0135443957179455	-0.172568626001263
FIGNL2	-0.0666774044602542	-0.0291295867074945	0.0211623355953901	0.099588619689444	0.0983080582325795	0.0092862945413917	-0.0382055054364685	-0.0769598943547832
FILIP1	0.0493649288303319	0.0506007565570139	-0.00231222176440264	-0.0214622732228695	-0.0198421215115337	0.0280125514123301	0.0202046508561956	0.0245584768452628
FILIP1L	0.209967580136393	-0.0608399446607177	-0.166387777850462	-0.145701560871005	-0.169771386935098	-0.0674492994148885	-0.0387858092628249	0.191704194316902
FIP1L1	-0.211022165303813	0.0175905931380496	0.198758313414685	0.248522837832175	0.258884349618935	0.0260481425697915	-0.0425988895367875	-0.270917092695339
FIS1	-0.0136958865593446	0.20569432179538	0.207150113971535	0.0665844348587896	0.0501700741950473	0.091310299754812	0.127810224373207	-0.0526096612534758
FITM1	0.0141990138493767	0.0299639055358021	0.00903262466492652	-0.0121701097071485	-0.0130821607528047	0.00862496358576681	0.0456774353524388	0.00711261415657026
