""	NefMES	NefAC	NefOPC	NefNPC
IFNAR1	-0.237221581017463	0.108951954131375	-0.283955677682395	-0.0530096424932634
ZNF148	-0.31066978817852	0.07977292463631	-0.298463772206737	-0.0125486562291192
HECTD1	-0.349801523511255	0.0414831955627423	-0.27759013213197	0.0217841308494328
XIAP	-0.302655161092157	0.06254110863907	-0.267005427539838	0.0238946291970093
LRRC58	-0.32823219446744	0.0628695167322969	-0.265584960615407	0.0156828123099113
UBE2D3	-0.302746634554737	0.0472387422174527	-0.30242449346797	0.000274059438842504
THOC2	-0.323902054646064	0.0386291373978398	-0.285299455954069	0.0068718894170534
CTNNB1	-0.340275862606832	0.0494355623541012	-0.279709619164811	0.0312270769228934
DNAJB6	-0.324306609127669	0.0414386876084069	-0.259137506233828	0.0239588648604345
APPL1	-0.329866878953413	0.051623012227265	-0.278746844975908	-0.0279257979949239
HNRNPK	-0.345958965687104	0.0271061212113055	-0.290952748653081	0.0013520380347609
MTDH	-0.329403480882088	0.0215114961182292	-0.324564352144891	-0.022467096817648
CUX1	-0.30968744801432	0.069382096156365	-0.283118190508368	0.00824885483977628
ZMYM4	-0.334258536458826	0.070942611063172	-0.268004403135215	0.00425763922809127
SERP1	-0.334158601256793	0.062033096616134	-0.268423095092922	-0.0128952846050005
C6orf62	-0.28389424865953	0.0843555986283536	-0.278125459399511	0.00444847389678729
MARK3	-0.314136473726125	0.0403269432847795	-0.270309105292573	0.0339609827347877
TRIP12	-0.302744884169433	0.0554258480262399	-0.291610975535645	0.0078492856221587
SON	-0.274016518714262	0.0663183540688284	-0.268633440174774	-0.00104801158033357
HUWE1	-0.306094577711012	0.0562972945265437	-0.306867816782708	-0.0298593469199727
CD164	-0.231804074117385	0.0899412736293853	-0.347469932652971	-0.0958942919464894
TGOLN2	-0.29770201879437	0.032464279071861	-0.306853119437773	0.00409807460754097
EIF2S3	-0.316696966412803	0.0560161615666024	-0.291238560139793	0.00618891889331126
TMEM50A	-0.308632344999665	0.06903817892332	-0.298523819519334	-0.0277505248544659
WNK1	-0.328707331979855	0.0333615051476026	-0.293926366326022	0.013413777372368
TOR1AIP2	-0.255387269058492	0.0910327167024933	-0.287838838363002	-0.0212895910428109
MARCH7	-0.314332636690511	0.039296004595363	-0.305078564610047	-0.0109529342500178
BCLAF1	-0.347823161113221	0.0332998179972513	-0.28613807563211	0.0233651207099044
DYNC1H1	-0.307779453778076	0.0485323729416667	-0.256574302063065	0.0319599830072376
ACTR3	-0.284242430924784	0.0591476387221347	-0.313100439951289	-0.031965444021104
VCP	-0.305722226097542	0.0528688483362645	-0.304261717314086	-0.00995736134049886
NEMF	-0.278740071868692	0.0706492302651914	-0.291832495932651	-0.0239846820946623
GLG1	-0.249886526910763	0.108602181223926	-0.297704699319098	-0.031459617137189
ADAR	-0.253657535173136	0.124969502758765	-0.277960961293318	-0.0541702694333172
YWHAZ	-0.248346125584541	0.056504476401899	-0.293319699201835	-0.0427549265712691
EIF4G2	-0.313635165015103	0.0222144054305633	-0.328039956094308	-0.0356912682987915
SETX	-0.302165314542485	0.0509740643470442	-0.286319190326766	0.00599535834913441
SF3B1	-0.334516170489023	0.0279609594749773	-0.265825179324868	0.0373024942546402
BRD4	-0.32421878934955	0.0326483884177722	-0.299097261970245	-0.0134501998733543
SCAF11	-0.331661444668659	0.041615305238317	-0.297477223481634	0.0182822778398327
ASH1L	-0.245236699797035	0.12217011213266	-0.274410159866986	-0.033926106379651
HOOK3	-0.293299336610044	0.0857435507798325	-0.258892726834429	-0.00933204905850899
SRSF5	-0.284666922518221	0.0701362322179548	-0.287618505895589	-0.0271051838945029
KTN1	-0.261039682768532	0.0991707362523108	-0.303716713044223	-0.0540977619958923
TNPO1	-0.261630059168353	0.112500828411196	-0.288547122894838	-0.0550253943837619
SEC63	-0.301360548666815	0.0699443725539597	-0.295538461038487	-0.0287035904456407
NUFIP2	-0.248184736627699	0.0920763549863765	-0.299638541793076	-0.0260541873810555
PURA	-0.293257087134631	0.0889050541730713	-0.263944355744567	-0.00522348504644522
PRRC2C	-0.334959596370959	0.0241473478805874	-0.300028842643514	0.0213532089767806
SRRM2	-0.330868532122253	0.0363482753806001	-0.285878621058007	0.0250776846666376
