""	VerPN	VerNL	VerCL	VerMES
AC063962.1	-0.0277615069840007	0.325711094421789	-0.22438285692975	0.0498325787647775
MARCH4	-0.07820257259158	0.418512571455427	-0.254258190006067	0.0818624932772478
AC073283.3	-0.402123050762444	0.545179151033543	-0.489490418052164	0.130702010826609
LINC02271	-0.391752792034453	0.318851230361635	-0.376444818851008	0.195917335244142
LINC01284	-0.391752792034453	0.318851230361635	-0.376444818851008	0.195917335244142
CALHM4	-0.185617183397533	0.334862253779937	-0.401581618407793	0.204314920808113
HAAO	-0.0155235144226536	0.107746822966967	-0.122247734435645	-0.0964776999208128
RNF219-AS1	-0.200517010226286	0.315146276282318	-0.316905243851646	0.052367530756967
LINC00839	-0.243530427257628	0.517626345322082	-0.295612441861453	0.0840910350971244
AC003043.2	-0.250304735783073	0.463093038247712	-0.323777557221773	0.0704529472357512
AC011008.1	-0.332294374445205	0.448737804910546	-0.345200998956416	0.10853211548511
AC106900.2	-0.0918589539182793	0.383057287510518	-0.220246872315793	-0.0206218543281139
FCGR3B	0.0958452943519589	0.19681140426192	-0.156596070639651	-0.112803238421695
AC068722.2	-0.12459175038705	0.191514660964702	-0.203092353681772	0.201949080849674
AC015468.3	-0.432279146099541	0.420398081509431	-0.490930944520316	0.280664580002123
IL18R1	0.272347871821982	-0.196166886189949	0.11968375378817	0.0873603163242394
AP003390.1	0.0620292779969134	0.176435231042272	-0.0331830632679038	-0.00209799415264268
AL139041.1	-0.0436052927374485	0.188836521208506	-0.0598325186973901	0.0129618947271639
AC006130.1	-0.0482259844543905	0.314633878241826	-0.198129277213437	0.0337300714797778
AC005515.2	-0.413061010732971	0.410387607706843	-0.410799914926287	0.181731188700156
IL1RL1	0.0361886636535921	0.0720408290169574	-0.169331039296557	0.180669764757956
FAM162B	0.130306661331362	0.0352057657287301	-0.126319713772811	0.112321895350809
OXT	-0.129534506904232	0.367226513309036	-0.357987189356435	0.185448149505644
AL135744.1	0.216857441657128	0.0627798092400457	-0.0307642553373566	-0.192779118098979
PROK1	-0.32471086689169	0.61373751448111	-0.478784003109053	0.105810293152768
AC010745.2	-0.477330904221061	0.488997135025021	-0.568017281746773	0.240630084097604
AC009171.2	-0.480701920963507	0.475543645293059	-0.559532341993825	0.213395765411506
AC136489.1	-0.230147073023451	0.4957553658238	-0.383571750661509	0.187645845952422
AL031432.5	0.0628929234185954	0.187818752422032	-0.156041318871543	-0.0438120365660499
PGM5P3-AS1	-0.192981981445333	0.526718246885686	-0.355378334391879	0.0322299784632372
RSPH6A	-0.284288392430391	0.562986597072984	-0.434145282242686	0.0788090433736745
AC009720.1	-0.510488624669878	0.476429022562561	-0.562217568591853	0.266535329057409
AC027117.2	-0.309726841486067	0.55195534618532	-0.431216361491643	0.143977525648895
OVCA2	-0.370432188148446	0.506194021134967	-0.489970998546315	0.198276018995723
AL050403.2	-0.442598898441346	0.672863749550902	-0.592428293439374	0.195266894686164
AP003393.1	-0.193743431395963	0.414362173982848	-0.378220736034349	0.168109273512062
LINC01127	-0.496037424409851	0.52762885822981	-0.509656975640449	0.29587062848751
CCL17	-0.081490041188802	0.258012244832835	-0.268578582268419	0.172189913775916
OPTC	-0.405366587977596	0.519945289608405	-0.495957897961789	0.142189614936838
CR1	0.264957348074517	0.129206747185222	0.0378024541271091	-0.132675001995043
FOXC2	-0.390026045626785	0.500848053947048	-0.547555739892257	0.258521399117137
LYNX1-SLURP2	-0.324505204356859	0.569172682897822	-0.48560692829616	0.0738894839625692
C9orf152	-0.509773663109887	0.523923508485312	-0.562517133501919	0.219244716045145
CCBE1	-0.375787489905484	0.620430087380823	-0.540156045094091	0.209738522420467
AF127577.3	-0.487684759094717	0.527724317727196	-0.569933440644766	0.206179124559772
LINC01088	-0.416237245167414	0.63114367213163	-0.574169676780861	0.152956804738558
AC106738.1	-0.416013210963288	0.555888675318624	-0.530091244729525	0.197601358718105
LINC01119	0.136241604932603	-0.0332888492304937	-0.024103918349457	-0.0203715580632909
SPATA13-AS1	-0.394556170116537	0.445547202223663	-0.500408639928105	0.295113413377182
AC011495.2	-0.304959300375653	0.566211369447767	-0.287292821498412	0.0441485901624489
