""	NefMES	NefAC	NefOPC	NefNPC
CYGB	0.611810495332608	0.751824628270603	-0.780216819603977	0.0690736876530411
MIR3142HG	0.656944001599901	0.659562746756765	-0.679626854360642	-0.0194612657649766
AC083973.1	0.509057717356421	0.656938885846258	-0.606441143592217	0.0760250083951554
TREML1	0.692797326619817	0.66729032364732	-0.710306340100167	-0.161507095491586
AP001981.2	0.574660243492106	0.629523670079297	-0.722207687046589	0.0788403724306575
AC007786.3	0.474752515706031	0.738571839156441	-0.660327529164686	0.0490092195836928
AL390755.3	0.563183568870078	0.586812340275881	-0.535872140860343	-0.498352668302326
VENTX	0.643161064399738	0.625884103450628	-0.654337627227377	-0.0689182032193947
AL513327.1	0.687671760910234	0.721797899223881	-0.738169637033063	-0.152443368269147
EPHA4	0.374515257333972	0.543098398183969	-0.453238298108301	-0.0953289427805743
AC106739.1	0.659393454044178	0.497870445608598	-0.658263940536171	-0.202144686408682
FOXR1	0.545596108367985	0.745664260815106	-0.633628908497521	-0.23178103735217
ABCC3	0.707420596819332	0.760388186702285	-0.786124490992487	0.0932110388636779
AL392086.3	0.447808013523047	0.723314113333789	-0.592134390291068	-0.107174797351781
AL591686.2	0.449127296544854	0.755515127116452	-0.642000674032765	0.280990558046417
AC021242.2	0.300321451386299	0.666162697152597	-0.453535033187677	0.185813437104595
AL591848.2	0.372930398839938	0.628216873291052	-0.483176459194119	0.27258647126498
LINC01299	0.625429152064992	0.661662208713148	-0.666947984830979	-0.296200666673911
AC005840.4	0.541829752242013	0.664709722891864	-0.650465278970924	-0.0100670051540577
AL049840.3	0.358905298912115	0.457972537307193	-0.457940516427066	-0.0602522857313795
AC020658.5	0.746715202640056	0.603821945793403	-0.743419300294799	-0.0594620197445238
AC041005.1	0.814435522486683	0.726865748850632	-0.828403688688744	-0.097957106674439
AC069368.2	0.744343140264127	0.668657747006328	-0.73039849391503	0.0219241592215178
AC087752.3	0.211410665200959	0.488269778427938	-0.339663862203573	-0.0950842104494352
PHLDB2	0.701413129020052	0.715271000235765	-0.783709414396653	0.0434499779394994
GCK	0.381670338233976	0.705292935867904	-0.513382158006418	-0.203472961319718
AC016134.1	0.677724548874804	0.521123067237891	-0.628183063984435	-0.406510606348301
OR3A3	0.614336616418064	0.783887948211401	-0.700677363583214	-0.103380133880423
AC005840.2	0.639661390856683	0.590944756561005	-0.648931962612841	0.0454024766335259
GLRA1	0.59298434387893	0.671777877012146	-0.676402950217599	0.140985187105762
DIRC3-AS1	0.4806746539788	0.76269090983026	-0.661263381475693	0.236262179389566
CARMN	0.70783865974304	0.709031529302162	-0.780812273127058	-0.250122601402553
AL357054.4	0.578861173630131	0.492095371258311	-0.498113362200237	-0.484018599564313
BATF	0.758197905886084	0.55095307702479	-0.69711971690157	-0.180653647510609
AC005906.2	0.263412010788758	0.353259367929281	-0.383124815379805	0.0506302044883243
P2RY10	0.702331245253857	0.452489595872256	-0.685954851024946	-0.216090562038949
NAALADL1	0.666125799586598	0.580388675387832	-0.657498053684059	-0.169282607968538
AC079015.1	0.493197092962095	0.364195959290382	-0.560251347810769	0.112649631508689
NDP	0.206358852318494	0.291164496832937	-0.34392113153837	-0.040534676872075
FABP6	0.481016898837322	0.659930764188617	-0.611898785004242	0.188059891340165
A2ML1	0.496547530259514	0.597194080791393	-0.547147343875157	-0.372023993329194
AC026461.3	0.845028216847942	0.639963453986527	-0.839130015697397	-0.063361140483415
BVES-AS1	0.750431901037336	0.503552289545049	-0.709471565781924	-0.254853190835511
AC010857.1	0.218370037770107	0.576428488972519	-0.361198821792502	0.103834075371934
Z97192.3	0.644673874325532	0.474817853426944	-0.6419590624664	0.173237789496203
COL1A1	0.621548755846543	0.672386486896654	-0.698989628827489	-0.0324399243972081
CYTOR	0.529369556866991	0.505175646314931	-0.647129881762539	0.259501233488355
AC034114.2	0.359875136405937	0.662862003438462	-0.557153163465388	0.121135375480504
MIR378D2HG	0.330160231713196	0.424469154265035	-0.356346947699758	0.046761132646585
AL137781.1	0.480426876938594	0.69096408592675	-0.675675991151479	0.274451218893037
