""	VerPN	VerNL	VerCL	VerMES
ZNF24	-0.492040093148105	-0.0162045262067689	-0.374891740190759	0.0250687744593307
SF3B1	-0.456995275233647	-0.0766754902053332	-0.340631230547898	-0.0199856472557178
MTDH	-0.506625034153071	-0.014884173617065	-0.392056306210078	0.0225246229611899
KIF21A	-0.425605661067385	-0.0603653448191546	-0.307885251811614	-0.00251718768561982
ACTR2	-0.485170921477459	-0.0399132221867276	-0.369195677367526	0.000645441639283886
FUS	-0.441269036923282	-0.10546746361957	-0.334857331697835	-0.0681656256612641
PTCD3	-0.467896017432221	-0.0590952556475891	-0.355552220508554	-6.41236900424845e-05
SPPL2A	-0.461676890386522	-0.0426122531867533	-0.346275634070478	0.00628158019427123
MBD4	-0.469013218569751	-0.0598310262115591	-0.354027842510085	0.0298525762227315
TROVE2	-0.515781143624156	0.0101771150795668	-0.403350503362163	0.00460700358942647
FBXO9	-0.483576690183118	-0.040111626323581	-0.366238591120121	-0.00493584754817821
UBXN4	-0.494811061416699	-0.0127584987288058	-0.372259970224401	0.0343459892755113
GPBP1	-0.494471740717011	-0.032880747528434	-0.381155042542467	0.00393663317812489
CCDC47	-0.539935675237203	0.0308489841718535	-0.423907639095377	0.0278263908957046
RSRC2	-0.472679126668317	-0.0685381174348828	-0.364688296228215	-0.0171359191584656
HNRNPK	-0.546512802491235	0.015575108802392	-0.437119291871194	0.0221982559482884
U2SURP	-0.427597123521052	-0.119224778513255	-0.31566497027971	-0.0287371141941814
EGFR	-0.433404152043402	-0.070805795677843	-0.319626833528345	-0.0374477551476746
G3BP1	-0.441046775615725	-0.097276449604866	-0.326250910795547	-0.00649026762362481
PAPOLA	-0.494800034646137	-0.0527901875930365	-0.385680371106776	-0.00130544339594299
SMARCA5	-0.435102551611968	-0.0578737950339088	-0.321329297473387	0.00956383121034204
ORMDL1	-0.509785797054094	0.00174221481230561	-0.392739931840467	0.0432903431564387
USP16	-0.50015047255525	-0.0203489614331662	-0.387916006145841	-0.000176113505174949
RNF13	-0.493367946569695	0.00907688257787794	-0.377168665876513	0.042026014027066
ME2	-0.483717902640797	-0.0288340264959057	-0.369762033085366	0.0118634933596696
RSBN1L	-0.465087274793266	-0.0486822180952842	-0.354925961016166	-0.0084724558680842
PHF14	-0.428092679562771	-0.123970176609944	-0.320391752667946	-0.0762894940741949
DARS	-0.502166573601344	0.015155886632543	-0.387205192907153	0.0432745673252121
RHOBTB3	-0.543323526265715	0.021064150206568	-0.435132062621948	-0.00245454712854431
PNPLA8	-0.469698670621532	0.00621581265039381	-0.350568139223048	0.0633560985582675
HIF1A	-0.470771626225791	-0.0483836683366675	-0.34539003874386	0.00757712149658181
HNRNPA2B1	-0.499542549283487	-0.0717152900579269	-0.39590294596607	-0.0505642474112121
NCOR1	-0.456775718462522	-0.070647208543495	-0.332589208083243	0.0164834639313149
DDX52	-0.482966436003027	-0.0622877792670264	-0.379365659804208	-0.038575306037518
TCF25	-0.531544907851675	0.00925511838070053	-0.412823697838382	0.0354997263761923
DHX29	-0.518462018208196	-0.0198799499925839	-0.412213016930896	-0.00978112915589772
NSRP1	-0.503260685659957	-0.0445231772322147	-0.39544769434881	-0.0535343861808517
ABI2	-0.414709144469913	-0.0807546163681277	-0.293565602055907	-0.0318252777266528
GALNT7	-0.441316019235005	-0.0540199059579271	-0.330380385127787	0.0113514407545288
CSNK2A1	-0.493869165827255	-0.0507244828685967	-0.387105917834335	-0.0289963021114014
MAPK6	-0.480569021872139	-0.0596090872940974	-0.362458443890071	-0.0288849305844367
ARFGAP2	-0.526951889974346	-0.0124326589421311	-0.413900461784894	0.0246781396155869
APP	-0.4358943245669	-0.0306572465475183	-0.309538338052988	0.0476278527614554
OSBPL8	-0.501395522781801	-0.0043828801633315	-0.389761837072857	-0.0188168455448621
PPP1R12A	-0.422454178178119	-0.119347848213769	-0.302917993273623	-0.0120453080127968
DDX5	-0.488248389966798	-0.0553343279118858	-0.37264410732748	0.00798550462460305
RBBP4	-0.411009412596631	-0.116721735394906	-0.301354192768972	-0.0737021325781175
SH3YL1	-0.5087880260454	0.0110719962366202	-0.389133185981302	0.0208938177447655
OTUD6B-AS1	-0.521532708287148	0.0230363359933807	-0.41367216173875	0.0117180040846962
CAPZA1	-0.434633564890648	-0.0839948164574604	-0.322870392010367	0.0203648817001465
