""	VerPN	VerNL	VerCL	VerMES
CCR4	0.150092626149693	0.287901737324522	-0.41710063178022	0.034672683290225
MIOX	-0.275232536532819	0.301268230735517	-0.387702553210752	0.32431277659523
MME	0.288449293582598	0.406257845992526	-0.380268697472509	-0.100825279372417
AC131944.1	-0.327702756557636	0.386372489530596	-0.412664180460797	0.303078884085924
PANDAR	-0.331759570293829	0.376566012381896	-0.390329715172246	0.3028535942566
FGF22	-0.0153744242635623	0.315248320366768	-0.364070364631831	0.116384339847882
AC018628.2	0.351593723120666	0.0237334710584041	0.159802691221815	-0.264465595553669
AC103808.1	0.336606605490419	0.369959020976703	-0.0741040233574564	-0.116890230806149
PTGDR2	0.129195765694591	-0.0483654945061857	-0.163318637019445	0.134357499439125
AL132996.1	0.0711093754881635	0.491965787502768	-0.179317041741567	0.039405423644238
ADGRG3	0.0282247937654923	0.114123632154079	-0.0146535588094782	0.0866834667807649
AL162726.1	-0.284695854315072	0.31321700435796	-0.392394099281588	0.227919500062094
AC138123.1	0.375740371137019	0.215814550918194	-0.0816422578681883	-0.246512435810451
SH2D1B	-0.0947682124368056	0.311097964598177	-0.538780951029118	0.250290784870834
AC092803.3	0.0943157091614267	0.350159106256593	-0.383363335116589	0.0473991707700774
AL135746.1	-0.330023559117164	0.366073755041827	-0.380525829950735	0.301264292798969
FBXW10	0.0267922084759819	0.494179919083912	-0.219906862282485	0.164475576905776
AC008067.1	0.520028983939734	0.210388766172374	0.318447054315549	-0.380119676425366
KRT81	-0.11097148249994	0.108778622187707	-0.270344077480624	0.122680364403394
AC063919.1	0.559525291324017	0.16210438860079	0.0822565064928725	-0.264678563428965
AC068831.1	0.432092595392163	0.257357062107641	-0.0311604557970905	-0.0662207249182614
MUC13	-0.28681584765185	0.228256634394171	-0.335967637993658	0.338243512934591
GABRG1	0.395028584521629	0.211433990890938	-0.281402810915616	-0.155183587911083
AL121830.1	0.304104581543325	0.253956208552965	0.148944824202941	-0.285249023661206
LINC00482	-0.320693911335453	0.381105275048417	-0.383019659231558	0.281561880906708
CLLU1OS	-0.2008335009875	-0.0132663055541667	-0.0719795960617061	0.156413904076811
LINC02532	-0.329143017331118	0.319506255155055	-0.374148995005345	0.336330282085441
USP43	0.631141101565316	0.0377735313608421	0.0424751890650659	-0.407280514135644
AC084706.1	-0.235915883437742	0.30027400229886	-0.396993954716864	0.144489008970494
AC108105.1	-0.317574863267477	0.3362224263339	-0.326856696676903	0.313702742406956
AC055855.2	0.127494092470473	0.333405752825422	-0.323696577581274	0.0666146834148048
AC002546.1	0.00622869139429874	-0.0116750559195756	-0.366119856206243	0.283277848921444
IL18RAP	-0.159974393512568	0.0867541555608644	-0.373364154419511	0.318784118513381
PPBP	0.0545514628332512	0.0368815322914072	-0.303939985367705	0.13846394876371
EDAR	0.334381630625388	0.252045833668868	0.0644246096073117	-0.248329403834611
CYP4F3	0.232341718440198	0.167098395670215	-0.0534882732160217	0.149451760919854
AC009139.2	-0.350560844294515	0.340951373324341	-0.421789904042369	0.342778507471157
AL133476.1	0.311093070603664	0.103015602390549	0.0234703923069183	-0.0536097337721961
AC051635.1	0.357665941700992	0.181189414926764	-0.185834005417655	-0.266110841326863
LINC02506	-0.207122962487621	-0.00472908238896452	-0.139627876914811	-0.00785405259870293
NEURL3	-0.0528808299721718	-0.00798475740778884	-0.138640740823253	0.213378037171404
KRT86	0.144768046312512	0.253631978186083	-0.0287833986800979	-0.118936678222999
AC134312.6	0.43190339490308	0.23478018762648	-0.311740932934134	-0.194634390508379
PAQR5	-0.317564731444451	-0.0714392954115668	-0.238190004229576	0.277772991354443
LINC01707	0.339806426231227	0.317828982358115	-0.291917988416734	-0.267276986748819
Z95114.2	0.269260565113206	0.358103127992364	-0.390142013253369	-0.221783682172987
AC016723.1	0.396738625075744	0.20204703055486	-0.166562996223516	-0.266700276143457
REM1	0.0274697692775876	0.228533284867591	-0.348716005301492	0.204265235983617
AC007349.1	-0.203645302294415	0.217689577522621	-0.277588428265119	0.112534017072289
CATSPERB	-0.1741435547554	0.237837465091989	-0.348237493231043	0.225471216255692
