""	VerPN	VerNL	VerCL	VerMES
SCAF11	-0.00124191211919374	-0.130619283300297	-0.0078912641154472	0.0418780480519103
SELENOH	-0.0117922064630817	-0.0954859028516174	0.0321855420839123	0.0131156053123003
SEC62	-0.00473316961453997	-0.0609251299552841	0.0572447772657358	-0.0109054618231091
SRRM2	0.0128477794953678	-0.0831681239019619	0.0561186933433174	0.00899168371050743
SERBP1	-0.00546869938479646	-0.0731187698874297	0.0168780347723893	0.0033569781854438
SF3B1	0.00937711599728433	-0.0826472104499598	0.0197502178181047	0.00414252937499669
METAP2	-0.0223196592414778	-0.118088142047704	0.0134217976165226	0.0407078491011012
TRIR	-0.0300054017427609	-0.123913424247055	-0.00287427380680409	0.0394218219890006
HNRNPD	-0.00597795653030592	-0.113014645738394	0.0401505577967663	0.0272052961904071
SDF4	-0.0349414274572416	-0.0958377781635659	0.0211824414329481	0.0372684426618864
C19orf53	-0.0245002708450403	-0.0755438451953856	0.0212844705740807	0.0129174534352895
SEC61B	-0.0413400973986329	-0.0907358474856135	-0.00836346250734878	0.0498345437053883
TMA7	-0.0621419163190137	-0.0926490518889481	-0.0107421213980569	0.0406185736049433
CELF1	-0.0295805590784172	-0.135093723912899	0.0212283859078741	0.0282268420316888
NSD3	0.0296859857090743	-0.0725269795900618	0.0878010415021869	-0.0199948363429368
CANX	-0.0150976998308348	-0.0819402714134026	0.0263561342851954	0.0109891968025264
PRRC2C	0.027222703198921	-0.0810957602109144	0.0645921298839361	-0.0152706572482418
YTHDC1	0.00476003589523297	-0.0509930154423414	0.0441575014234185	-1.92350015141038e-05
DDX5	-0.000391285947991764	-0.0793176190586306	0.0250023664802086	0.0115069215036058
RBM39	0.0662912931532811	-0.032255655081087	0.0955012100541193	-0.0518431378308883
MORF4L1	-0.0291599502053889	-0.0819635311451045	-0.0186729008980821	0.0365149846542075
EDF1	-0.0625219644258596	-0.109171928985004	-0.0311510334971826	0.0601175336996075
MRPS21	0.0380326700768222	-0.0465242721572802	0.0882327836670205	-0.0362212327289106
NDUFA13	-0.0164334348563397	-0.0606158016581791	0.0219960611106479	0.00539787456892123
USP16	-0.00351436040598107	-0.0785082849335252	0.0347742179259887	0.00657957270541813
HNRNPU	-0.0496114098271604	-0.163499971800914	-0.0128054935165766	0.064073828535488
DRAP1	0.00695272164439868	-0.034619052898238	0.0379946172310407	-0.015044332366296
PPIG	0.0265045790151835	-0.0471136058088278	0.0208315594532231	-0.023438006152013
POLR3GL	-0.0298644321726656	-0.0799625147209628	0.0278758039825772	0.0146878576099748
TGOLN2	-0.0387462468550728	-0.130938124566323	-0.0100107209001735	0.0638441061668617
NDUFAF3	-0.0287659985369393	-0.0693433756833245	0.00806249744861851	0.0247424319612141
MRPL41	0.0211006409568046	-0.0477421412553786	0.0406958282887208	-0.0180106518525104
IDS	0.00893826523327967	-0.039519068197394	0.0685913376945598	-0.0160629511421298
KHDRBS1	0.00682084688527722	-0.115611320370344	0.00781526494986994	0.0220341646556386
HNRNPA3	-0.040921840631891	-0.138358292593582	-0.0177350377426814	0.0621445265222079
JTB	-0.0328498300093604	-0.0882088475106493	-0.0121315366796075	0.0505278400643097
NDUFA2	-0.0320387192237691	-0.0914060413729877	-0.00984178740419985	0.0349868996833792
SRSF9	-0.0112083091447521	-0.0831122482768173	-0.0180195903268647	0.0304365673686732
SH3GLB1	-0.0125119509867054	-0.0855251448937924	0.0100174113356576	0.0328618501682776
NR3C1	-0.00736820815262557	-0.0763365054903497	0.018064646228328	0.0209251204650781
PAK2	-0.0319607338331194	-0.14959274300559	0.0101184996343002	0.0631669086679032
ATP5PF	-0.0203318680843677	-0.0409037801350259	0.011121124114426	0.0198693384118624
KRCC1	0.0497013648253562	-0.011023806100191	0.0663176872795358	-0.0412592350548302
OSBPL8	-0.0312312672701789	-0.120312974586784	-0.0140072107213817	0.0613623205503097
C9orf78	-0.00508650824777859	-0.0943155463290628	0.0275503770191081	0.0251629362742058
EIF5B	0.0191121180332942	-0.0572949914689307	0.0725050856456795	-0.0122290703647983
PTP4A2	0.0466794309376801	-0.0383967469409833	0.0902585743549693	-0.0530746483490236
LRRC58	0.0446539015419311	-0.0811823177742814	0.0879920847966744	-0.0321793734977079
NFIC	0.0584886771040807	-0.0370178368690119	0.0841391779932383	-0.0500030067757143
THOC7	-0.0183802993640673	-0.0716776596340532	-0.0126373963250385	0.0105637269320786
