""	VerPN	VerNL	VerCL	VerMES
AC126178.1	-0.270279050163401	0.432400118663427	-0.336905946996748	0.236709985085995
LINC02470	0.00199355635922049	-0.155930223237187	0.00472436739658282	0.110212354705143
AC005609.3	-0.416617999903053	0.459754879112183	-0.528151942380493	0.393925243940094
TUBA3D	-0.249566839799207	0.371500335410811	-0.482142734258447	0.307309085973974
CTXN3	-0.328566996390004	0.346654251078901	-0.419833631724195	0.329020631184159
AC092053.2	0.238015183498948	0.0605390806098179	-0.153360519520297	-0.127359173676715
AP003063.1	-0.427709208244901	0.369167873067998	-0.442197075709553	0.433566857797134
WDR64	-0.273568957982574	0.321511105317523	-0.379372168524919	0.273915037044452
AC123912.4	-0.37158342826498	0.571504068123274	-0.527562347599758	0.29069119883019
CD207	-0.33725982965902	0.344865548012801	-0.449462842857758	0.403560248348606
AL133299.1	0.231382838272351	0.31112040181985	-0.342038520481872	-0.167027444466322
GATA1	-0.231826194077629	0.395627510457894	-0.395760186710346	0.221490225130019
GLRA1	-0.434158349726138	0.36462042882614	-0.459231069313541	0.437486933977016
DPPA4	-0.294868410124244	0.211085069837498	-0.343752114065767	0.431031536230485
IGF2.1	-0.32807237311243	0.605568252757884	-0.546293050516823	0.285530347909749
KRT2	-0.342987303092956	0.353499276625108	-0.497872017256967	0.36770273523671
LINC02068	-0.267566207328293	0.344737448316665	-0.442659242717215	0.303326307138587
AL035420.2	-0.427912062793801	0.453030630012412	-0.473632753555049	0.420487631825608
AC018410.1	-0.124000975543564	0.416893707864602	-0.565581988084124	0.152714894369086
GJA4	0.0184399717169493	0.343934451096394	-0.381691469011952	0.0657532535637831
AC068418.1	-0.448735347160749	0.499755948391857	-0.430885067007976	0.357602313533819
MS4A2	-0.289926068597727	0.354561378049831	-0.482707257045805	0.415134612471742
NKX1-1	-0.438695308824145	0.507304178396947	-0.482225701458243	0.39103395689619
IL13	-0.321755816971767	0.282240307935506	-0.399188000454803	0.435579171050305
CPA3	-0.216227835174158	0.0105499791571991	-0.178141245519	0.363389557020521
HEMGN	-0.0943796884282895	0.288720759662471	-0.421764262386801	0.190573872377432
LINC01484	-0.124136799068801	-0.0264920968248342	-0.220610580193722	0.255411362300461
AL157402.1	-0.46585052848749	0.448226798471125	-0.552619356780354	0.49786909582352
SLX1B	-0.49499153938875	0.464334824343	-0.557923162370021	0.453283836664076
TRAV19	-0.043712657936256	0.354589151304138	-0.38090943243153	0.0724072415359227
BHLHE22	-0.152052031705862	0.562038782838179	-0.580181900187643	0.178451828185198
AP001107.2	0.184562981925829	0.361476671584747	-0.341069029417117	-0.200103114588099
TRAV21	-0.135171501949302	0.656785338758769	-0.481432446980541	0.0912373002780424
C13orf46	-0.511377123377102	0.405376120721139	-0.4208778810111	0.499255411143963
XCL2	-0.252152244156828	0.161311691464554	-0.356446004996435	0.302461558035858
NRIR	-0.422399308352717	0.352943675775989	-0.516953815808911	0.45403346418574
RLN1	-0.0320281883273965	0.458976978294057	-0.334259987155284	0.103792462834863
LINC02100	-0.508995227664227	0.357270573438357	-0.51947542782416	0.512865458736309
STC1	-0.0710263270745777	0.355553468354028	-0.424015674875957	0.165926507433678
AC044802.2	-0.428083389212283	0.568294163363863	-0.605623880798317	0.408766080075872
CATSPERB	-0.399097349089958	0.308000710994965	-0.357783844677536	0.465947711426536
RPS6KB2-AS1	-0.435631027198908	0.424256333197719	-0.390672181601261	0.442827502587038
TRBV18	-0.327338167470221	0.292077646707237	-0.423866902106826	0.429181418163947
SKAP1-AS1	-0.435810737018382	0.328917190689662	-0.484554091329764	0.470878108956184
IL9R	-0.189987502309801	0.439062445802221	-0.553523413328135	0.269325898546065
AL157895.1	-0.400694188515754	0.377032821397806	-0.441686124768843	0.43884975923494
KRT81	-0.182688217351297	0.440758722661481	-0.553816336398239	0.206833396662526
IL18RAP	-0.11595747292964	0.44304923124369	-0.523670402505864	0.172180675715173
TPSAB1	-0.340306170350511	0.276630118476872	-0.358232678038884	0.416964194148834
TPSB2	-0.187660119384251	0.0672710417308662	-0.242947515771363	0.356908591841046
