""	VerPN	VerNL	VerCL	VerMES
LINC02631	-0.202133049504181	-0.0897281741335995	0.305047260466085	0.200111619540654
AC006547.3	-0.184462864802057	0.17269888076074	0.292253749203157	0.282615713612631
LINC02734	-0.406331073718621	0.264853333105695	0.47515095146914	0.351080980299814
HEATR9	-0.420625647036342	0.256317261202496	0.482148379848857	0.372722432888198
AL022067.1	-0.0877000294004257	-0.191552712441693	0.126600947807098	0.136661277902055
AC006206.2	-0.0967419965157542	-0.225875003209781	0.119951933046341	0.145151497699463
ITPKB-IT1	-0.168346652752359	-0.160767914245296	0.135600977526115	0.22847768908636
CES1	0.138594096870711	-0.224007920348681	-0.325311167019991	-0.114470353997598
AC007906.2	-0.202621424986886	-0.161321144464435	0.254831598624209	0.219404140196158
DDX53	-0.39864126234304	0.31235328986446	0.433089781437493	0.369801088380682
AC025262.1	-0.0188704010341946	-0.0373057583208186	0.0853502039290107	0.075024298122287
AC005899.3	-0.206272276088526	-0.0309871761022215	0.386941043790969	0.217039911201245
AC026458.2	-0.337115488684259	0.13888351412243	0.465659709169422	0.318081509297541
AC092131.1	-0.580029504508617	0.345532679384637	0.611837956591665	0.52636710361015
ANPEP	-0.229342849640018	-0.156611210904367	0.421363807487852	0.404019379140659
LINC00649	-0.105653782632208	-0.122460730581486	0.132796431060716	0.238161530894668
C1QTNF7	0.175721923470971	-0.33267899438756	0.273300025527967	0.0580861963251491
LINC00865	-0.204249236365969	-0.107259995167985	0.329492293679451	0.394441717900989
AC005041.3	-0.236862165272202	-0.105431976271869	0.296573222715064	0.289039467263297
AC131210.1	0.205032201261729	-0.240953362093045	-0.297306030501175	-0.24801283643707
GPR45	0.186411234895472	-0.336424905729516	-0.0912047087533935	-0.190474323704974
LINC02595	-0.284247333042631	-0.112354313925695	0.385453891305766	0.345661378600554
AP001978.1	0.179846601676768	-0.201728753620668	0.133030666683675	-0.0557853766930582
MCCC1-AS1	-0.328288549119145	0.108335930343809	0.531519266925394	0.434003705879607
AC091435.2	-0.529964304654365	0.338241133345962	0.740941999266513	0.545616532429642
AC012417.1	-0.300645685569566	0.15219335110072	0.315798063753166	0.238487573309004
LUM	-0.263218352599511	-0.115636643232681	0.426414184264323	0.38466244651085
AL356356.1	-0.106244134227507	-0.241379527861789	0.0180964854260781	0.106530154971423
AL731568.1	-0.0773711926085627	-0.173973707842048	0.0122032032015391	0.115269959269648
AP003117.1	-0.218892541053834	0.0826584151424436	0.300105680409858	0.390956927335118
C2CD4B	-0.0184486685410509	-0.235657282507449	0.182983803513202	0.0975339087814053
NAA11	-0.359087694928327	0.129141768587452	0.570503759247403	0.405535579950109
LINC02185	-0.0745513304551223	-0.104391941702176	0.130828988611523	0.159610911896435
SMPDL3B	0.0153692470034398	-0.127367798646126	0.213342070150122	0.0753509841985548
COX4I2	-0.0842699126544525	-0.295073658156808	0.285512583691975	0.255848468375645
F13A1	0.0976961363788711	-0.0823108125774482	-0.191089908274766	-0.0826979168010318
NOX3	-0.402347075789358	0.206771218806779	0.521208555530412	0.397671484140166
CLYBL-AS1	-0.414351940248363	0.146451455714309	0.478913084356474	0.417078299140459
MMP25	-0.022411278213281	-0.264810354012033	0.134874326868897	0.124315269242011
AC019127.1	-0.0541347256171153	-0.141042287221178	0.309436594923788	0.191375161304928
IQCA1-AS1	-0.44168095271138	0.353368756201676	0.314426014809077	0.297255397715234
AL031733.2	-0.130107237221082	-0.167968549423803	0.0916705435164632	0.160419000432402
COL3A1	-0.295054562072012	-0.100049211430442	0.358633447283898	0.271812247950105
AL022310.1	-0.297647932330273	-0.0809760324665827	0.371096877287439	0.323611459242053
AC098820.1	-0.399226503114064	0.198975653720922	0.573554642640385	0.458429871134028
FP671120.7	0.146614032455815	-0.149244902082918	0.157844311923578	0.0287540709807234
ASCL4	-0.308965501314729	-0.0771374209307728	0.397931466671527	0.384448169702158
LINC02172	-0.146705361598233	-0.123458523036247	0.164921380198863	0.192555476634497
AC090617.2	-0.524068809766868	0.2200227510901	0.605470006076145	0.551528525139357
CLEC19A	-0.329830601674609	0.121228632983662	0.319555683123476	0.420979591546527
