""	VerPN	VerNL	VerCL	VerMES
CES1	-0.108257241701828	0.0725680411407857	-0.382469266012502	-0.0154653202431183
AL391840.1	-0.554872697114178	0.234655599757722	-0.309362280496915	0.35980525296184
LINC00632	-0.626687225541503	0.214275827560816	-0.61221665017376	0.543203136881445
LINC00659	-0.131144176707981	-0.0598535922766076	-0.167742551603232	-0.136100206641713
PRR18	-0.517343682572937	0.376129973299202	-0.241515035486856	0.28902619000886
GJB1	-0.517971159760697	0.472012088031331	-0.447790415092881	0.450274689240414
AL049775.1	-0.427618003064715	0.186607582732755	-0.50191005010879	0.292780862563461
CHAC1	-0.495050079847242	0.0966289026100042	-0.286010476779754	0.244202556166257
PCSK2	-0.452630565725153	0.401538721263331	-0.225955481141014	0.223796670811641
ANXA13	-0.335997293163941	0.464659671277939	0.0385167628748908	-0.0516288523642154
GRIP2	-0.134956507426236	-0.094927034884556	-0.170029950034185	-0.107888959326624
CAVIN2	-0.0451621736814474	-0.102093883534424	-0.316135215770132	-0.068153825737457
STC1	-0.302847800069314	-0.116648429321454	-0.585432727439596	0.547645208081942
AC108471.2	-0.441160372194855	0.0689655172413793	-0.537493158182813	0.528188286808977
SOX10	-0.665703539654782	0.213516513158168	-0.52998893403096	0.558945283075698
GCK	-0.237377919338988	0.595692695310906	0.0323697162734983	-0.09441167246437
AL117328.2	-0.100799187949182	-0.0376972572818081	-0.0860480872736923	-0.139315950824073
TFAP2A-AS2	0.0930996853739301	0.0394304549818998	-0.278203765705626	-0.0410733906061456
RDH12	0.0620199920388085	0.00823274230603653	-0.322723498396632	-0.102086004594853
LINC00906	-0.56362591850414	0.289396731029574	-0.532380778780821	0.467767043236482
KCND3	-0.446042694035866	0.575280705384719	-0.0861586742325689	0.0461292016908887
NEUROD1	-0.218039843266647	-0.130967826648613	-0.2878413772497	0.0546898616774429
LINC02842	-0.180159417934168	-0.0233349341324255	-0.291686676655319	-0.00274528636852065
DSPP	-0.455583048781319	-0.0529970470201114	-0.522627505854954	0.488147499359941
PRR26	-0.542880379374958	0.453315411601972	-0.280019209589106	0.310217359642833
CPEB1	-0.560407724946645	0.381112351568621	-0.468273887077024	0.346891211788476
IL1RAPL1	-0.593746557588187	0.0537732731400622	-0.58814517496943	0.450071093417083
AL031651.2	-0.408933290948309	0.655604474466227	-0.00655604474466227	0.111452760659259
AP000547.3	-0.579774924027242	0.327240802383218	-0.343842286991927	0.406417113593986
LINC02150	-0.376104232487329	0.000343160796065081	-0.298893053372686	0.242271522021947
ADARB2-AS1	-0.378109604737618	0.129995797789373	-0.230297124002494	0.126036534912539
ATP11A-AS1	-0.545424866238129	0.302744169357982	-0.367661255773422	0.241467293395746
PLD5	-0.377792078411163	0.659702002431641	0.0106535727100762	0.0327802237233114
AC017116.1	-0.487649210996684	0.184765600918906	-0.257352086994191	0.30816262724689
LRRC46	0.117093436244671	0.118610190600171	-0.160472610811997	-0.209918802801326
TSPAN8	-0.522939708055764	0.352145860412848	-0.345935175044015	0.313018542589198
KCNK1	-0.472013955431884	0.465946938009881	-0.352797063089513	0.305474327197884
NGFR	-0.597595791831682	0.0646049504682899	-0.565870146512432	0.366286995958608
AC011466.1	-0.345314106507131	0.317366022347382	-0.393136383847148	0.204331548634616
CCDC200	-0.51417972651481	0.212648960641228	-0.354010466573913	0.212648960641228
RCVRN	-0.458002952426984	0.33686867029894	-0.37609310451183	0.438967565235434
PCDHGA9	-0.690465408129848	0.167280675319679	-0.576829914895446	0.558371357618791
STOX2	-0.549677662733745	0.397246041975648	-0.250753315532801	0.327958941631058
AC007497.2	-0.398726000679098	0.405557754584815	-0.345314106507131	0.195015520581366
PRIMA1	-0.526313761358817	0.119823594084572	-0.410130377727447	0.328225642530398
GALNT13	-0.527064050289068	0.00175493024513563	-0.518874375811768	0.399246630768356
ROR1	-0.53086402442532	0.361897589222518	-0.390715921977035	0.318518414655192
PSMA8	-0.540777230432403	0.0859332238642583	-0.494252873563218	0.344280240831965
RMRP	-0.298303229337712	-0.0886699507389163	-0.573070607553366	0.20415982484948
MYRF	-0.663976793158369	0.127600982358666	-0.656636913642162	0.527906719050233
