""	VerPN	VerNL	VerCL	VerMES
FAM110C	0.183467248245407	-0.084436636336519	0.308199338461837	0.0861525643339142
XG	0.35324687369376	0.0804383571615248	0.445171585097458	0.0471577864897064
IL1A	0.37136793443805	-0.0521421289788492	0.32779004286439	0.0387467986672596
AP003774.3	-0.0984424333657931	0.467390074193863	-0.0838127357206356	-0.036543174292738
TCF23	0.530738220611437	-0.068612465495535	0.619853633014938	0.0740349999479102
INMT	0.557066050669221	-0.108006621093511	0.610979075224759	0.0705111000002011
A3GALT2	0.142912391999488	0.209504875961203	0.0748560350444329	0.0307089159785111
KCNN1	0.393077412961716	0.0429984776271623	0.498063430101002	0.155609636616449
PLXNB3	0.494616456128006	-0.250869068416586	0.589752520544813	0.0331023905432113
AC103876.1	0.114586034326597	0.187504237910533	0.0327513752996954	0.0187390277408487
AP005205.2	0.114586034326597	0.187504237910533	0.0327513752996954	0.0187390277408487
SLAMF7	0.598254017154285	-0.344794450472299	0.571095813558019	-0.117642997190075
AC079907.2	0.0760468757286193	0.276586492669852	0.111795247145667	0.202306528583062
AP001059.3	0.601000487555916	-0.384599965612409	0.613491972944165	-0.0728532996695968
Z83851.2	0.0819527166091399	0.316638638301664	0.0937957599814698	0.167282318889725
PAQR5	0.399391971452428	-0.204199671458618	0.461787171751403	0.127145651141916
ARRDC5	0.396032157629404	-0.0550971734403542	0.377482121355543	-0.00630731235815155
GALNT9	0.0512693070402011	0.312221239017288	0.0139091566010722	0.0995854475306376
ALOX12	0.0789796770914746	0.252245483471695	0.0406706853443258	0.106692505966575
AL391832.3	0.0863993688463089	0.213328551620273	0.121210381553208	0.190807840193353
AL451069.3	0.111827950995468	0.229408823259797	0.0995776866930872	0.127371387977345
FAM187A	0.22492963958007	0.190844727876858	0.187003245891163	0.0723855430001874
MYADML2	0.421802443206904	0.043021536282144	0.425624983125401	0.0589592672279595
SFRP5	0.00596645994294583	0.296409758005747	0.0787625013560346	0.237673254641368
SCGB1D2	0.376982074681256	0.0113914543818072	0.400259350724582	0.0397126712220579
AK5	0.323354797086206	-0.059724720132969	0.230686937876911	-0.132796102690464
NPPA	0.193021917142277	0.138163727311205	0.139462467637546	0.0411498302396295
AC099329.3	0.129732187539174	0.0915902262173307	0.0434512762225479	-0.0604091811621841
AC105020.5	0.25980754066066	0.121310999398098	0.26492236173769	0.01568348472316
AC131571.1	0.488614264151493	-0.330412569730977	0.481979090552581	-0.157210929638146
ZAR1L	0.0922968062394519	0.299597467183824	0.0558163356927047	0.109531817124505
TNFRSF9	0.112945542452013	0.0808096162877357	0.104085955831121	0.139045839629695
AF127577.5	0.245338757836287	-0.0520277814271169	0.413505118844797	0.151565447746283
AC108718.1	-0.119764226662413	0.191196941080809	-0.0557597999997083	0.0573967207010891
RGS7	0.0473674424187683	0.262466673470936	0.120288938325958	0.240609118932744
AC108449.1	0.0872039623938518	0.31593400131176	0.0406054688944945	0.0930437381458924
LEP	0.25698922905507	-0.251760514594457	0.369875097209912	-0.119537057717325
AC117402.1	0.281898775340177	0.0828420748573563	0.193913024807487	-0.0373350750895296
FER1L5	0.614853735834905	-0.134205099605299	0.706233407433035	0.0463334724980773
AC015688.6	0.175154320426815	0.00562721354675926	0.0815758576328243	-0.119961597586021
AL357078.1	0.498054732208195	-0.283353364387261	0.454339750506181	-0.0987523190018752
VSIG8	0.0504365528942205	0.152654698490646	0.0507355319825103	0.0458351505367407
AL161785.1	0.189181865534816	-0.149569845952525	0.22533242942848	0.108505769617045
SRGAP3-AS4	0.393086593667663	0.0862310013515397	0.337131872898658	-0.10863556084407
LINC01980	0.197790832587512	0.156031986706088	0.19967958663777	0.116230212037855
AC019257.8	0.393110911605914	-0.221164901870767	0.405798466952776	-0.316519047102072
ABCC8	0.373624489409837	-0.165519480939345	0.414466687676888	-0.097800874410392
RAB37	0.240403317543927	-0.154209618466681	0.317017199772157	0.0177326648784474
AL021707.1	0.232086499070028	-0.0836866978131394	0.187558670330877	-0.00543059208843947
ROS1	0.0976844645210973	0.173701234740219	0.0334391624227155	-0.269511403962954
