""	NefMES	NefAC	NefOPC	NefNPC
THRAP3	-0.209490392976594	-0.558449843622062	-0.757519722638214	-0.46511060906771
CD164	-0.124591473049824	-0.49598491468768	-0.717939677123523	-0.457290353349236
RFC1	-0.190040875256246	-0.477842227212017	-0.698831497729538	-0.450565532197633
CRTAP	-0.211004800241876	-0.521362920408239	-0.734726569825568	-0.439020429932788
ZNF24	-0.165246925219816	-0.502109711978217	-0.725146223217166	-0.452311882244784
SNX27	-0.175886717464847	-0.429874400898165	-0.641557506916364	-0.39249546694884
KRIT1	-0.162767906154271	-0.433744940725792	-0.668274159464479	-0.399785602703162
TTC19	-0.179452835728254	-0.473859978413163	-0.713042728275555	-0.464307267870785
LUC7L2	-0.183453958191772	-0.518507593042219	-0.739727409608797	-0.475574410962405
SPPL2A	-0.150866656532629	-0.421248195667653	-0.646464607631345	-0.431314409758645
EMC10	-0.185092238872412	-0.469173680894892	-0.686812907365101	-0.441191472531988
DHX36	-0.163461323042056	-0.504808586818933	-0.731896625009345	-0.465902981833643
CUL5	-0.181855731447518	-0.441124326844851	-0.675207765471971	-0.405412813613336
SRRM2	-0.178522915557155	-0.399721913100395	-0.6356855334863	-0.342641335851219
LMAN1	-0.0990404607831201	-0.452289292206653	-0.722002524371811	-0.484921598136859
JPX	-0.198321541168545	-0.442303613831402	-0.678371017383195	-0.413359647793105
NSRP1	-0.152663556622197	-0.525828573667068	-0.758020698906725	-0.469488903157808
ACTR2	-0.147256101134039	-0.446753209272259	-0.685616532324715	-0.42792451715133
PRPF6	-0.148134366334201	-0.442230645814971	-0.679709683302397	-0.414966200590995
EIF4G2	-0.183985197822345	-0.504835958473977	-0.714854000478659	-0.43741862715633
PHF14	-0.245242486075104	-0.517297821901059	-0.700615397178003	-0.38524411937531
SRSF5	-0.126535520011454	-0.50342762271037	-0.744903375275775	-0.516138237078639
YY1	-0.152674869909795	-0.527476625712414	-0.754186267842526	-0.474375223297342
NFIC	-0.196302284072812	-0.428802643962288	-0.650974232577773	-0.40349822274928
EEF2	-0.147974916632542	-0.516846615447341	-0.748466709701519	-0.460989869376691
RAB10	-0.152865038245969	-0.435250324643164	-0.68444140717873	-0.442225599423396
ABCF1	-0.237816644419965	-0.514928930222536	-0.702241687065215	-0.412964780433432
EPRS	-0.118546239622177	-0.439091473644805	-0.689966351168102	-0.447515681269093
SEC63	-0.135622556669382	-0.403703136114283	-0.650082583779766	-0.420650186063695
DYNC1I2	-0.0946556359963631	-0.398091774401607	-0.669995328974265	-0.458141355657161
SLTM	-0.167591211717384	-0.488934788519465	-0.718046776657203	-0.450352121697154
VKORC1L1	-0.171409860330013	-0.505728229948464	-0.725066032418671	-0.451003950389646
U2SURP	-0.187690352777027	-0.485093638968688	-0.70113679414639	-0.417797100242611
UBXN4	-0.116590572955394	-0.464644503101462	-0.725065237819679	-0.484987889216311
RSBN1L	-0.210660103555537	-0.51208827904977	-0.725258844307768	-0.45282899593638
PURA	-0.0919458230083019	-0.384937010253284	-0.653453059639899	-0.432580286626343
DHX29	-0.197802584049559	-0.517776289633602	-0.717849446481646	-0.423449607625304
BCAP29	-0.146796976710431	-0.391569821507675	-0.651487419971224	-0.462990002360817
HNRNPK	-0.128024050918216	-0.510257373146363	-0.750747202219356	-0.494201512377721
SEPT2	-0.178009992887126	-0.420679037122111	-0.650497424858565	-0.415817990359121
TCF25	-0.162635378914077	-0.505724097704423	-0.74470682047947	-0.496168421021188
SYAP1	-0.113281188123594	-0.475456259069317	-0.716169677940634	-0.467898712948197
ABCD3	-0.145685442634486	-0.427475860300008	-0.678712503850682	-0.434755961182859
NCOR1	-0.160361113770177	-0.421835260970128	-0.667043767130543	-0.406141949041919
SF3B2	-0.178435120337857	-0.491972569423824	-0.716252837365356	-0.435920693345638
HSPA9	-0.133035563854973	-0.493885405233728	-0.742413453481073	-0.472360385564787
KTN1	-0.152153946336927	-0.44504650626917	-0.681949360229847	-0.457878755252656
TROVE2	-0.177776007389641	-0.411280992953631	-0.649327961299042	-0.419860278366688
MTDH	-0.126306008869242	-0.49376727137808	-0.73852754646005	-0.491822473204204
SRSF11	-0.190313345810268	-0.474070670142241	-0.694332030690612	-0.421472338443762
