""	PC1	PC2
AL627309.1	-0.00268705737322602	-0.00276937184232675
AL627309.3	0.000308964526047768	0.000369418616307287
AL627309.5	-0.00650152527828344	-0.0031520843030697
AL627309.4	0.000517795232880862	-0.00212224304307718
AP006222.2	-0.00189734127901793	-0.00330500207199411
AL732372.1	-0.00390185011509717	0.000784882900919735
AC114498.1	-0.00366948979638776	-0.000120818261958868
AL669831.2	0.00075366018824863	-0.00125433773307963
LINC01409	-0.0079481231075911	-0.00261847323022272
FAM87B	-0.000293700112046287	0.00160925311567523
LINC01128	-0.00793072171998123	-0.00444880726404786
LINC00115	-0.00432767014276841	-0.0051924705833718
FAM41C	-0.00416112391711399	-0.00724128136016794
AL645608.6	0.00051456686283637	0.000779018542981412
AL645608.2	-0.00679803152208627	-0.00179198249796726
AL645608.4	-0.00349320247538715	0.000330072846146404
LINC02593	-0.00225462448055904	-0.00156015442471164
SAMD11	-0.00303977450615653	-0.000827896677989687
NOC2L	-0.00860419774400976	0.00163830546592786
KLHL17	-0.00629696275270858	0.00422043381088459
PLEKHN1	0.0005572560036305	-0.00111190639468037
PERM1	0.000755103965364501	0.000666848530237424
AL645608.7	-0.00578517147626644	-0.0016362758070596
HES4	-0.00851543251555701	0.0020173656690819
ISG15	-0.00824068911631747	0.00161150483177869
AGRN	-0.00877518843100064	0.00346686708493186
RNF223	0.000255431984009671	0.000521394128994043
C1orf159	-0.00652331281300728	0.00171767182856524
AL390719.3	0.000543955601883422	-0.00112924392143373
TTLL10	-0.00115488354995696	-0.0107130696290167
TNFRSF18	0.000907016153834077	-0.00402635703115607
TNFRSF4	0.00079030193774888	-0.00965470386333377
SDF4	-0.00870512625102193	-2.77270498340657e-05
B3GALT6	-0.00797202008699806	0.00413632704937066
C1QTNF12	-0.00476627651424716	-0.0014477990402873
AL162741.1	-0.000266369466809848	0.000139375718950268
UBE2J2	-0.00859976467955968	0.00294664645651034
LINC01786	-0.00525785659387627	0.00204725629467921
SCNN1D	-0.00723092533958557	0.00442037415480812
ACAP3	-0.00903899170114389	0.00199879818178777
PUSL1	-0.00786936349983902	0.0035366073462499
INTS11	-0.00862963693118122	0.00346665585492424
AL139287.1	-0.00371861054851351	-0.0007174593298979
CPTP	-0.00701619122848618	0.00360378763233674
TAS1R3	1.13773568126601e-05	0.00183987011791826
DVL1	-0.00830112798776867	0.00443556164654876
MXRA8	-0.00447652250305844	0.00304955237433048
AURKAIP1	-0.00866459471021803	0.00419028645841629
CCNL2	-0.00870108137809578	-0.00346642975970476
MRPL20-AS1	-0.00722387269349498	0.00495342769357187
MRPL20	-0.00871104822878928	0.00387759909761962
AL391244.2	-0.00460904548412238	0.00125425359904709
ANKRD65	-0.00584555029280803	0.00330705104655966
AL391244.1	-0.0020915057045707	-8.21861362459689e-05
TMEM88B	-0.00349403800285145	-0.00592476386326037
VWA1	-0.00488016632038735	-0.00635152051736946
ATAD3C	-0.00221685649562698	-0.00387538605957207
ATAD3B	-0.00734940548776588	0.00168095005167046
ATAD3A	-0.00783329182639558	0.000527598116374481
TMEM240	-0.00751945307572415	0.0059204051248932
SSU72	-0.00885762931677187	0.00162747534672382
AL645728.1	-0.00676986058644344	-0.0024977563913331
FNDC10	-0.00771682617754389	0.00611338620062462
AL691432.4	-0.00371671896071506	0.000667468929501692
AL691432.2	-0.00846918816562879	0.00368843156994658
MIB2	-0.00822261752703439	0.00378343839669148
MMP23B	-0.00669197819519127	0.00549042161974431
CDK11B	-0.00873592109825361	-0.00165764781842062
FO704657.1	-0.00478416680780948	-0.00458950692436823
SLC35E2B	-0.00846333789201799	-0.00184829217316644
CDK11A	-0.00854924167879957	-0.00256384976787701
SLC35E2A	-0.00893725388632317	0.00111082362857865
NADK	-0.007866854841565	-0.000597916955634786
GNB1	-0.00913698264808594	0.000369218600165333
AL109917.1	-0.00159854141390492	0.00120495447265293
TMEM52	0.000779737163805808	-0.001472486715658
CFAP74	-0.000916698344552475	-0.00380312089570524
AL391845.2	-0.00208403241802586	0.00307908430214496
GABRD	-0.00460621620284918	-0.0020244288797742
PRKCZ	-0.00846506920520267	0.00527683417351823
AL590822.2	-0.00495639357031827	-0.00124850240889
PRKCZ-AS1	-0.00562666472659305	-0.000599051524779026
FAAP20	-0.00859241258370967	0.00374604923537881
SKI	-0.00884346630684137	-0.00233847566399107
AL590822.3	-0.00350956501156811	0.00285767944223
MORN1	-0.00671513355755222	0.000142319431406614
AL513477.2	-0.00280834152780877	-0.00127023109647802
RER1	-0.00875507504237412	0.000823131276750698
PEX10	-0.00840082375399051	0.00460079729720546
PLCH2	-0.00829806898540143	0.00501794597821264
AL139246.1	-0.00610385507026386	0.00131695012616231
AL139246.4	-0.00100989497616552	-0.00212067344533522
PANK4	-0.00882497433252703	0.00280355879779058
HES5	-0.00815994368376052	0.00328235640897103
AL139246.5	-0.00552345498713587	-0.00579446280091315
TNFRSF14-AS1	-5.24602229765005e-05	-0.0242671783264205
TNFRSF14	-0.000846364218880163	-0.0266821054308239
PRXL2B	-0.00856155214501803	0.00393068790272961
MMEL1	-0.00245289585344114	-0.0029214712664719
AL831784.1	-0.00324771024696078	0.000506867512007031
