""	MES	NPC	OPC	AC
EFHD2	-0.5	-0.5	-0.5	-1
COX6B1	-0.5	-0.5	-0.5	-1
CD86	-0.5	-0.5	-0.5	-1
MBNL3	-0.5	-0.5	-0.5	-1
LINC01366	-0.5	-0.5	-0.5	-1
POLE4	-0.5	-0.5	-0.5	-1
RAB11B	-0.5	-0.5	-0.5	-1
NIT1	-0.5	-0.5	-0.5	-1
GABPB1	-0.5	-0.5	-0.5	-1
GLT1D1	-0.5	-0.5	-0.5	-1
DUT	-0.5	-0.5	-0.5	-1
GPS1	-0.5	-0.5	-0.5	-1
LIF	-0.5	-0.5	-0.5	-1
DTD1	-0.5	-0.5	-0.5	-1
ITGB7	-0.5	-0.5	-0.5	-1
UQCRQ	-0.5	-0.5	-0.5	-1
BSG	-0.5	-0.5	-0.5	-1
MYL6	-0.5	-0.5	-0.5	-1
RDH11	-0.5	-0.5	-0.5	-1
TP53TG1	-0.5	-0.5	-0.5	-1
EIF3M	-0.5	-0.5	-0.5	-1
PHOSPHO2	-0.5	-0.5	-0.5	-1
TMEM161B	-0.5	-0.5	-0.5	-1
STK39	-0.5	-0.5	-0.5	-1
GLO1	-0.5	-0.5	-0.5	-1
CIC	-0.5	-0.5	-0.5	-1
RPL19	-0.5	-0.5	-0.5	-1
CDC42	-0.5	-0.5	-0.5	-1
GATD3A	-0.5	-0.5	-0.5	-1
JAKMIP1	-0.5	-0.5	-0.5	-1
PLEKHO1	-0.5	-0.5	-0.5	-1
SLC16A11	-0.5	-0.5	-0.5	-1
SEM1	-0.5	-0.5	-0.5	-1
RPS25	-0.5	-0.5	-0.5	-1
FUK	-0.5	-0.5	-0.5	-1
TOE1	-0.5	-0.5	-0.5	-1
BCLAF3	-0.5	-0.5	-0.5	-1
NARF	-0.5	-0.5	-0.5	-1
AL445686.2	-0.5	-0.5	-0.5	-1
ETHE1	-0.5	-0.5	-0.5	-1
ATP6V1F	-0.5	-0.5	-0.5	-1
PCBP2	-0.5	-0.5	-0.5	-1
ZPR1	-0.5	-0.5	-0.5	-1
HMBS	-0.5	-0.5	-0.5	-1
RPL9	-0.5	-0.5	-0.5	-1
DNAJC17	-0.5	-0.5	-0.5	-1
RPL30	-0.5	-0.5	-0.5	-1
SCML1	-0.5	-0.5	-0.5	-1
PAQR3	-0.5	-0.5	-0.5	-1
HCLS1	-0.5	-0.5	-0.5	-1
