""	NefMES	NefAC	NefOPC	NefNPC
BEX3	-0.492425512795224	0.195117031289132	0.45335049255247	0.0165750308742952
SMAP1	-0.463971503947329	0.10174280485093	0.420925408160839	0.0033303955614266
YY1	-0.347092034084878	0.0744864414964349	0.302598035745601	-0.0293779475005002
PNKD	-0.428171655921829	0.227101233081653	0.431115707369355	-0.0286843802749542
CXXC5	-0.329115670570164	0.21396110888055	0.348214052741053	0.00683880202974272
YWHAZ	-0.409460820569853	0.105252737873183	0.341136482202003	0.0580610764968552
WNK1	-0.389890486870238	0.174394644567861	0.350874817972839	0.0429295614726985
AP2B1	-0.375811867061934	0.14997028675049	0.362808733259647	0.0309046904318704
SYT11	-0.433134907509727	0.28838882602352	0.496974686063986	0.106728032091435
ORMDL1	-0.484915606229233	0.188327941806386	0.487331468261187	0.0411908757201288
ZC3H13	-0.457149803394696	0.148858815128737	0.411257172876304	0.0708002769808472
C5orf24	-0.42311045687821	0.273328792298059	0.459760909382523	0.0637610758496119
PAFAH1B1	-0.441952619142709	0.167614741526679	0.410269225742432	0.0764527619914317
RTN4	-0.378726284712701	0.207226314169558	0.35424864802167	0.0547625804954731
BRD2	-0.34364007306426	0.160676335788384	0.341529310276397	0.064129830179266
ANKRD11	-0.466213439997342	0.111243756993925	0.403960157193607	0.100512218385692
BRD4	-0.377947757193898	0.105149007606381	0.335277601910707	0.0346666946754779
WAC	-0.472366501362035	0.17200840459487	0.460824026591569	0.064556446877416
ERGIC3	-0.379419499975596	0.183731075567219	0.39415734737358	-0.0409371591225716
NFIC	-0.468055313369758	0.253596651126861	0.47049260104703	0.0367843960632406
TGOLN2	-0.365580850304901	0.146301535464667	0.340841949266807	0.055422005977424
VMA21	-0.460909221537747	0.208639444761165	0.445097525705096	0.025698511480508
SCAF11	-0.378701621071792	0.161442767341795	0.367633701625449	0.022494587875707
TSR3	-0.41653530859468	0.170647221156173	0.415986999956349	0.0109158036018969
NCOR1	-0.453868438331122	0.216745139290961	0.464147171965308	0.0877118058259225
APPL1	-0.334895800742821	0.0799816535991605	0.29735657817534	-0.0168336444946619
C11orf58	-0.436516593410506	0.0540689692456449	0.357051298172806	-0.0290912187179454
MRPL57	-0.348456453197947	0.112754434159403	0.328742873027606	-0.0869176540205138
SRP14	-0.407563267324043	0.307519255415684	0.444916109631779	0.0339487026902908
RTF1	-0.523507773738298	0.163347202066043	0.478689026729141	0.096334827212063
ATRX	-0.502982758101803	0.176516991642134	0.480041852490314	0.122946489148347
PRRC2C	-0.484490739989326	0.147147104819155	0.44709550803983	0.0945460967750608
DHX36	-0.52952967290864	0.201401804688247	0.510901433201529	0.132083825626066
CFAP97	-0.415393411868782	0.187940050879945	0.413687372555988	0.00234713710128641
SEC62	-0.398496867217134	0.233145810903954	0.425636243389558	-0.00489767783364539
LINC01578	-0.39088876749157	0.171099731064763	0.350439083968862	0.0814506998132377
GDI1	-0.512177295166847	0.250024451465216	0.488130644158809	0.108906994016589
TCF25	-0.366558173474368	0.262932739846259	0.41896886628615	0.0561431162886961
UBE2R2	-0.436844940295504	0.10129490261407	0.388060026646252	0.0170665480736682
MTDH	-0.454900356941623	0.0975626008409318	0.405699238888801	0.00887738073775024
UBXN4	-0.423122789143889	0.249518936745208	0.437324205709213	0.0431618911641579
SON	-0.43664238954141	0.233138095033171	0.411365872834126	0.0714277427596406
PTP4A2	-0.476711310817333	0.239094198760645	0.454941824522243	0.0434535587904924
RO60	-0.453626560638158	0.20592766329789	0.453555038745757	0.0477764595176183
ZNF706	-0.393773225240212	0.190348995821036	0.368779642403563	-0.0131054050173149
SRSF11	-0.374364533644825	0.117981900008555	0.338162496068649	0.0277037773935993
PAK2	-0.467667071643296	0.181354634559808	0.45457401967978	0.0863995668615488
OSBPL8	-0.420851996715964	0.140741000743112	0.385520740447764	0.0784893963789951
MTPN	-0.426828491384195	0.167115666934136	0.41539643384359	0.041643000795329
SRRM2	-0.491917419341083	0.196758006914781	0.472027471403444	0.0945036710684868
