""	VerPN	VerNL	VerCL	VerMES
AL390755.3	-0.324988787619697	0.333245303042888	-0.47584314472796	0.0344930673001775
C7	0.0698949449827743	0.320637825319087	-0.239289120689479	-0.132140474219219
ASPN	0.0916404185817687	0.337949743683722	-0.191383668149207	-0.130931570024778
LINC01204	-0.175104912323762	0.201470354946756	-0.314433076543609	0.0177953449489162
AC005592.1	-0.350919598768711	0.399930209979486	-0.54127324513218	0.0439050474954593
CETP	-0.387734616092442	0.233356846817464	-0.534004924897081	0.0630581663857077
AC097382.2	-0.291769820963082	0.304682396505836	-0.333450558944012	0.0339587814392079
RHPN1-AS1	0.417355942765344	0.542366655433753	-0.510092854456463	-0.55874013655919
C5orf66	-0.4004965191631	0.381190742894952	-0.515428592342448	0.084853741006805
AC135048.2	-0.272888302947842	0.427278115762814	-0.630262395403334	-0.026453915150505
AC012313.6	-0.272888302947842	0.427278115762814	-0.630262395403334	-0.026453915150505
AL133367.1	0.203859867121595	0.620811791266016	-0.469490823478302	-0.365520012382307
AL117327.1	-0.132429164931408	0.642982695106102	-0.569643803058783	-0.0795954525710066
C4A	-0.159045074597012	0.52790015657331	-0.662679786394198	-0.12085781850129
AC139019.1	-0.288920780153416	0.283734780517866	-0.151014501687712	0.15673459126067
FNDC10	0.00261210808666787	0.519077180839945	-0.163829815516731	-0.0388897672211048
KIRREL3	-0.0125283424063725	0.284067785357849	-0.312135454520566	-0.123656411458517
AC046168.1	-0.384358264822454	0.397362702745431	-0.548923011840927	0.0513343450430494
AC093833.1	-0.333447577291712	0.448777348224039	-0.562193059428384	0.0192351612135071
VSX1	-0.278251201040329	0.315514555686424	-0.602936675978005	0.00733328542240347
AL021807.1	-0.16317579057854	0.519349162366645	-0.688934393738632	-0.0811778681520971
AC022182.1	-0.144207703698014	0.43428912376402	-0.583848005748107	-0.0644903998675318
LINC02208	-0.329302759525391	0.403771637959	-0.60138101163763	-0.00463621892687156
AL355338.1	-0.329302759525391	0.403771637959	-0.60138101163763	-0.00463621892687156
CHODL	-0.329302759525391	0.403771637959	-0.60138101163763	-0.00463621892687156
AC006237.1	-0.275096893423971	0.391445275394593	-0.611526927085513	-0.0495458241444849
AL365226.2	-0.323337032074363	0.304367059993858	-0.462100697946492	0.148237221341245
HYAL1	-0.2359005389765	0.407575482816887	-0.516265234558898	0.00322589797609443
AC087241.2	0.423419613632773	0.0505479429194562	0.324607246352725	-0.180326679332621
FAM72D	-0.12291533795269	0.225005563890354	-0.055554208701866	0.177192618250633
AC023043.4	-0.388569183680301	0.355778483834967	-0.504003069582825	0.087463514293627
AL049840.6	-0.0648673343858958	0.590666391106673	-0.53089017748776	-0.0727136284082569
BX470102.1	-0.158341818902563	0.490509651154487	-0.683636192461445	-0.128087165603951
LINC02332	-0.306473572032349	0.394934976776633	-0.605055212425011	-0.019619449399522
AC010503.2	-0.30072993426842	0.41063377422069	-0.603118502070643	-0.0160466621495301
SMIM11B	-0.0692403807563636	0.429784855215161	-0.378107716761086	-0.193530619325915
EDN3	-0.0708220047185857	0.0871399100505631	-0.194154422311076	-0.0556765707494338
TM4SF19	-0.270788805329777	0.426128430567399	-0.630895367494777	-0.0287389623706083
AC115485.1	0.442008326777385	0.367347361742075	-0.305154693319414	-0.471770727441834
AC008840.1	-0.269251062914238	0.404589379081698	-0.615924482529504	-0.0216171994362532
AKR1C1	0.228746939295027	0.457130544341604	-0.0592170075090663	-0.167989321746073
AC087286.2	-0.327634345747777	0.425735312186762	-0.589343622422937	-0.00321768005628681
S100A7	0.0522500077464986	0.573325422372813	-0.575426067928419	-0.278209365126359
AL136295.6	-0.124913891599929	0.498214448952	-0.678248116047143	-0.113881487242377
ASDURF	0.0435912277763341	0.486275513989594	-0.551522273944892	-0.174318790886679
AL512604.3	-0.13120544719952	0.50479453739795	-0.704571955055205	-0.151200831766632
MPP3	0.498977046887999	0.0912906581274832	-0.126853414011502	-0.388650900358457
HPR	-0.145644409433606	0.44452382243009	-0.330289681350951	0.0352254919350153
GDF9	-0.411337975907848	0.337507924923645	-0.5149970040943	0.107310905190044
TTR	-0.246990819722439	0.451274994658123	-0.658825504887734	-0.0620278562890838
