""	NefMES	NefAC	NefOPC	NefNPC
NUB1	0.349456687365697	-0.141653635862865	-0.488916577963026	-0.456714015168959
UBE2I	0.401887574765732	-0.197577279436008	-0.529929484523314	-0.49221470133477
ARPC5	0.364038015555637	-0.274291173933783	-0.631517801987641	-0.587542466015972
RBBP6	0.422667198561341	-0.133340877336074	-0.455586410452834	-0.470646150898109
EWSR1	0.380963472598979	-0.0813867528671484	-0.440588108994814	-0.465442828917859
ITM2B	0.348720295077975	-0.270143118842313	-0.608613271916903	-0.576518494245472
LAMP1	0.284471216922725	-0.100598089470152	-0.456519417744428	-0.460454778820473
MORF4L1	0.382171649009536	-0.293593056831038	-0.611661227624273	-0.558104606704167
MTDH	0.372913619860697	-0.293912053708362	-0.569750436604375	-0.502615927736222
YWHAG	0.386991084677079	-0.217251573915263	-0.54251155427802	-0.501548455553599
DDX46	0.293659396090149	-0.115422115714761	-0.443788547707595	-0.380678026080713
CSNK1A1	0.390264294372597	-0.178766446593019	-0.52902873910512	-0.504090051640454
SRRM2	0.334858589093074	-0.115148924609822	-0.440286216992683	-0.413416913689357
UBE2K	0.41648418168799	-0.219288819882308	-0.551144162013921	-0.542255294222085
GOLIM4	0.203490465964509	-0.118660629476017	-0.429044384591928	-0.390068573362376
AKIRIN1	0.290326349765671	-0.152772812104029	-0.473108259996818	-0.447470137646029
RBM39	0.330830877855393	-0.0876228207219024	-0.418161724236454	-0.403523324745037
RER1	0.342964595737983	-0.164844717975084	-0.502359948430334	-0.491793562208065
BPTF	0.252905477696415	-0.0528126555170673	-0.365303749114282	-0.364287262051034
SCARB2	0.279262051838183	-0.05613462404768	-0.412592868351597	-0.424171894522384
SEC63	0.379902422467358	-0.109405672081624	-0.46821045107869	-0.457475456136793
CHD4	0.373377703745929	-0.0470244494169008	-0.406029555437036	-0.466438411918052
RAB10	0.360358093310384	-0.0932871534043882	-0.482298206813577	-0.515154715975267
SSR1	0.327352257473789	-0.1582420517626	-0.489777604754062	-0.477053662337643
TCF25	0.361393851357232	-0.148829193805326	-0.499254834422732	-0.478763632674833
SELENOS	0.411575386741391	-0.179827862211741	-0.52691984739954	-0.529647782116009
EIF3A	0.337260697996408	-0.250167845437396	-0.590580528215466	-0.525263120266577
MACF1	0.381244607360777	-0.0523746549387275	-0.417548657334657	-0.465750107997372
ACTR3	0.409610273930932	-0.246360153105121	-0.59867841061762	-0.579488868826005
SH3GLB1	0.348959519850924	-0.128023725016115	-0.46874572425557	-0.477873539897461
PPP2R2A	0.328729352140053	-0.126354964422008	-0.509465565175318	-0.477290634892426
RAB2A	0.307445347563617	-0.124451726970454	-0.479899566961985	-0.481093913523073
SERINC1	0.428283776217217	-0.152536356924186	-0.509922983755823	-0.526877370248669
NFE2L2	0.333830044312281	-0.123424216754016	-0.494415644719858	-0.482577898602202
YWHAB	0.294219139448838	-0.193203786898651	-0.513343046693564	-0.460216527965241
DYNC1H1	0.342393165062142	-0.119761581106917	-0.436950978433401	-0.405982196531365
ATP6V1G1	0.368303216730127	-0.252462334187301	-0.599005899068364	-0.545256013220434
BAX	0.391012891384741	-0.290785573866143	-0.620501011371718	-0.583133851250972
TPR	0.33395078282046	-0.12319622270688	-0.463752134096318	-0.430750728657894
CHURC1	0.364792212740583	-0.220323756416661	-0.55277600409339	-0.531621660624599
SCAF11	0.368312530060983	-0.138752076059137	-0.483210548244757	-0.474634448300979
TTC3	0.360901949222321	-0.198121592016303	-0.485001721368803	-0.441357000538612
PRRC2C	0.337397354387062	-0.204592775878818	-0.514676496879809	-0.474388558078773
DYNC1I2	0.341566561295155	-0.135819867476146	-0.480473889179972	-0.468062036103442
ATRX	0.319491227953239	-0.137672094645628	-0.428062040982614	-0.397266622322835
CDC37	0.330118438480687	-0.121521679324233	-0.432975737351606	-0.421703861582833
DDX24	0.32883925553129	-0.176104568156426	-0.504051718461431	-0.461503380853601
CCDC50	0.342352198580667	-0.151941977569422	-0.465387263234586	-0.435196079342958
VCP	0.348210983710224	-0.132226929648823	-0.464372201215928	-0.467574303610455
KTN1	0.347649231593899	-0.128653744609724	-0.48594662903068	-0.476820311634134
