""	PC1	PC2
AL627309.1	-0.00319564792558303	0.00172313979542335
AL627309.3	6.45037123163752e-05	0.00262153572292447
AL669831.5	-0.00714505765782914	0.00421035517386652
FAM87B	-0.00498441599382049	0.000874491686034447
LINC00115	-0.00427902448411298	-0.00288342861770105
FAM41C	-0.0059105645960987	-0.00107633428904917
AL645608.7	-0.000550026759861047	0.000832695980003138
AL645608.3	-0.00528209677172111	0.00707746416861288
AL645608.5	-0.00170007136151535	0.00324745554002693
AL645608.1	-0.00059475485199662	-0.00351779412376224
SAMD11	-0.00290405487397747	-0.00859680191927444
NOC2L	-0.0097161418722737	0.00439631170286349
KLHL17	-0.00765561986086581	0.00459038796514201
PLEKHN1	7.79776538629969e-05	0.00102478291608795
PERM1	-0.00250481421891638	-0.00278983056451821
AL645608.8	-0.00334655101285813	-0.00658827630801939
HES4	-0.00672087851631755	-0.0130604921057839
ISG15	-0.00830670985526437	-0.00903594524940205
AL645608.2	0.000614042143736584	0.00347712561617461
AGRN	-0.00908518117279966	-0.00292926091853128
RNF223	-0.000983750404580042	0.000874878764630585
C1orf159	-0.00836002362392058	0.00865948503279196
LINC01342	-0.00114228493846895	0.00132417966406512
AL390719.2	-0.000536443060708973	0.00186643645902623
TTLL10	-0.00306918725506571	0.00527039398377197
TNFRSF18	-0.00556329828257606	-0.00319441098169846
TNFRSF4	-0.000798373500918777	-0.000909828283425181
SDF4	-0.00986738438015858	-0.00222702187889379
B3GALT6	-0.0097121692284437	0.00385745119588987
C1QTNF12	-0.00273824166045126	-0.000278619483100061
AL162741.1	-0.00232089091341085	0.00371221448157982
UBE2J2	-0.00946755405821434	0.00697308043208725
LINC01786	-0.00394582016826278	0.00699446213203784
SCNN1D	-0.00799718763305679	0.00463312141850829
ACAP3	-0.00782744828798328	0.0121847727288476
PUSL1	-0.00831501767066722	0.0105560008753805
INTS11	-0.0096626405963831	0.00142971355477663
CPTP	-0.0093595234563869	0.0013671516842029
TAS1R3	-0.00244470996186489	0.00253251544391847
DVL1	-0.00947324874278107	0.00275695219694087
MXRA8	-0.00572656123991224	-0.0181268252000911
AURKAIP1	-0.00935091637264411	0.0034114301051756
CCNL2	-0.00903222705477384	-0.00381741819506424
MRPL20	-0.00938801271036712	0.00274508889148933
AL391244.3	-0.00451626203836212	-0.00224760759143424
ANKRD65	-0.00900412576947403	-0.00122165774474284
AL391244.2	0.000756782709946349	0.00156189915751524
TMEM88B	-0.00212692637547187	-0.00437704411790371
LINC01770	-0.0036341040577224	0.00723072299781291
VWA1	-0.00838445414305128	0.00284541213631665
