""	PC1	PC2
PLEKHM2	-0.00982348567111939	0.00461738029657377
SLC25A34	-0.00600067055078295	-0.000134919437356044
TMEM82	0.00105831591359901	0.000256756577532341
FBLIM1	-0.00770557205412392	0.00999730057520141
UQCRHL	-0.00485644330359675	0.0022238739940853
AL450998.2	-0.00898161395029238	-0.00546708966762239
SPEN	-0.00922724621850967	-0.00589974584806561
ZBTB17	-0.00922450247602143	-0.00618916401449798
SRARP	-0.00234610117298379	0.00327186252890836
HSPB7	0.000287343306967145	0.00313893515172952
CLCNKA	-0.000132417257289928	0.00166051657388287
FAM131C	-0.00144482316181324	-0.000689110590872849
EPHA2	-0.00400499649999876	0.0148111122585861
AL451042.2	-0.0034055763425078	0.0115030572699947
ARHGEF19	-0.00355062846203496	-0.00445597447606884
CPLANE2	-0.0022664403514778	0.00554152240860246
FBXO42	-0.00918903740975661	-0.00730688338427122
SZRD1	-0.00996769827945497	-0.00260537997862505
SPATA21	-0.00399661596671212	0.00281777845176098
NECAP2	-0.00965616197729063	0.00467734060623938
LINC01772	-0.00441489506133082	0.00290207352183341
AL137802.2	-0.0048612036716794	-0.00153343037895548
AL137802.1	-0.00129328413836292	-0.00602447270914689
LINC01783	-3.09963864865555e-05	-0.0026324179727518
NBPF1	-0.00936601933235912	-0.00340780047406278
AL137798.1	4.42178976993936e-05	0.000532228880362908
CROCC	-0.0057249545605637	-0.000603340830927084
BX284668.2	0.000229646267007957	0.000945586446413554
BX284668.5	-0.00884511268763647	-0.00334082662849341
BX284668.6	-0.00555987970731811	-0.00745018682281809
MFAP2	-0.00202850249033095	-0.00318226965419274
ATP13A2	-0.00902801331100769	0.0087325122216423
SDHB	-0.0094706919754747	-0.0037143257460924
PADI2	-0.00271708337173228	0.00807534690694419
AL590644.3	0.000667882435480935	0.00107682490124155
PADI1	0.000297133364599235	0.00190870084545856
PADI4	-3.3028539886351e-05	0.00085925604058327
RCC2	-0.00910353843811442	-0.0106769888790762
ARHGEF10L	-0.00664469306679496	0.017237570288914
IGSF21	-0.00057513862199412	-0.0077662266588308
KLHDC7A	-0.0049738236932701	0.0182917139733532
ALDH4A1	-0.00630031147617336	0.0133948622808675
IFFO2	-0.00670087524131654	0.0130071632992926
UBR4	-0.00997795681419536	-0.00127002283077759
AL035413.1	-0.00626905441613363	-0.000211450946724246
EMC1	-0.00985157011261597	0.00496955583394017
MRTO4	-0.00930165233895079	-0.00588664062104198
AKR7A3	-0.00592759460287214	0.00921295296109325
AKR7A2	-0.00916616229768673	-0.0013421012646616
PQLC2	-0.00928478785752477	0.00350765260143428
CAPZB	-0.00956826528510353	0.00300885448281896
AL031727.2	-0.00175710041639303	-0.00364544366012777
MINOS1	-0.00929139690627271	-0.00341983135216416
NBL1	-0.00512375883827425	-0.00909270572326613
TMCO4	-0.00763798992722954	0.0119907054477835
OTUD3	-0.00932784687090082	-0.00248191321285092
PLA2G2A	-0.00249242160625932	0.0149383224883506
PLA2G5	-0.00588743047642724	0.0193848495312167
PLA2G2D	-0.000362890887450986	0.00266001929708528
Z98257.1	-0.00086454325243134	0.0026899751428974
PLA2G2C	-0.00141481826827936	0.00711076146822914
UBXN10-AS1	-0.00437148175286676	0.0178192792896126
UBXN10	-0.00482462987167543	0.0158835472953376
VWA5B1	-0.00335259721906755	-0.00160658834026586
LINC01141	0.000639558163977786	0.00184372050661671
AL139254.2	0.000198851438125262	0.000376758220620141
CAMK2N1	-0.00658882469040247	0.0185854686753211
MUL1	-0.00951159384431189	0.000835304574295147
FAM43B	-0.00538311416201085	0.016903754144365
CDA	-0.00139365293267402	0.0021814651908227
PINK1	-0.00884144402384279	0.00955707196692262
PINK1-AS	-0.00603386993771938	0.000540556485362522
DDOST	-0.00975850278226419	-0.00120535119242867
KIF17	-0.00271845991415305	0.00857490885612424
SH2D5	-0.00039529388260591	0.00641706959955407
HP1BP3	-0.00927453130903018	-0.00633713909177373
EIF4G3	-0.00938032669890864	-0.00332790164922832
ECE1	-0.00913936906213463	0.00682140138330754
AL031728.1	-0.00177461619814966	-0.00172342818021123
NBPF3	-0.00650279113472462	0.00147064466406518
ALPL	-0.00524409985308728	-0.0145220545336195
AL359815.1	-0.00320704063087178	-0.00520796757653399
RAP1GAP	-0.00708340661234844	-0.0152235717921292
USP48	-0.00967247182828526	-0.00607350016454591
LDLRAD2	-0.000959905111857715	-0.00145527556863068
HSPG2	-0.00797171495372949	0.00252642239098023
LINC01635	-0.00243497702019267	0.005233024781758
CDC42	-0.0100959914350217	0.00122496536952995
AL031281.2	-0.00140365483944325	-0.00401401658104782
WNT4	-0.00276404637033331	-0.00491604981130998
ZBTB40	-0.00849539524056125	-0.00110321073332893
EPHA8	-0.00143358534379847	0.00635484662801962
C1QA	-0.00092383052439101	0.00435109098557267
C1QC	-0.00088224556036732	0.00430057149090566
C1QB	-0.000772570036675296	0.00404089198240049
EPHB2	-0.00901873629190388	-0.0051126182056981
TEX46	0.000232337569490497	0.0015245683238282
KDM1A	-0.0091314271534779	-0.0100875722867358
AL031428.1	-0.000449094591239786	-0.000534849117101519
LUZP1	-0.00981612013691739	0.00258784472217478
HTR1D	-0.00088770476933162	-0.00316943312251063
LINC01355	-0.00756717231737472	-0.00282325132452298
AL109936.6	0.00110546491377806	0.000640305402708878
HNRNPR	-0.00938926199408667	-0.00947690341435334
ZNF436	-0.00599617265326163	0.0195219994568824
ZNF436-AS1	-0.0073283042796119	0.0028810095487329
AL109936.2	-0.000998481069068342	-0.0040139915280665
TCEA3	-0.00866388093545699	-0.000748692603561166
ASAP3	-0.00719492336534151	0.0144103928492473
E2F2	-0.00602571816303769	-0.0142032704596768
AL021154.1	-0.00157316613681676	0.00120407452722216
ID3	-0.00439749115551477	0.0211245768065303
RPL11	-0.00915821844905861	-0.00377195851724139
ELOA	-0.00998421314979338	-0.00259446476803874
ELOA-AS1	-0.00857428382832829	-0.00358269446752654
PITHD1	-0.00937941745808464	-0.00761524880182859
LYPLA2	-0.00951374190942619	0.00181309026156652
GALE	-0.00918001361807082	-0.00489965438897159
HMGCL	-0.00932505614474266	0.00711991083770259
FUCA1	-0.00824937106436124	0.0113547700685772
CNR2	0.000184383464568708	-0.00161607151411902
PNRC2	-0.00983659824372931	-0.00443035497088013
SRSF10	-0.00874082172193679	-0.0118914120434684
IL22RA1	-0.00304394470203889	0.00450066309972673
IFNLR1	-0.000301803061158997	0.00306767870071764
AL590683.1	-6.11153406743643e-07	0.000558969946591843
GRHL3	0.00030922342920694	0.00811012713076846
STPG1	-0.00793481551837218	0.0051542874986325
NIPAL3	-0.00807172414557912	0.0125008575764022
RCAN3	-0.00658642498968389	0.0135311577713726
AL445686.2	-0.00371145702913953	0.00763439613532039
NCMAP	-0.00426450966413656	0.0171042078395229
SRRM1	-0.0099354593352234	-0.00540741993601226
CLIC4	-0.00702407157628698	0.0180447412582416
RUNX3	-0.000877883495604316	0.00238351112311375
AL445471.2	-0.00141544527125245	0.00131188576524055
AL031432.1	-0.00251937345843271	-0.00196060250486271
SYF2	-0.00995512838266891	0.000204123128156167
AL031432.5	-7.30199685929009e-05	-0.000136372114715327
RSRP1	-0.00812581278050367	0.0113583079869316
AL031432.3	-0.00435038935090919	0.00332481342860249
RHD	-0.00328697563506836	-0.0062504423686864
TMEM50A	-0.0100519202348255	-4.72214615685116e-05
RHCE	-0.0044909972719699	0.0103373163735265
MACO1	-0.00898439283856618	-0.00697439332246646
LDLRAP1	-0.00805458569894119	0.00504039207926505
AL606491.1	-0.00319208002478545	-0.00155881965641898
MAN1C1	-0.00610251210538577	0.0195650794302869
AL031280.1	-0.00593209198325013	0.0165906680681719
SELENON	-0.00840278177210572	0.0138834899821965
AL020996.1	-0.00364960052670045	-0.00457948736263633
MTFR1L	-0.00971052317403455	0.00190602200495199
AUNIP	-0.00705313240594685	-0.0144800678789976
AL033528.2	-0.00144551451987717	0.00322295610461006
PAQR7	-0.00746010554274697	0.00862221607652509
STMN1	-0.00710580656226904	-0.015507692811754
PAFAH2	-0.00873636707078956	0.00261206289617468
EXTL1	-0.00424101478749622	0.00915988670405623
SLC30A2	-0.00381687938048632	0.00440908911583439
TRIM63	-0.00381561420692577	-0.00592451097219065
PDIK1L	-0.00889424629068387	-0.0100285941972583
FAM110D	-0.00396548305681945	-0.0043739832047128
AL391650.1	-0.00127208065632445	0.00616031687405973
ZNF593	-0.00908206374910163	0.00167879863582428
CNKSR1	-0.00377528067785692	-0.00351173588276154
CEP85	-0.00686243949209877	-0.0119843901895465
SH3BGRL3	-0.00879652116362635	0.00677023903589084
UBXN11	-0.00934423877558758	0.000272304226142194
CD52	-0.000192494143817262	0.000843802207925257
ZNF683	-0.00220394073937941	0.00589914651060148
LIN28A	-0.00291144004786309	-0.00430492424139373
DHDDS	-0.00974274457809694	0.00502029879767994
AL513365.2	0.00111373143901277	0.000564357574233105
HMGN2	-0.00684818873452504	-0.0142830008036026
RPS6KA1	-0.00561847188174981	-0.00716258369548831
AL512408.1	-0.00490007786149194	-0.00280097998152348
ARID1A	-0.00975292183070638	-0.00668900053072131
PIGV	-0.00779272558642457	0.000323349790759805
ZDHHC18	-0.00940318251236458	-0.00175943672289474
SFN	-0.000824354806688615	-0.005612458157714
GPN2	-0.00956861612433432	0.000512868791842009
GPATCH3	-0.00877569514300319	-0.00141306762293573
NUDC	-0.00954691044322815	-0.00476932984629787
KDF1	0.000295602899574392	0.000307237160210189
TRNP1	-0.00540597512052605	0.0152583057205362
TENT5B	-0.00452874990506487	0.0190542938478151
SLC9A1	-0.00915667724157561	0.00253520260569022
WDTC1	-0.00912906358593707	-0.00536375463703664
TMEM222	-0.00932970245025085	-0.0021213318472422
SYTL1	-0.00216662700055182	-0.00176623830785111
MAP3K6	-0.00718044306391069	0.0152263434807971
FCN3	-0.00331048910296313	0.00723200032003674
CD164L2	-0.000346680622098395	0.00281072973892588
GPR3	-0.00733171913526354	-0.000637048821779541
WASF2	-0.00981481122410083	0.00321405373775406
BX293535.1	0.00123538310896937	0.000838047757428706
AHDC1	-0.00850065028618003	-0.00257834906566455
FGR	-0.00203416620281818	0.000763097531383412
LINC02574	-0.00232832525832694	0.00761895860454344
IFI6	-0.00801574558447905	0.0136776060485649
FAM76A	-0.00963435359971764	0.00359090399853791
STX12	-0.00874257377475138	0.0126085329754208
PPP1R8	-0.00977868315918112	-0.00104621251851343
THEMIS2	-0.00285289431430612	0.00339049026606911
RPA2	-0.00849230616759531	-0.00952513665472454
SMPDL3B	0.000794023262985191	-0.00126062822021661
XKR8	-0.0088605000134316	0.00543367786487828
EYA3	-0.00944062037210843	-0.000400595640767467
PTAFR	-0.000882081778187676	0.00451679026593921
DNAJC8	-0.00995633180965797	-0.00372420326975954
ATP5IF1	-0.00968276859233395	0.00160897558970903
AL353622.1	-0.00475914500721517	-0.00136909211471639
AL353622.2	-0.00231946978696744	-0.000788282644027597
SESN2	-0.00896244199411822	0.00267486627792349
MED18	-0.00901931151098387	-0.00240858435681663
PHACTR4	-0.00959651566623072	-0.00566873411824417
RCC1	-0.00691122623107238	-0.0141374575962369
TRNAU1AP	-0.00898312633151779	-0.00940367088222719
SNHG12	-0.00750742979752789	-0.0101832627190909
TAF12	-0.00913312258634278	-0.00804416237570877
RAB42	-0.00515180720722961	-0.00119785691617295
LINC01715	-0.00474732744390481	0.00160845453551059
AL360012.1	-0.00764205966408065	-0.00460944214375986
GMEB1	-0.00900858800710945	-0.00558979536745605
YTHDF2	-0.00969270103013737	-0.00579912451617517
OPRD1	-0.00402255335893035	-0.0050668175164506
AL009181.1	-0.00075431650183828	-0.00170122413975152
EPB41	-0.00464817026573819	-0.0140537793782448
TMEM200B	-0.00169839466733697	0.000364632176355403
SRSF4	-0.0098786426196421	-0.00553294116453285
MECR	-0.0093075917997519	-0.000504743471597846
PTPRU	-0.00193567871797512	0.00615384139914926
MATN1	-0.00341070206232761	0.000788111525719496
MATN1-AS1	-0.0032658605905292	0.00222221370841877
LAPTM5	-0.00081124034248855	0.00455672849155174
LINC01778	-0.00751495914478602	-0.00152115567349495
SDC3	-0.00861061324805785	0.00828144266408282
PUM1	-0.00979336746403065	0.00228611827969794
NKAIN1	-0.00263561222779887	-0.0127020394520897
SNRNP40	-0.00864040940158099	-0.0111218482518252
ZCCHC17	-0.00968989596288164	-0.0047434559751279
FABP3	-0.00511845668272188	0.00481495850157207
SERINC2	-0.00638644092874109	-0.0101547879011733
TINAGL1	-0.0001337540269674	1.7325881242412e-05
HCRTR1	-0.000110055653762952	-0.00205051770839412
PEF1	-0.00917276429643874	-0.00459090488279307
AC114488.2	0.000847187577857108	-0.000169540468712665
AC114488.3	0.000129891118304082	0.00242950988841517
COL16A1	-0.0079492573612691	0.00969713477589187
ADGRB2	-0.00953866100444984	0.00431785390042644
AL354919.2	-0.00292910454140292	-0.00465543909239514
SPOCD1	-0.00498333060729668	0.0198588515119307
AL354919.1	-0.00215702040596018	-0.00302297087504856
AL136115.2	-0.000134645536484682	0.00222662770205235
PTP4A2	-0.00994410715295945	-0.000329211455898579
KHDRBS1	-0.00992239925897259	-0.0061577409677881
AL445248.1	-0.00070478788624798	-0.00175167620414856
TMEM39B	-0.00903529262525065	-0.00676011296735932
KPNA6	-0.0101069184227565	-0.00200901919156936
TXLNA	-0.0100447939236788	0.000849507709190156
CCDC28B	-0.00891491820803782	-0.00221601350521362
AL049795.1	-0.0040023086123409	0.00901294857016907
IQCC	-0.0076960437413933	-0.00808141247533792
TMEM234	-0.00942373430396371	0.00300267785885523
EIF3I	-0.00907862811947466	-0.00262729926893373
FAM167B	-0.00273807401585024	0.001226228569321
LCK	-0.00184753479426906	-0.000943526682188574
HDAC1	-0.00970639391379243	-0.00395021819511829
MARCKSL1	-0.00732111554748777	-0.013358488912191
TSSK3	-0.00479646900689792	-0.00101705282140558
FAM229A	-0.00903952632760697	-0.000843414800054507
BSDC1	-0.00942292235153078	0.000735792503983745
ZBTB8B	-0.0057549372747583	-0.0120299506107146
ZBTB8A	-0.00892838410860553	-0.00777299954859818
ZBTB8OS	-0.00944635809103105	-0.00479959649979657
RBBP4	-0.00947527069955804	-0.00719307430202194
SYNC	-0.0087613758900238	-0.00665174229622141
KIAA1522	-0.00726796444950808	-0.0014837807219807
YARS	-0.0096834397510776	-0.00595931486283426
S100PBP	-0.00931734371733351	-0.00387595450601575
FNDC5	-0.00647613002535659	-0.0146528576833546
HPCA	-0.00594807852986715	-0.013767791829633
TMEM54	-0.00876465914047361	-0.00431002406645637
RNF19B	-0.00898808632596161	0.00588242049045555
AL020995.1	0.00145289075025356	0.000779040807986932
AK2	-0.00945597577514384	-0.00173144802666929
AZIN2	-0.00682594610688835	0.0133343625340797
TRIM62	-0.007070755822562	0.000914173296513881
AL662907.3	-0.000356838890131003	0.00125402732035245
ZNF362	-0.00945328150825607	-0.00504217587631439
AL513327.3	0.000211005778864936	0.00265474095155117
AL513327.1	-0.00433543680051359	-0.00188659584352341
PHC2	-0.00918386223138401	-0.00970884443689103
ZSCAN20	-0.00717473098218872	-0.0072209502450319
CSMD2	-0.00828581010973525	-0.00364552367995371
C1orf94	-0.00683593354840012	-0.00401348081369179
SMIM12	-0.0093456328601855	0.00393671173157195
GJB5	0.000225014572231446	-0.000747141460860741
GJB3	-0.00397722040227387	0.015805986691789
