""	PC1	PC2
AL627309.1	0.000121893283016504	0.00123579313809565
AL627309.3	0.000548033735099218	-0.00070726050435339
AL669831.2	0.000408436302731633	0.000511093262831722
AL669831.5	-0.00738961422756435	0.00454003513046136
FAM87B	-0.00313992989537529	0.00302602558268334
LINC00115	-0.00488618565957828	0.00713906874242272
FAM41C	-0.00445756117479145	0.00686243548621674
AL645608.7	0.000766125225868722	0.00317925947401447
AL645608.3	-0.0048832975915805	-0.00265240112424338
AL645608.5	-0.00226216434851194	-0.00427039049739034
AL645608.1	-0.000325161906155298	0.0157220679527985
SAMD11	-0.00192693523531489	0.0141810646627817
NOC2L	-0.00866748172400216	0.00905550058692286
KLHL17	-0.00610560710567658	0.000110962845224665
PLEKHN1	-0.00145766906319088	0.0169719810431462
PERM1	-0.00053848097895266	0.0111829938245073
AL645608.8	-0.00415860172840139	0.00384432019397041
HES4	-0.00817366604402971	0.00467908233990812
ISG15	-0.0076942047900208	-0.0101807146339061
AGRN	-0.00835928056849084	-0.0108799639976388
AL645608.9	-9.17204511336745e-05	0.00508985522402964
RNF223	-0.00125457848689619	0.0150742190248755
C1orf159	-0.00832679202620073	-0.00390285383241885
LINC01342	-0.00129418699948157	-0.00164001732704979
AL390719.2	-0.00330810146976305	0.00554408847419041
TTLL10-AS1	-0.00267893087161709	-0.00343689805387852
TTLL10	-0.00109015710725322	0.00479515474555492
TNFRSF18	-0.00688043831017791	-0.00423352493670243
TNFRSF4	-0.000396723050149208	-0.00493772613912865
SDF4	-0.0091773947298938	-0.00186043751076995
B3GALT6	-0.00900211144486715	0.00367061934763373
C1QTNF12	-0.00631566825314271	0.00248845632851808
AL162741.1	-0.00470881658993819	0.00126009372330953
UBE2J2	-0.00882067143964808	0.00727407885804997
LINC01786	-0.00424835291335006	-0.00399233969947402
SCNN1D	-0.00737619653425844	-0.00592677762893913
ACAP3	-0.00876740918404675	-0.00492338786966767
PUSL1	-0.00834926889063833	0.00615244229997444
INTS11	-0.00895821467650525	0.00351892158170537
CPTP	-0.0081266369819295	0.012033849909657
TAS1R3	-0.00316116749544437	-0.000429054226106107
DVL1	-0.00814354481513879	0.0124274987917902
MXRA8	-0.00732299019788286	-0.00768763094585414
AURKAIP1	-0.00843439894738324	0.0100184365792772
CCNL2	-0.00878130428262156	2.50248375109012e-05
MRPL20	-0.00872483224300627	0.00630142215790457
AL391244.3	-0.0074733545400935	0.00202811374598044
