""	NefMES	NefAC	NefOPC	NefNPC
RAF1	-0.657266284317239	-0.779006145221984	0.733316857837077	0.260638447434321
BNIP3L	-0.689947761912918	-0.786269755308625	0.764177693017008	0.217588219266742
KPNB1	-0.686721590448788	-0.801914567001039	0.742884404559058	0.223491991999322
PPP2CA	-0.685664519295255	-0.792794251356013	0.737343109740594	0.231659494857363
SOX2	-0.706721448641619	-0.806407271997663	0.76048289902718	0.205100205363925
GPM6A	-0.675971082531046	-0.781155625916943	0.74909115605948	0.272691068664977
NAP1L1	-0.668753125101249	-0.7900904935026	0.743651584697527	0.26085765454905
EIF5	-0.669797876542382	-0.788344891967638	0.741576235277231	0.210067247264173
RUFY3	-0.691233262783993	-0.795328019160855	0.769552060556671	0.240115226812846
SMARCC2	-0.680329973951271	-0.794507316216089	0.746782563055816	0.249318231090956
NCAM1	-0.698898548009628	-0.78729890448165	0.777062476472419	0.242701027477476
ZNF24	-0.707148387794137	-0.810101770914637	0.782678238931633	0.212902037984436
DDX39B	-0.654001608601478	-0.781938895891088	0.732199843225841	0.270189178019922
ANKRD10	-0.641918593998069	-0.76706734183175	0.722665952526298	0.261759719878573
ALCAM	-0.700695007922415	-0.78064395957902	0.774756822619459	0.263937273816487
VPS35	-0.656327630733732	-0.789641057504021	0.734028303986952	0.263607093142846
RSF1	-0.671739501672796	-0.785515162657047	0.754795608077922	0.276317500529906
WNK1	-0.699259843833923	-0.801413173956833	0.781017495174396	0.244331514732398
YY1	-0.694219762964694	-0.792969707675839	0.760366431746923	0.211187929131317
NSL1	-0.701666280588364	-0.809528203861766	0.771476689230088	0.214582023841625
VMA21	-0.65415675869192	-0.793324919167007	0.725477298245462	0.264035755982845
UBL3	-0.685808771178574	-0.789951495014553	0.771055477345117	0.247280513451316
NDFIP1	-0.710683307457544	-0.803040543340779	0.784681586026841	0.211396512725276
OSBPL8	-0.682381281604791	-0.784446547829617	0.75979514462948	0.25005993413411
SRSF11	-0.672603680740708	-0.788398806158125	0.752923492688239	0.231464576942997
XRCC5	-0.654577297637104	-0.771613851144061	0.725048477531097	0.282203672691229
PRPF8	-0.639902047985669	-0.780718674442414	0.712439459203827	0.266562409663385
MARCH6	-0.695352393647511	-0.809588154299029	0.766940494679325	0.22648894420598
PURA	-0.674975568736462	-0.777148443923231	0.741445580414368	0.252057945763995
WAC	-0.643369772339246	-0.775461714679066	0.724243459260893	0.277210933819605
SLC25A36	-0.667007715769276	-0.786279904993192	0.743839182171705	0.268164844505674
CSNK1A1	-0.70469986898976	-0.794921084108006	0.778412260831979	0.238604564906281
PRRC2C	-0.669405994319519	-0.776334827903007	0.752935008939948	0.26293408245797
G3BP1	-0.663194297813574	-0.78391445851341	0.740446797947246	0.236262432236134
ACTR2	-0.692565508517001	-0.817008775473597	0.77181704013481	0.219598619281545
TCAF1	-0.63595649184379	-0.778593084649085	0.714864739237333	0.283162495227708
DYNC1LI2	-0.647309093085997	-0.783326916759527	0.727325687547098	0.280853798835924
TCEA1	-0.692449322778932	-0.799495233799469	0.768850146045062	0.237863294495193
TOP1	-0.694393681045096	-0.806949504131263	0.766608741477131	0.202542807337887
SRRM2	-0.672908363572236	-0.799494258660627	0.752154321069152	0.245749401095591
EPRS	-0.683411996539711	-0.800292863036422	0.760535838075735	0.241626554835451
C11orf58	-0.664899197678742	-0.787903202142397	0.723005554908995	0.23851129492626
GTF2I	-0.688143837380633	-0.803916272958374	0.768316628387608	0.255855823536832
CSNK2A1	-0.664100778681031	-0.786243145005716	0.73664676450754	0.260026348597685
HNRNPK	-0.684825247471978	-0.785805754031989	0.746461282294801	0.243741274115936
HNRNPDL	-0.673348961536328	-0.785006517876099	0.747252037443478	0.252427090792417
TTC3	-0.672670594496352	-0.794145265018676	0.748961840295652	0.265199687322392
YWHAZ	-0.664214258752051	-0.793515957106782	0.732482221443068	0.247482504556628
HNRNPC	-0.655622316898072	-0.78976822384964	0.728624771557003	0.256093620096114
EIF4G2	-0.673830467263389	-0.798518536108668	0.744765852438946	0.249829478585625
