""	VerPN	VerNL	VerCL	VerMES
ZAP70	0.40664419999706	-0.596401994678095	0.452821357945136	0.0966272481148604
CAVIN3	0.446244906717242	-0.37968879371601	0.359292517767893	-0.0180855213662547
GAGE10	0.174904123251675	0.0838568240933628	0.020060607120253	0.00854252953452645
SAMD5	0.423647605695045	-0.444430491078576	0.446545079853109	0.0251703740410636
AL356414.1	-0.404656231043597	0.358175025833276	-0.494328854840343	0.150631202820233
PTPRB	0.189267288148852	-0.470392360049459	0.220296810708276	0.193412063428322
ZNF366	0.175446082659458	-0.538301504752347	0.327818628170963	0.318596852989239
XCL2	0.0365047722301468	0.0183641483408726	-0.191512982553225	-0.0569389738509383
TTLL10-AS1	-0.188875280454397	0.081459374181085	-0.294761227950113	0.15748935371637
GKN1	-0.188875280454397	0.081459374181085	-0.294761227950113	0.15748935371637
LINC01518	-0.188875280454397	0.081459374181085	-0.294761227950113	0.15748935371637
PLA2G4D	-0.188875280454397	0.081459374181085	-0.294761227950113	0.15748935371637
AC084855.1	-0.188875280454397	0.081459374181085	-0.294761227950113	0.15748935371637
AC004080.1	-0.112440750838102	0.233503916655204	-0.334047864463948	0.0301323033285975
LRRC70	0.23443750415585	-0.216640962478614	0.131039603041766	0.137442223306342
LINC00845	-0.0924492984901481	-0.00228082315900856	-0.20543354868327	0.143594447612988
DOCK9	0.561933442756552	-0.535596024664218	0.454812701915072	-0.0989131176848406
Z92544.1	0.217243032481527	0.161815805953331	-0.0420932313306222	-0.237207467356293
COX6B2	-0.0933560121828522	-0.0312936082816188	0.025578338371369	0.134787782930666
HECW2	0.50667378763522	-0.48917752440229	0.453030908945187	-0.00157929929041096
PADI1	-0.219289963292838	0.152955358432174	-0.256739396324735	0.199915560320903
AL359220.1	0.341507467833918	-0.481759127045291	0.392734444496326	0.0533032974919549
AC005537.1	0.299541711768626	-0.362803642976749	0.282002245635204	0.0783095783799594
AL592146.2	0.119376915504439	0.269969437698861	-0.0349803211228063	-0.122124827611774
CNTNAP4	0.390015733949536	-0.396942661446384	0.255584867586436	0.0244494970339305
SLC25A34-AS1	0.307473676804479	-0.246724489371647	0.166032930603654	0.0634966066054439
ZNF32-AS1	-0.191047572494438	0.0784641379953975	-0.288781604102323	0.17494969194123
GPIHBP1	0.485000149542209	-0.317401870169972	0.327722770195909	-0.0413729903911333
LINC00599	0.413899052018792	-0.32215597323405	0.256414333129	0.0152061617600572
PTGDR	0.25798848518411	-0.385060132896875	0.247932507403022	0.173917581707961
GPR174	0.439084358208408	-0.256215164317577	0.27081186999014	0.01064111364907
JCAD	0.51533949117681	-0.539131624492835	0.456266310315432	0.0369800490898962
GPR17	0.45058007959783	-0.0792977006128116	0.169693248206889	-0.276066593034373
AC006517.2	0.144909840528593	-0.00918142330920246	0.115824684229594	0.201896153285349
NGB	-0.21677524295847	0.283243253554044	-0.451623993211794	-0.0237167180379274
SPOCK3	0.162285901110301	-0.181077736304103	-0.0592095754781718	0.0532784504176941
AC073848.1	0.056989820018525	0.0592375279323415	-0.202249356177234	-0.0352363322727665
SHISA3	0.0722451500100941	0.135589909916597	-0.217253761364042	-0.0243994290844118
GJA5	0.297415275491962	-0.305689841938243	0.228458075367641	0.147791872969047
C20orf203	0.335595194774697	-0.223770937519062	0.0025545473505793	-0.147926560951628
CNTN3	0.341740757570812	-0.251054633984651	0.175899663522115	0.0588368217152099
AL031058.1	0.181090008518383	-0.225221672022214	0.164765479249835	0.0540227086823041
SYT1	0.500345920078444	-0.542295909042119	0.517843717748094	0.0552606038759932
AC092159.2	0.0664945957557005	0.107341456239273	-0.23414645350686	0.00760085124952616
CLIC5	0.253482851921203	-0.122348882699378	0.0132324170155305	0.0124625714810389
LINC01186	-0.18900847107771	-0.0170697636109718	-0.290305469639403	0.132739491821457
IGFALS	-0.0753828087873666	0.0292367708134302	-0.318425996248155	0.161422975617082
BX546450.2	0.168520123978363	0.187023770909025	-0.16515399857659	-0.186266103731246
AC114757.1	0.535936916269511	-0.541290643226337	0.483309992232858	0.0522346584353196
PPP1R16B	0.473448776021903	-0.402559761705788	0.295955368624583	0.0725174095913855
