Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,VerCL,VerMES,VerNL,VerPN,WP_CC
OtB6443,1.526837563172295,1.5192816265296278,1.4386512546569332,1.4548777281197336,1.4737713270196522,2.033138629302791,1.847656137746532,1.6197963388978134,1.7630963267244144,1.9079657887181436,1.5314229884930892,1.3943525600111388,1.6058401327922138,1.3210039295992124,1.4853453598021749
OtB6444,1.67842098160721,1.4468992004756571,1.6808916719481917,1.4427012835463815,1.6474710012668776,2.063839961336985,1.8192153876880912,1.5294270119618962,1.660868903921338,1.8553873292651006,1.7227072419229914,1.4046798688923867,1.1170742441696992,1.2818070300653954,1.656249638775756
OtB6445,1.5465969420038699,1.4508481415357415,1.5400055886113002,1.429258174240291,1.5215366428891197,2.0766277584725916,1.83074699433521,1.4295066875814677,1.5091116632054984,1.8160372245659895,1.6718953787540867,1.4542516120101248,1.0768763019507632,1.0766277584725916,1.533856791764751
OtB6446,1.4306707046799514,1.4823779516553799,1.369213034225026,1.43251949690319,1.4209638653997343,2.0537141139721538,1.8020995588949709,1.5940416374752882,1.7448889784036805,1.8486252456100039,1.6185938865102507,1.4002665095069657,1.4851457411116318,1.3073830812320062,1.4340006592312833
OtB6447,1.6335083868879265,1.4064272392841886,1.5711009619629706,1.484507287159523,1.547355012838237,1.9914208568442384,1.9490417454517586,1.6216764741464962,1.5472086181164775,1.8475848679096418,1.6285364529929751,1.498508498963074,1.1420652557323805,1.2611409916176615,1.5575576276105034
OtB6798,1.43998573132461,1.4599413767152587,1.3520503700509363,1.411362344568651,1.3898729096055806,2.0151316626151328,1.7730333885895513,1.4556628347213907,1.6391225859723695,1.7969211549650557,1.56749498539174,1.4018389822816475,1.3319671888428721,1.1702155434057862,1.4025819023390451
OtB8891,1.521764883285948,1.5309719436434261,1.3694795710107759,1.479558781260557,1.4397683662414267,1.9925148336403866,1.8893579629213222,1.5027939998739352,1.7613238426080864,1.9009112186694022,1.5430488323364069,1.4541478810303483,1.5001529216669824,1.2483663725646257,1.450018417419831
OtB8892,1.4705229045062154,1.492840290515768,1.4332288282412564,1.4398583397968894,1.4860514727059833,1.9303666199930847,1.8017347421500483,1.5415237682596952,1.7857349791449388,1.8950217094178377,1.507153829886575,1.4513325100380268,1.600651872419088,1.3393983526593654,1.4966476786507725
OtB8893,1.4478257861250834,1.521062932228559,1.3592807951579737,1.4477490212848834,1.41388762711429,2.0059266655533774,1.742210161700355,1.607886919275768,1.7531911219727307,1.9158006489608712,1.50335001907702,1.313334885203199,1.6191926012722306,1.3553558862515467,1.4318784333349215
OtB8894,1.4598024419252331,1.501185934870785,1.367381168366897,1.4572518824396576,1.396475967010724,1.9454919210750619,1.7761733647927291,1.5925077764717026,1.5793114365744345,1.8783477584502302,1.4434157576045026,1.3452339686321528,1.4816876124759604,1.2953917417513452,1.4057014830227126
