G1	G2	Consistency
NefMES	NefAC	0.06833884316072489
NefMES	NefOPC	0.10811801064254872
NefMES	NefNPC	0.11491454605239189
NefAC	NefOPC	0.07891764089143016
NefAC	NefNPC	0.09033467705866707
NefOPC	NefNPC	0.03970844141528841
