Signature,Swaps,Swap_pct,PC1_Var,PC2_Var,PC3_Var,PC4_Var
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,89,100,0.125707784179929,0.10717665059177,0.0432491283944025,0.0323851579821901
NefNPC,80,90,0.123862711811142,0.104669246844659,0.0420733798759243,0.0328442445629675
NefNPC,80,90,0.124433625201548,0.104143042664688,0.0420980022644343,0.0325114137766384
NefNPC,80,90,0.124220693684636,0.104171659406157,0.042097710144435,0.0324801341349006
NefNPC,80,90,0.123940760238023,0.107249565966515,0.0419095837193043,0.0330272083052382
NefNPC,80,90,0.122600852692365,0.105696161739953,0.0417966257388639,0.0320326615565521
NefNPC,80,90,0.123771032936181,0.104308472082979,0.0421264421489006,0.0326386328655432
NefNPC,80,90,0.1266944311474,0.105586262454635,0.0421811356178183,0.0332036856760595
NefNPC,80,90,0.124694544903048,0.103408985103823,0.0428149717364805,0.0336895118618326
NefNPC,80,90,0.122263374552844,0.106156590866979,0.041970396025841,0.0319267672251616
NefNPC,80,90,0.12372243247697,0.10587011745815,0.0419873760021781,0.0316050891434916
NefNPC,71,80,0.124273859903585,0.102876242142951,0.0415995574923632,0.0337109168555215
NefNPC,71,80,0.12581291469857,0.10340568819802,0.0414405313719586,0.0320496703703262
NefNPC,71,80,0.124299117757388,0.103628907385383,0.0410952959128782,0.0345001629264103
NefNPC,71,80,0.121540156265265,0.103169593824739,0.0411118351686906,0.0341123981050993
NefNPC,71,80,0.123319054329559,0.10444501785429,0.0407807774706786,0.0329241386815977
NefNPC,71,80,0.123778039356294,0.103185511454562,0.0407707627437833,0.0320395169189018
NefNPC,71,80,0.12754876647403,0.103116694340254,0.0407810996526232,0.0339188986151086
NefNPC,71,80,0.124307879860709,0.10379631121288,0.0416913089870217,0.0342050933901027
NefNPC,71,80,0.1219445697023,0.101556397541517,0.0408377126141677,0.0339564671955271
NefNPC,71,80,0.122672942928289,0.103395051158321,0.0415282839784156,0.0341588257226186
NefNPC,62,70,0.124949025536299,0.100885269024339,0.0411649869974729,0.0345842893106
NefNPC,62,70,0.12448252823186,0.100870705511629,0.0426158830280313,0.0350257036780254
NefNPC,62,70,0.123499200456759,0.099001745112383,0.0421885080595493,0.0357220841744266
NefNPC,62,70,0.125212700049242,0.1005017836112,0.0416691482947666,0.0356046826722323
NefNPC,62,70,0.123826665919751,0.10135923839132,0.0404363929688615,0.033354341067911
NefNPC,62,70,0.120772804628252,0.101208546709163,0.0404569557352701,0.0331597718693126
NefNPC,62,70,0.121146512901208,0.101093276057274,0.0398837372727227,0.033820223462692
NefNPC,62,70,0.123696720089713,0.0996997160813404,0.0403201983702915,0.0325173931971232
NefNPC,62,70,0.124822956474968,0.0993074561870211,0.0398090334639695,0.0339691513696868
NefNPC,62,70,0.123576439154066,0.101180168686301,0.0430135865076846,0.0358957097910065
NefNPC,53,60,0.123122579172945,0.099446407147761,0.0404205009202477,0.0345561978462796
NefNPC,53,60,0.122005639800544,0.0982029370008598,0.0425984242145303,0.0348298167962515
NefNPC,53,60,0.123267227556898,0.0986381115635397,0.0400990566737927,0.0327851964534645
NefNPC,53,60,0.122340500684647,0.0978862517898128,0.0424784567700102,0.0336682855525097
NefNPC,53,60,0.123180699262661,0.0970842967738399,0.040627265038396,0.0333149160627051
NefNPC,53,60,0.124142433775387,0.0993918236073578,0.0396978086581939,0.0344725418258177
NefNPC,53,60,0.126306669737586,0.100341036731384,0.0428579968141382,0.0346057561409255
NefNPC,53,60,0.125447593909186,0.100085806778651,0.0420765988468307,0.0329775003474632
NefNPC,53,60,0.127655039794345,0.098606533399782,0.040908481205945,0.0340061654524553
NefNPC,53,60,0.121383553175718,0.0981215542522915,0.0406216402364124,0.0336148143762768
NefNPC,44,50,0.127348934926216,0.0958675351654306,0.042333475802729,0.0335203819031282
NefNPC,44,50,0.123979783232562,0.0969228357308359,0.0425026007830549,0.0337363963185373
NefNPC,44,50,0.125980450154001,0.0968033269716813,0.0438004170696378,0.0331586668426985
NefNPC,44,50,0.122435534716036,0.0986382265290166,0.0388785223907098,0.0327948230426554
NefNPC,44,50,0.125495624581678,0.0968286902411301,0.0427267651105779,0.0345244037385125
NefNPC,44,50,0.125267921394659,0.0959951325168167,0.0434542321859689,0.0328073180695676
NefNPC,44,50,0.126602361860507,0.0940324209252536,0.0433637582960589,0.0333729092656417
NefNPC,44,50,0.124545109451277,0.0979644851132568,0.0423354582766017,0.0348906400694201
NefNPC,44,50,0.127265370209851,0.095191183568795,0.0420175491778714,0.0340593158434268
NefNPC,44,50,0.121339542764502,0.0960962429970037,0.041911428607495,0.0340332866148149
NefNPC,36,40,0.132151035475078,0.0932783133203299,0.0418756677504721,0.0335259361472182
NefNPC,36,40,0.128639674040601,0.0946466256568258,0.0430212832032853,0.0331639726105153
NefNPC,36,40,0.122835384735083,0.0946168294013147,0.0410134422999471,0.0336929258998276
NefNPC,36,40,0.129508812412237,0.0940803605420817,0.042841570967638,0.0337669853319612
NefNPC,36,40,0.129232562981842,0.0937656643566331,0.042506785301907,0.0326610145559865
NefNPC,36,40,0.126328327341233,0.0924079883170309,0.0439833261543542,0.033161438194439
NefNPC,36,40,0.122805494268524,0.0936257842219366,0.0417543621476615,0.0332715390778084
NefNPC,36,40,0.130748691362001,0.0943796663231661,0.0443382343026324,0.0336782995833473
NefNPC,36,40,0.128793703834252,0.0946012862930935,0.0441893285190329,0.0335074270558998
NefNPC,36,40,0.126129170518504,0.0970809705830425,0.0425462065214914,0.0335976363976866
NefNPC,27,30,0.131981449641346,0.0910906374180101,0.0445696955379072,0.0325313300676898
NefNPC,27,30,0.130180032983424,0.0932636986654009,0.043991169719519,0.0325787481327294
NefNPC,27,30,0.130594648737757,0.0923897230314996,0.0460917791207235,0.0330622113752027
NefNPC,27,30,0.132164287440184,0.0932563291230058,0.0437483955032112,0.0330335995473292
NefNPC,27,30,0.130051371599526,0.0922324817112195,0.0426089553287642,0.0322090586281506
NefNPC,27,30,0.128450608888835,0.0928705839763101,0.0440393703991515,0.0328582421162717
NefNPC,27,30,0.128498326821506,0.0936605148220157,0.0429265615766489,0.0328799381099099
NefNPC,27,30,0.122537251185173,0.0918072867359956,0.0452344512953042,0.0332150300810154
NefNPC,27,30,0.128875215329009,0.0916748297034104,0.0441616934590408,0.0326865684239953
NefNPC,27,30,0.129556200153143,0.0914699514629786,0.0435669271135757,0.0322756381538078
NefNPC,18,20,0.127263750001359,0.0903842322042504,0.0446594964424336,0.0324431398679211
NefNPC,18,20,0.129194031888982,0.0901703370919463,0.0435520470625287,0.031918113691532
NefNPC,18,20,0.132660956433396,0.0895455714462716,0.0440657889609549,0.0321152854611328
NefNPC,18,20,0.132754851584896,0.0907927699826433,0.0444138482010716,0.0318070665504093
NefNPC,18,20,0.133463327984964,0.0877762299241429,0.0456213904758757,0.03182340216699
NefNPC,18,20,0.129423651269501,0.0899542937565174,0.046474287221283,0.0324495440572088
NefNPC,18,20,0.130955212764633,0.0905051656633606,0.04548965652431,0.0325604603262409
NefNPC,18,20,0.131830643712758,0.0903293149455883,0.0443106288439601,0.0316491051585835
NefNPC,18,20,0.130852682711536,0.0905841732509736,0.0455194369016216,0.0321741422717248
NefNPC,18,20,0.134602316072318,0.0903379348419713,0.0435886178728699,0.0318659355575463
NefNPC,9,10,0.134598268108422,0.0889551797333213,0.0442809959036106,0.031339669784699
NefNPC,9,10,0.135063250911014,0.0893836737492668,0.0447348134251982,0.0315870752271041
NefNPC,9,10,0.134309297698728,0.0877063071642025,0.0448525178765375,0.0311544654304839
NefNPC,9,10,0.133578700330025,0.0888807352915298,0.0461707070429622,0.0315283792497014
NefNPC,9,10,0.1340509049869,0.0891460760987626,0.0449358792427582,0.0315720404693452
NefNPC,9,10,0.135477051909183,0.0892399867011785,0.0448591794064045,0.0310735801151373
NefNPC,9,10,0.133307934020669,0.0887064481435415,0.0461405692308858,0.0311582311915082
NefNPC,9,10,0.134162266391242,0.0876780722632614,0.0438085272184497,0.0312120374527493
NefNPC,9,10,0.134826671211955,0.0885194666051491,0.0450609894953776,0.0314152872386404
NefNPC,9,10,0.134939257396129,0.089013130381782,0.0449875305480546,0.0314674754168872
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefNPC,0,0,0.135556969169969,0.0869130937255282,0.0458107064810849,0.0306579337943885
NefOPC,50,100,0.143066456687468,0.0897343527770266,0.0477604746572902,0.0273287630226723
