Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,VerCL,VerMES,VerNL,VerPN,WP_CC
f6dmso_1_1_Count_052016,1.7194580281553085,1.2851789142042163,1.7147868035011748,1.306790447432827,1.6467647672894186,1.0076086154686774,1.707383703676762,1.1264443686325105,0.7978488092702756,1.7688403112358062,1.262038283674326,1.0697292456925327,0.87427826405076,0.8962220076138517,1.6472022845511138
f6dmso_1_1_Count_072016,1.7243304571903577,1.3367410634211632,1.696899304755952,1.3840033690916163,1.6364489989009654,1.1537063653361992,1.715470991393975,1.164969142105319,0.8528514713910248,1.756481970348398,1.3305269774975372,1.0995765584876505,0.9105769123847096,0.9203558202247463,1.6370547082511857
f6dmso_1_2_Count_072016,1.7266631347981234,1.2902285704830723,1.7007628864207613,1.377682222580515,1.6508868599900168,1.1197022892966888,1.7126138292005892,1.151765187032286,0.8292890614843975,1.7582520940750137,1.3264719005391987,1.0946433528016273,0.9076361849186079,0.9055401322898988,1.651780878163222
f6jq1_1_Count_072016,1.676350496845433,1.3086354448469621,1.649302441343791,1.3645621395853387,1.6020640143148757,1.0398721510216866,1.6990065650105142,1.1138227364121212,0.8353300711176891,1.747199672190532,1.2935531900451476,1.046852857982744,0.8936093069724982,0.9206898907285015,1.60416085955577
f6jq1_2_Count_072016,1.6927250402622942,1.3065924297924498,1.660760684159546,1.346087837359578,1.6126246599993677,0.9457774174108367,1.69879009986799,1.1167087414873649,0.8340794900807217,1.7445830449087283,1.2806023194137304,1.0626673787780712,0.8565740889482828,0.897965718022232,1.6146416560725183
f6jq1_Count_052016,1.6896269308168261,1.2702296067414993,1.681922558913637,1.3299387901828488,1.6114403890468962,0.8846264510408022,1.6926466232670025,1.123236146866836,0.7828539594031558,1.764612490114957,1.2338726787059426,1.0160362755991927,0.8505827278067829,0.8818691677992804,1.613149645684211
m6dmso_1_1_Count_052016,1.640979235215462,1.3321363026155255,1.5904522345013825,1.3723355400148043,1.5447266664317576,1.2134820328060165,1.726303033099188,1.1830255045903249,0.8935596353726025,1.7739685680630635,1.2927770655751438,1.1046648458795127,0.8775642437725727,0.9121988162763783,1.5470779904074607
m6dmso_1_1_Count_072016,1.7119541348732594,1.330818587216987,1.7009351080019672,1.3861201371896563,1.6279346617117982,1.1889661404757272,1.6807340598085088,1.1381312742257799,0.8857457411827172,1.7757527446297867,1.3261214676120245,1.0939612315079883,0.8712054840718718,0.913317757618868,1.6288194851881457
m6dmso_1_2_Count_072016,1.6590521469155042,1.30899779248003,1.610203814188256,1.3667285835385978,1.58098382096089,1.248321082171748,1.7013948120434377,1.1740204874972846,0.9683704698378798,1.7653224311610285,1.3455844501727234,1.1205797899049657,0.8969556896139432,0.9252100352567759,1.5837777350461248
m6jq1_1_Count_072016,1.546374192555916,1.313489442109749,1.6130113867174465,1.312086267002321,1.5624330494613292,0.9777845520543388,1.6411241575658293,1.1466283226848653,0.7969863751772062,1.7625175486644256,1.2870490033591717,1.0522973894288807,0.8359591132659716,0.9236911873683925,1.565064439691166
m6jq1_2_Count_072016,1.573936209784171,1.2532075470197155,1.5200259866964647,1.3198209466246715,1.506436269093332,1.0373027448244982,1.624351567365569,1.13810884657814,0.819741071834646,1.761408641815601,1.3049845998402358,1.0390344096202535,0.7757527446297866,0.9265712978897107,1.5104623422746501
m6jq1_Count_052016,1.5586581219936608,1.2619631676552652,1.5080478977510867,1.2991219405144776,1.4998082833533397,1.0271364703139434,1.6325453810908435,1.1397604782869715,0.7923758732747423,1.7654848733484356,1.2500113279304819,1.017687522598619,0.8094733558484009,0.8969384943576992,1.5045493461409911
