Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,PD-L1,VerCL,VerMES,VerNL,VerPN,WP_CC
ACH.000027,0.3303722858024746,0.354512666298779,0.44894706712429744,0.33347623924738673,0.39759966028928706,0.29279158334633076,0.5430273551956332,0.17613456539248418,0.11941160946481962,0.6369736337184193,-0.2571023711660692,0.26919202003383136,0.22609513220351932,0.12084412413721009,0.042358598957296115,0.39344654948090396
ACH.000036,0.2841278525998823,0.3364664460950565,0.4208002004121058,0.41570237899292506,0.3650220048687206,0.11505603648440565,0.6212411843760741,0.12465455985898004,0.05895750243294598,0.6081345387783736,-0.23389435619386942,0.23105048854168334,0.3098068553303893,0.12438682854061993,0.0024337169472730315,0.36395126540231065
ACH.000075,0.3379516960620236,0.3397440039047527,0.48041059937801944,0.3808453480150537,0.4052640613250949,0.1676394535583009,0.630595463156044,0.09664079521627034,0.013879471647532617,0.6176830149323124,-0.23016705907789228,0.1660977462244072,0.3368261993219593,0.1328465245193766,0.015195917889131178,0.4041112265016107
ACH.000098,0.39729787300405783,0.33011370817193453,0.5317117961172768,0.3742156909876367,0.45489647794112187,0.08540773422655668,0.5643190056464371,0.07099537534815183,0.0180237596780933,0.6117673959855937,-0.252351225605283,0.1573524062706872,0.2799298186819256,0.11663524627129776,0.011519837185566937,0.4528533675576608
ACH.000102,0.43464876302810185,0.3344773339943619,0.5287405158262383,0.35424139526212545,0.4549321492768218,0.1177809966108405,0.5527990514186957,0.10699221555350531,0.03166618645567161,0.5930924887606046,-0.09223659164856357,0.2191055297934163,0.32254315255555827,0.1168067177793097,0.020954017630857056,0.4506849834410807
ACH.000137,0.399122599241977,0.35408227457808905,0.4573795779833836,0.3616975638763309,0.4084064439391257,0.18368469256132544,0.5886057292309487,0.10041608304224073,0.031633185969227755,0.6001333721299519,-0.11388737731660407,0.17807164768989955,0.30792017347857725,0.1678470800457104,0.012356385442419696,0.40740871328626505
ACH.000152,0.457993454311353,0.33377961481038215,0.5242839733648391,0.363858268528834,0.44628335176429534,0.06912319883176304,0.5311958953382175,0.12388804469596315,0.014554699967483516,0.6053634510503607,-0.20306885211864772,0.19426937171834371,0.26888871590724867,0.09576472382206279,0.012024463010701994,0.4440678276164272
ACH.000200,0.46639123358411627,0.3444882681658276,0.5093645266129565,0.3742633844998175,0.4495930425329546,0.2582511977620091,0.5436518665926318,0.18145025667356118,0.1184560924622072,0.6104837376165122,-0.2183335051811206,0.24992892194606964,0.29587198493994316,0.13929046416403484,0.023041446030501,0.4485072714300062
ACH.000215,0.3392378173049601,0.3763875638162612,0.5033497996841382,0.3691832899594338,0.4225691039724328,0.15376008286846335,0.5550591772961401,0.11530642218327272,0.04723549609121397,0.6237175088062179,-0.1319749234944537,0.19784483336370984,0.30520134889008216,0.10676555727302794,-0.007055426330888178,0.42022326466981275
ACH.000231,0.45991926263689065,0.32267730463257344,0.5262095565787634,0.3911035775268492,0.44745919248535354,0.12700561257677156,0.5635586688098007,0.17791132751683317,0.05672117654449384,0.5933996769877332,-0.07027067101466931,0.2149972300613111,0.2623074810295457,0.1127827567667795,0.05213695600475425,0.4443150421709091
