Name,BIOCARTA_CC,FAO,G2M,GLYC,KEGG_CC,NefAC,NefMES,NefNPC,NefOPC,OXPHOS,PD-L1,VerCL,VerMES,VerNL,VerPN,WP_CC
CGGA_1001,0.3610435219255287,0.38566466339255573,0.26587442832930874,0.3819217495361393,0.3125132650608903,0.6686985981913983,0.6396852726873556,0.38127721990318686,0.5454585341368728,0.5807713821548158,0.33933138900069537,0.3113304383704328,0.5290571542909184,0.2682210624876265,0.23212936283300883,0.31812086019978286
CGGA_1004,0.2555254652069451,0.40768378915929737,0.21405844422372983,0.3383753726597239,0.2794261421011329,0.7049015181204474,0.5785705853967051,0.3537971273879569,0.5107668654105878,0.5934056313127222,0.2710011428772854,0.3004708074656132,0.4271859839253605,0.31516971473861005,0.19755687949351186,0.28399384193252325
CGGA_1005,0.25988730186496595,0.3969930468398969,0.31774884254932323,0.32375846471706526,0.3127222654550623,0.7090955229267994,0.43426567815059025,0.6069088839031727,0.641990937520819,0.6041335926706533,-0.09550023338623667,0.3216356462350466,0.06298728704673508,0.45401902738762295,0.457754891065194,0.31304008130506866
CGGA_1006,0.4612222594666166,0.37461090067946684,0.4269980218394552,0.37512757018089793,0.43763618553691186,0.6416805341368989,0.6087274404420985,0.355193544011523,0.35418972680685695,0.6011396451197593,0.0874944567995234,0.41171933332801713,0.3796108356925562,0.17142965994771248,0.2046468965893736,0.43791800036779105
CGGA_1007,0.39242693180196697,0.41025207265427777,0.3854599416980829,0.3944646479120843,0.38152410024885036,0.7394478485580783,0.6208171947271198,0.46525546022002734,0.5499742278283719,0.5982799699405029,-0.010582151162604364,0.41053258683250216,0.3189919346619912,0.30359186274613514,0.3008511454129533,0.383333181210594
CGGA_1008,0.3722805057949323,0.39402578005520894,0.4333321493484808,0.39113419415360917,0.41288942883210833,0.7345852130484454,0.6205363430440775,0.4210885828768549,0.5155486138124716,0.5966317519207758,0.030605438092277528,0.5051355085619205,0.27172999209339693,0.1674577789232221,0.2782845030569862,0.4146566349272439
CGGA_1011,0.32699935874459884,0.4024059253922008,0.28825512247271323,0.3735354175591668,0.3292380355622721,0.7303103490170018,0.6151293103482347,0.374547281216988,0.48924958505224586,0.5990868135375249,0.2692161651010482,0.3392029530822428,0.4410329722606008,0.2917655646991948,0.2384225191517795,0.33312962985810185
CGGA_1013,0.2882555696906291,0.3910609131825422,0.27909542062868314,0.33956836902352466,0.31165593339401026,0.6861170512261812,0.47400295656153457,0.49527234844647333,0.6480911731047384,0.596812652949999,-0.024865105185042972,0.3205362093496795,0.17961448302468808,0.3339023107108754,0.4000141062333488,0.3144274770725616
CGGA_1015,0.3578330452830902,0.37938892526053386,0.3760055381415175,0.4069708375924357,0.3663136580440691,0.5316042410845209,0.6579403959011705,0.2506683195746993,0.26513775810163254,0.5669054889327589,0.3298771752780669,0.30339724705079935,0.5397601203866303,0.18792444277623815,0.09631463968767626,0.36694765922975875
CGGA_1019,0.32666137382669824,0.3874927906018237,0.2942378648042919,0.38165759386962367,0.32837070105024885,0.7109358216901426,0.648076706895068,0.41290832010076345,0.5037259278481109,0.5967319562740332,0.07394856790707185,0.40100246806213324,0.4078122263840884,0.2730701268061846,0.22689023086104088,0.333863539365697
