	NefMES	NefAC	NefOPC	NefNPC	VerPN	VerNL	VerCL	VerMES	OXPHOS	GLYC	FAO	G2M	KEGG_CC	WP_CC	BIOCARTA_CC	PD-L1
NefMES	0.0	9.426096095627847e-21	2.5996596709007274e-09	5.758027222521578e-17	2.0016264259738585e-27	8.884865709172871e-20	0.010949330788041048	1.5286671802505073e-23	3.733208434422599e-13	8.240350740689522e-17	9.378731620685213e-26	7.324630245965216e-19	0.0010342657368635278	0.02245082063737665	0.1121203636301407	0.18574111471698895
NefAC	9.426096095627847e-21	0.0	3.5752966218076606e-59	8.77352284295553e-11	2.1095096871639283e-09	1.4777325169408595e-07	0.0024670226593313423	4.208571294092687e-11	2.2397450057961763e-13	6.400731287884738e-16	2.7290903108097475e-15	5.422010968554096e-25	1.791966812144372e-10	7.260349083486743e-09	0.6166497567479663	0.06669022076391508
NefOPC	2.5996596709007274e-09	3.5752966218076606e-59	0.0	0.0001287709543833098	0.01602625042313271	1.0656736894784976e-09	0.16515658879509248	0.0007681481056235183	1.0950585051671956e-40	2.2565900892767133e-22	5.898071821884198e-23	5.979351404522235e-31	1.1620957953179768e-17	5.943153962423837e-14	0.386674003794102	0.028228725132252136
NefNPC	5.758027222521578e-17	8.77352284295553e-11	0.0001287709543833098	0.0	8.813739976847289e-85	0.0008046835697390747	0.0004211072534442845	1.012527045945519e-19	0.30588094302406293	0.0021191649991640945	6.810202988858246e-20	4.894996308975223e-22	2.8472733213472254e-06	7.978114716112629e-06	0.00952195599099345	0.006167942758103828
VerPN	2.0016264259738585e-27	2.1095096871639283e-09	0.01602625042313271	8.813739976847289e-85	0.0	3.9439768517171645e-07	8.316449091728599e-07	1.4471314893190265e-18	4.776103430497521e-05	1.6849065754938972e-09	1.1721348844554922e-28	1.9138580117597178e-32	0.00017951229424610396	0.0016454110950248524	0.3920499749686015	0.009902652626259036
VerNL	8.884865709172871e-20	1.4777325169408595e-07	1.0656736894784976e-09	0.0008046835697390747	3.9439768517171645e-07	0.0	0.0138735767916053	0.8539678528909237	1.9379624245279903e-40	2.2575226157294585e-08	3.4504184887892505e-14	1.9999498421794543e-10	0.04901639842660369	0.4007796986380555	0.058185034213618876	0.3181748029885603
VerCL	0.010949330788041048	0.0024670226593313423	0.16515658879509248	0.0004211072534442845	8.316449091728599e-07	0.0138735767916053	0.0	1.6473234479594717e-08	2.6274117897169707e-09	0.44972272965292415	0.4246006238396871	0.00047496856455831756	0.04409113778226223	0.034575647690746135	0.6934601058862846	0.8011460986576914
VerMES	1.5286671802505073e-23	4.208571294092687e-11	0.0007681481056235183	1.012527045945519e-19	1.4471314893190265e-18	0.8539678528909237	1.6473234479594717e-08	0.0	0.03970072378082459	0.003868935289102651	8.627091186311913e-11	7.361673572555626e-21	2.791018871732295e-08	3.551496737622291e-07	0.3068567713014775	0.14237019604362433
OXPHOS	3.733208434422599e-13	2.2397450057961763e-13	1.0950585051671956e-40	0.30588094302406293	4.776103430497521e-05	1.9379624245279903e-40	2.6274117897169707e-09	0.03970072378082459	0.0	1.732460889958259e-45	2.2247405785077984e-36	1.8254905060721408e-13	0.010630011703524038	0.41873127036003177	0.04762270901306321	0.0801244022706478
GLYC	8.240350740689522e-17	6.400731287884738e-16	2.2565900892767133e-22	0.0021191649991640945	1.6849065754938972e-09	2.2575226157294585e-08	0.44972272965292415	0.003868935289102651	1.732460889958259e-45	0.0	1.2388284870544132e-36	3.6437812187318016e-07	0.20493556273483468	0.9211798913966023	0.03486890909230855	0.13554704661446787
FAO	9.378731620685213e-26	2.7290903108097475e-15	5.898071821884198e-23	6.810202988858246e-20	1.1721348844554922e-28	3.4504184887892505e-14	0.4246006238396871	8.627091186311913e-11	2.2247405785077984e-36	1.2388284870544132e-36	0.0	5.78125712348409e-30	1.792295774403918e-05	0.0013156337609144452	0.9688105436648364	0.42246394841404666
G2M	7.324630245965216e-19	5.422010968554096e-25	5.979351404522235e-31	4.894996308975223e-22	1.9138580117597178e-32	1.9999498421794543e-10	0.00047496856455831756	7.361673572555626e-21	1.8254905060721408e-13	3.6437812187318016e-07	5.78125712348409e-30	0.0	4.1473989593855105e-48	6.387378239811932e-41	1.3846816216233775e-06	0.6398328781706558
KEGG_CC	0.0010342657368635278	1.791966812144372e-10	1.1620957953179768e-17	2.8472733213472254e-06	0.00017951229424610396	0.04901639842660369	0.04409113778226223	2.791018871732295e-08	0.010630011703524038	0.20493556273483468	1.792295774403918e-05	4.1473989593855105e-48	0.0	0.0	2.2651900729922836e-26	0.15078124725523612
WP_CC	0.02245082063737665	7.260349083486743e-09	5.943153962423837e-14	7.978114716112629e-06	0.0016454110950248524	0.4007796986380555	0.034575647690746135	3.551496737622291e-07	0.41873127036003177	0.9211798913966023	0.0013156337609144452	6.387378239811932e-41	0.0	0.0	3.796419700251881e-28	0.21301764327859005
BIOCARTA_CC	0.1121203636301407	0.6166497567479663	0.386674003794102	0.00952195599099345	0.3920499749686015	0.058185034213618876	0.6934601058862846	0.3068567713014775	0.04762270901306321	0.03486890909230855	0.9688105436648364	1.3846816216233775e-06	2.2651900729922836e-26	3.796419700251881e-28	0.0	0.03764447009822826
PD-L1	0.18574111471698895	0.06669022076391508	0.028228725132252136	0.006167942758103828	0.009902652626259036	0.3181748029885603	0.8011460986576914	0.14237019604362433	0.0801244022706478	0.13554704661446787	0.42246394841404666	0.6398328781706558	0.15078124725523612	0.21301764327859005	0.03764447009822826	0.0
