""	PC1	PC2
5S_rRNA	0.000777969598633644	0.00793613835934739
5_8S_rRNA	0.00134308398310871	0.011938085289116
7SK	0.00110176335169778	0.0101495169437621
A1BG	0.00549147491443343	0.00235037731000526
A1BG-AS1	0.00473271119228063	0.000745648964264873
A1CF	0.00577272673111032	-0.000292280030346121
A2M	-0.00232696939285136	0.00178103032198605
A2M-AS1	0.000716405308699901	0.00410592364456589
A2ML1	0.00110672221391554	-0.000153766722727172
A2ML1-AS1	-0.000224429236615879	0.00126822126580263
A2ML1-AS2	0.000748432285149245	0.00279526726872534
A2MP1	0.0025889807160698	0.00283204902925565
A3GALT2	0.00607637106243387	0.0026024781169284
A4GALT	-0.00219366265144154	0.00234288640979264
A4GNT	0.00263466484803937	0.00479527617064696
AA06	-0.000864292695986408	-0.000485248932903468
AAAS	0.0106013800027986	-0.00534203776185392
AACS	0.0063997199980194	-0.0018921110901587
AACSP1	0.00463214343630335	0.00136023953019758
AADAC	-0.00230984604516847	0.00296894888567744
AADACL2	-0.000175864142230487	0.00103426114884697
AADACL2-AS1	-0.000507295442729459	0.000315931605186092
AADACL3	-0.000110202321753754	0.00543772206493345
AADACL4	-0.00119746415412075	0.00155828071665476
AADACP1	-0.00355324341565555	-0.000244960892002675
AADAT	0.00940729397613098	-0.00446717007491541
AAGAB	0.000837957309562288	-0.0103516747460267
AAK1	0.00857156568011907	0.00515301362331215
AAMDC	0.000124418208473374	-0.00817910448680213
AAMP	0.00499532113258522	-0.00958984843716437
AANAT	1.83391482585768e-05	0.00784383245405167
AAR2	0.00564624724673139	-0.0106268821106659
AARD	-1.02410095202686e-05	0.000949848388823362
AARS1	0.00825077979611815	-0.00620705688917227
AARS1P1	0.00345949689486341	0.000910931617107723
AARS2	0.00744714190285633	-0.00106734443973013
AARSD1	0.0101421833639642	0.00429650782183079
AARSD1P1	0.00825985396741837	-0.00130076671110447
AASDH	0.00410295837979188	-0.00258674040226235
AASDHPPT	0.00767568288658087	-0.00901816158741333
AASS	0.0101384271046884	-0.00382930979892997
AATBC	0.00380659123564216	0.00423939004344415
AATF	0.00832738795527786	-0.00633088603796495
AATK	0.0051347673884795	0.00753258044294091
ABALON	0.0029052075448012	0.00650033338637
ABAT	0.00756879012478763	-0.00401523610295421
ABBA01000935.2	0.00298186648099755	0.00124229994968021
ABBA01006766.1	-0.00153656126700555	0.00244922017581662
ABBA01045074.1	0.00162600118477081	-4.20270489892488e-05
ABCA1	0.00184116196789529	0.00147243915695033
ABCA10	0.00225406301412127	0.000278404431412412
ABCA11P	0.00584113085839153	-0.00186470622854562
ABCA12	0.00215671158427272	0.000884879194941882
ABCA13	-0.00228514933249763	0.00363103959881899
ABCA17P	0.00182676566845554	0.00298566161588041
ABCA2	0.00545331979278637	0.00704677088807291
ABCA3	0.00900868616029561	-0.00181948286225007
ABCA4	-0.000327168285206115	-0.000620884974749527
ABCA5	0.00342047617970848	-0.000417878562026041
ABCA6	-0.00117752312633119	3.60545032682129e-05
ABCA7	0.00558685157236718	0.00505099829804563
ABCA8	0.000329337870953925	-0.00086050813257634
ABCA9	4.73286422267346e-06	0.000145098768304375
ABCA9-AS1	-0.000620746599604565	0.00290251702196334
ABCB1	0.00291744686314357	-0.00248434348630857
ABCB10	0.00696552510099884	-0.00774418312324215
ABCB10P1	0.00271802189008493	-5.99336285259823e-05
ABCB10P3	0.000380113386058961	-0.000534362387766329
ABCB10P4	0.000783475012157218	-5.90423989490769e-05
ABCB11	0.00132083939594692	0.00118770728496243
ABCB4	0.00206235232822382	-0.0018615965975074
ABCB5	0.00123652510155447	0.00134061224737893
ABCB6	0.0106365473833735	0.00043352342457055
ABCB7	0.00382534844928167	-0.0118802017177498
ABCB8	0.00186587233143556	-0.00194687046639444
ABCB9	0.000620630321113796	-0.000351309057409916
ABCC1	0.00584703842207529	0.00273467934604878
ABCC10	0.0103769029241446	0.00172270080355671
ABCC11	0.00490508810835605	0.000543968684449592
ABCC12	-0.000244523280841052	0.00207536850833548
ABCC13	-0.000953122586545084	0.00315669586156792
ABCC2	0.00420787117072492	-0.00108631503421081
ABCC3	-0.00152642039000783	0.00416945475733035
ABCC4	0.00260529444963824	-0.00436068093008647
ABCC5	0.0110311358205764	0.00287577225138319
ABCC5-AS1	0.00303223444970087	0.0102167031005948
ABCC6	0.00178366206481414	0.00288309115103323
ABCC6P1	0.00179203147398294	-0.0021416584192977
ABCC6P2	-0.00241986786041352	-0.00370571246268586
ABCC8	0.00683101885207306	0.00258345084890945
ABCC9	0.0019516960343229	0.000773163448646438
ABCD1	0.00264231508740041	0.00201727554339665
ABCD1P2	-0.000824322702256821	-0.000613909382562442
ABCD1P3	-0.000208667412426617	0.000730229495503938
ABCD1P4	-0.00118955403114807	-0.000399166744689909
ABCD1P5	-0.000131546844402332	-0.000114393634960558
ABCD2	0.00188684808415347	-0.00599446766679878
ABCD3	0.00199978377533967	-0.012346632938698
ABCD4	0.00538540471065485	-0.00477560151686146
ABCE1	0.0046796908409174	-0.0119561075787456
ABCF1	0.00930795783525853	-0.00678579899880264
ABCF2	0.00326524810186114	-0.00755027756026174
ABCF2P1	0.00248886848245437	-0.00676302581059742
ABCF2P2	0.00288969277103717	-0.00343440238900276
ABCF3	0.0087888240242382	-0.00471864628690312
ABCG1	0.00059259076914757	0.00533505078464697
ABCG2	0.000791931588441141	-0.00436017642764806
ABCG4	0.00631631643524454	0.00481166748380048
ABCG5	0.00290128063545127	-0.00045739104855034
ABCG8	0.00560727358181096	0.001806735481396
ABHD1	0.000464100925487014	0.00106515026451177
ABHD10	0.000374736952771392	-0.00844575994464212
ABHD11	-0.00209434689646424	-0.00273427520845946
ABHD11-AS1	-0.00268731566089825	0.0025146038149012
ABHD12	-0.00156980802754311	-0.00138927371420769
ABHD12B	-0.000983257396878344	0.00597655010694986
ABHD13	0.00149879729989464	-0.00915030865758962
ABHD14A	-0.00055620484072388	-0.00145497672563395
ABHD14A-ACY1	0.000709987926974881	-0.000696289572333408
ABHD14B	-0.00326669541044768	0.00207230968115599
ABHD15	0.00027045615907922	-0.000317520754160901
ABHD15-AS1	0.000354003015389494	0.00889068822090705
ABHD16A	0.0108784295779063	-0.00225467731775084
ABHD17A	0.00333416270985527	-0.00302070969520667
ABHD17AP1	6.64433019669752e-05	-0.0033708426465891
ABHD17AP3	-0.000115968087721558	-0.00329510366379274
ABHD17AP4	-0.000158191850875598	-0.000815875396221877
ABHD17AP5	-0.00151405332493926	5.3481991514509e-05
ABHD17AP6	0.000808780213031685	0.000709394319320014
ABHD17AP7	-0.000137762365791846	0.000199857216648446
ABHD17AP8	0.000867461237708564	-0.000672095226459353
ABHD17AP9	-0.000442046673735677	0.0018018346108935
ABHD17B	0.00556357814969113	-0.00577985818548745
ABHD17C	0.000456916261863446	-0.00555869079987931
ABHD18	0.00642063854761891	-0.00317716338869694
ABHD2	0.00479947762951787	-0.00268264695366642
ABHD3	-0.0002326406725791	-0.00421811139930902
ABHD4	0.00269530764184804	-0.00542708463136908
ABHD5	0.000384463722753771	-0.00831418638279424
ABHD6	0.00202793825946308	-0.00135073267500533
ABHD8	0.00177697514241478	-0.00316466240540659
ABI1	0.00295525967893783	-0.00331394574798799
ABI1P1	-3.18941502538932e-05	0.000729758341186528
ABI2	0.009184401673482	-0.00729808345851257
ABI3	-0.0050263997867726	0.00345409679901322
ABI3BP	0.000693499898525883	0.00347632886349268
ABITRAM	0.00166150407830008	-0.00678220185163982
ABITRAMP1	0.00345574469604818	-0.00149135567057304
ABL1	0.0095626706086358	-0.0051737333273385
ABL2	0.00527321713140192	0.00119259217967135
ABLIM1	0.00737715602062098	-0.00161925515724811
ABLIM2	0.00437365777517601	0.00259743203546493
ABLIM3	0.00154076984546164	0.00563088683234803
ABO	0.00527009718103241	0.00632280525063231
ABR	0.00664925511091507	0.0016498367147067
ABRA	-0.000832979414655803	0.00199655344799813
ABRACL	-0.00425535118594461	-0.0021314338419084
ABRAXAS1	0.00217157782407322	-0.0102089743050243
ABRAXAS2	0.00617967828627637	-0.00823439317219491
ABT1	-0.00078895335142038	-0.0118149935018196
ABT1P1	0.00456167878525685	0.00829154729630248
ABTB1	0.00178830168848039	0.00457101109762356
ABTB2	0.00506122135291952	-0.000544081011645211
AC000032.1	0.00172055346012741	0.000678288126616169
AC000036.1	0.00656056084000042	0.00550673305603731
AC000050.2	0.00469370899585245	0.00163016364278624
AC000058.1	0.000915726217319814	-0.000860463711790391
AC000061.1	0.00135847927988706	-0.00199539156161556
AC000065.1	0.00293953776777143	0.00817987460757012
AC000065.2	0.00444587611022225	0.00984479409017246
AC000067.1	-0.003083001261286	-0.00240877286292916
AC000068.1	0.00778311362362303	-0.00070651191833873
AC000068.2	0.00718827071750006	-0.000959897677126285
AC000072.1	0.00733517220926053	0.00152550281169045
AC000077.1	-0.000535175468032983	-0.000946158158687203
AC000078.1	0.00716813275600723	0.0029551736579899
AC000081.1	-0.000347862223786069	0.000444863455105745
AC000081.2	0.000929846498101757	-0.000783722926746588
AC000082.1	0.00250207325492183	2.02510199048923e-05
AC000085.1	0.000115251902445861	-0.00142539762604954
AC000089.1	-0.00169301080551216	-0.00782571189578314
AC000093.1	0.0102603406844307	0.00454150641585877
AC000111.2	0.00115972045478289	-0.00264999847435901
AC000113.1	0.00137287324796029	-0.00229850274507055
AC000120.1	0.00475400657962614	0.00138525059294863
AC000120.2	0.00151791179579424	0.000272902491342204
AC000123.1	0.00930366102861327	0.00154819853019362
AC000123.2	0.00842560932178505	0.00272170989903328
AC000123.3	0.00727408911822034	0.0029588984530837
AC000124.1	0.00253510018154438	0.00213492135989395
AC000362.1	0.000563498223511946	0.000649038747698316
AC000367.1	0.00271228866087688	-0.0036567647832312
AC000372.1	0.00308320361838305	-3.09934550234739e-05
AC000374.1	-0.00101667147748285	0.00154952686572939
AC000403.1	0.0011687919421739	-0.000860035987928914
AC001226.1	0.00668630422081063	0.00262726194684882
AC001226.2	0.00793806195777447	0.00600703406508777
AC002044.1	-0.00276455636145797	0.00649454078093593
AC002044.2	-0.000287484692160788	0.00763333538516475
AC002044.3	0.00317154615105109	0.00977817594087288
AC002056.1	0.00116794490923875	-0.00448837267110673
AC002056.2	0.00320428532493063	-0.000815795970913889
AC002057.1	0.000796340192825765	0.000325510162324349
AC002057.2	-0.000996740921761701	0.000583632905434707
AC002059.1	-0.000769895211721058	0.00836202379521682
AC002059.2	0.00214101930699834	-5.26155891294404e-05
AC002059.3	-0.0018421315986993	-0.00392713567945129
AC002064.1	0.00152853583318121	0.00101663330793032
AC002064.2	0.00567898863795476	-0.00115011954379975
AC002064.3	-0.00164985575559184	0.000152615745767832
AC002066.1	-0.00406595052577826	0.00208173653270581
AC002069.1	0.00031634023650179	0.000637557447686693
