""	PC1	PC2
AL627309.1	-0.000831738229102575	0.000755271419343019
AL627309.5	-0.00269240092479725	-0.00561019325439458
AP006222.2	-0.00449507363435531	-0.00740219573772348
AL732372.1	-0.00377900358190932	0.00912202225031868
LINC01409	-0.00557745234484299	0.000402479291612767
FAM87B	-0.00409835771760813	0.013323229816811
LINC01128	-0.00872783989671886	0.00518778477904144
LINC00115	-0.00296603118415005	0.000988831178736308
FAM41C	-0.00571452587982842	-0.000530754820201424
AL645608.2	-0.00587627418104397	-0.00473516896624036
AL645608.4	-7.01170161083075e-06	0.000639215211614521
LINC02593	0.00130795217178213	0.00240529182814011
SAMD11	-0.00300871804416506	0.0101432017830251
NOC2L	-0.0093541063393865	-0.000104553228069511
KLHL17	-0.00441065074689452	0.00385785660921338
PLEKHN1	-0.00329635864136485	0.0119046662963633
AL645608.7	-0.00434578291278499	0.00641909846906257
HES4	-0.00691350582787515	0.0173321743430564
ISG15	-0.00788318986730317	-0.00271316285225161
AGRN	-0.0086172420527217	-0.00425829927339812
AL645608.8	0.000765687906856847	0.00116322953675959
C1orf159	-0.00823920177740658	0.00406298038057153
AL390719.3	-0.00181166303872603	-0.00216119080236115
LINC01342	-0.00173762929248604	-0.00381717064175992
AL390719.2	0.0010803973434258	0.00107526976232596
TTLL10	0.00045169608600849	0.00192509711391024
TNFRSF18	-0.00448345347498539	-0.00159759445011377
TNFRSF4	-0.000144312643876709	0.00284261037218362
SDF4	-0.0100047761653228	-0.00104654344907593
B3GALT6	-0.00930189413396885	-0.000129759074615989
C1QTNF12	-0.00324044450251261	0.00424044504077906
AL162741.1	0.0014117943175682	0.00653969000846938
UBE2J2	-0.00993806954675794	-0.00122324865149378
LINC01786	-0.0042504651265515	-0.00139971611968506
SCNN1D	-0.00473445662859294	-0.00490657967995968
ACAP3	-0.00835006868034574	-0.011925382765232
PUSL1	-0.00888516798443771	-0.000862780588492371
INTS11	-0.00978553173172072	-0.000391866279179278
AL139287.1	0.000501773258578553	-4.38023485823274e-05
CPTP	-0.00871896076659133	-0.00113688389359013
TAS1R3	0.00201499767488302	0.00212861879204274
DVL1	-0.00753133505016695	-0.00335938082704963
MXRA8	-0.00890682666179487	0.00464876633439698
AURKAIP1	-0.00977356941006522	0.00282563043129766
CCNL2	-0.00917674402086941	-0.00478887723672932
MRPL20-AS1	-0.0091073357846017	-0.00596252146936801
MRPL20	-0.00986143626568689	0.000261038517710681
AL391244.2	-0.00400871352649888	-0.00521507167301867
ANKRD65	-0.00841193175505688	-0.0125916085199479
TMEM88B	-0.0019923330773143	-0.00248035899346626
LINC01770	0.000942168074668282	0.000477889803521365
VWA1	-0.00860397147318432	-0.0109078036494728
ATAD3C	-0.00794054616807674	-0.00843776731889185
ATAD3B	-0.00778336200512676	0.00393811142402934
ATAD3A	-0.00901236925633833	0.00578665794533551
TMEM240	-0.0071996528863315	-0.00472888608664851
SSU72	-0.00992516651334442	0.0030920579060344
AL645728.1	-0.00513176129101139	-0.00228321656898139
FNDC10	-0.00446981481127457	0.0154757765410935
AL691432.4	0.000317955622167243	0.000757877534029076
AL691432.2	-0.00814440143873052	-0.00792274309385307
MIB2	-0.00868539688093708	0.000173992971750385
MMP23B	-0.00556265692800323	-0.00137834227278021
CDK11B	-0.00991266297803772	-0.00105098059389802
FO704657.1	-0.00534403984474672	-0.00181682893197798
SLC35E2B	-0.00916352330830827	-0.00545327615201354
CDK11A	-0.00879162113827356	-0.0051923004306479
SLC35E2A	-0.00708339146839274	-0.00636571138390181
NADK	-0.00941271982114041	-0.00160437093990399
GNB1	-0.00985683969451657	0.00368091040206304
AL109917.1	-0.00262240067800118	0.0134630273729956
CALML6	-0.0040469210018645	-0.00450126094479369
TMEM52	-0.000464150316814721	-0.00245382460473786
CFAP74	-0.00148830986616759	0.000967675128622754
GABRD	-0.00139278085599698	0.000622722225992871
PRKCZ	-0.00739925704072268	-0.00250552702649587
AL590822.2	-0.000680368138535631	-0.00485744072450272
PRKCZ-AS1	-0.00200457864223295	-0.00736443631425212
FAAP20	-0.00994174276280286	0.00250522632057363
SKI	-0.00923978600914993	0.000173887588627926
AL590822.3	-0.00579781172074295	0.00223877805570042
MORN1	-0.00786773652270564	0.00354514931441785
AL513477.2	-0.00340425216693735	-0.00464152377139844
RER1	-0.00973565339165235	0.00597215111549289
PEX10	-0.00960960619520255	-0.00388137956426377
PLCH2	-0.000395265420018483	-0.002507818978999
PANK4	-0.00844914745893398	-0.00596784300625483
HES5	0.000327867035554341	-0.00264025092315303
AL139246.5	-0.00517081836308607	0.00508213540826951
TNFRSF14-AS1	-0.00426027971652634	-0.00214628486630672
TNFRSF14	-0.00772802291644486	0.00981137536057289
AL139246.3	0.000609119803680806	0.00205013035381167
PRXL2B	-0.00845136737312966	-0.00370266329744314
MMEL1	-0.000671897740709238	-0.00818008247438616
TTC34	-0.00301835163038587	-0.00288714571743755
PRDM16-DT	-0.00397550909035302	0.000965240893767663
PRDM16	-0.00422557021005987	0.0046927544478677
AL590438.1	-0.00167457020515477	-0.000769712690507056
AL354743.2	0.00103029033584844	-0.00186692513599735
ARHGEF16	-0.00199636662300357	0.00797197424192751
AL512413.1	0.000390712771726458	0.00047883862296602
MEGF6	-0.00192230644729827	0.00969562946199765
AL513320.1	0.000233637153626116	-0.000718784623777185
TPRG1L	-0.0080883967128026	0.000327063559258697
WRAP73	-0.00924238346280829	-0.00439762977978798
TP73	-0.00295553157366557	-0.00339108420101453
AL136528.2	0.000689980903001547	0.00117354833262363
CCDC27	0.000867173779177781	-0.00160210291778661
SMIM1	-0.00237515046505468	0.00284641315398081
LRRC47	-0.00951792724452087	0.000738716849121939
CEP104	-0.009742800924096	-0.00214035598554631
DFFB	-0.0061258287997658	-0.00533298642978857
