""	VerPN	VerNL	VerCL	VerMES
CHST5	0.354412102008174	0.084842176424736	0.54498160571946	-0.162093455553401
KLRC4	0.725256181873964	0.551350090213296	0.359830483644049	-0.608639365437209
TRAPPC12-AS1	0.594266620079168	0.428923602294209	0.0841891915980419	-0.500249942683969
AC114811.2	0.349373777438441	0.0383694176038418	0.476399030227601	-0.118803094190736
ATP2B2	0.509118462548739	0.202921598110168	0.46544253640431	-0.368143139525614
AC007402.1	0.705480438812788	0.493578177854021	0.425735767196052	-0.587623523237297
BMPR1B-DT	0.464417561120169	0.188015958824365	0.246052495742736	-0.32232990780166
C8orf89	0.337116430436273	0.419834632245521	-0.0678261418786794	-0.27592374287575
AC005332.1	0.515217333938707	0.37762637821544	0.0669022453595343	-0.437283816008537
HPCAL4	0.525777843731193	0.39437856470837	0.274355887218158	-0.452665687398643
AL357078.2	0.503224545686113	0.465784817353577	0.209643914501495	-0.371995125528509
HBG2	0.281803282883611	0.108093408064997	-0.134897811203282	-0.196285121314149
ALKBH3-AS1	0.638262149992145	0.375671532571056	0.321387478257976	-0.499740575382196
SLC30A3	0.663598672047644	0.451635660200802	0.340798383141413	-0.578805180670182
NXPH3	0.706521060794855	0.520607324428787	0.413900410608216	-0.60313176956173
LINC00276	0.543436720894238	0.510542141798471	0.0395780891019346	-0.461524992212755
LHFPL3-AS1	0.635372362330703	0.632200686979156	0.134740594316734	-0.63242778436788
AL356056.1	0.611684320287826	0.642966842492233	0.111925322532209	-0.576612593090097
YPEL4	0.467546654958759	0.391729071427568	0.133976233407879	-0.346280139337847
AL022341.1	0.527960053662361	0.43047148061995	0.118459867544749	-0.408543948933062
C16orf54	0.530971846395861	0.764583324791959	-0.102239461661483	-0.508826266679763
AC090004.2	0.381429274501403	0.441103892896445	-0.0252479842814385	-0.29451345058261
KLRC1	0.539660681922917	0.642137935948938	-0.0974367357105806	-0.512682236369793
AL353708.3	0.145042284352564	0.157657696301434	-0.258068293786112	-0.100812095255489
LINC02267	0.639575867947409	0.549055345457172	0.095457434992848	-0.584057908952701
LINC00426	0.555599873755696	0.532481641791176	0.0529647530034305	-0.497120078604806
AL365295.1	0.19019066685701	0.00266731224549783	0.0461910349156179	-0.0346643880124945
LINC01798	0.529897941750521	0.467843062410649	0.131865608571614	-0.495484941327346
NKAIN4	0.817019224670324	0.751017032532241	0.260309599800566	-0.799932107328381
AL355297.4	0.671987319699095	0.447764638397507	0.355618330473219	-0.540649584793333
AC090625.2	0.600572185718998	0.617902536641689	0.09337081762104	-0.596352215781056
AL139289.2	0.160962752261693	0.121043860362871	-0.2525742567715	-0.0589758185186481
AC107241.1	0.653793913183226	0.600655525899709	-0.00350862158953387	-0.594457510919935
AF131216.1	0.365264717310259	0.16656290740586	0.121228269817269	-0.229077524531274
CYP4F12	0.324362389932212	-0.00636407210075157	0.47416191761171	-0.116005556348805
AL121928.1	0.526872471209901	0.269830318802803	0.340567946769567	-0.385941972154061
SNAI3	0.385556069141632	0.472248219214166	-0.0392564129995459	-0.311050423854512
TRGC2	0.468885097064835	0.49111800280268	-0.0566719147436556	-0.39541177777095
AC044802.1	0.584451606998349	0.443780091840758	0.187239369226628	-0.529885654770014
AC068987.1	0.269766606754669	0.186442978174147	-0.0568356613106738	-0.202010082766833
AC093675.1	0.642313912894289	0.407952633706069	0.33536298158062	-0.516311425127603
AL646090.2	0.634169384725071	0.589198067352712	0.200176257257733	-0.547841519079336
AL159156.1	0.657782224969035	0.557922829032839	0.267661641271302	-0.61675767850425
AC010491.1	0.389969600391164	0.0611878125483449	0.350265692577292	-0.254294849437406
PTCHD1-AS	0.427263231705295	0.171374388198569	0.295631315037336	-0.233253432341187
UNC13C	0.324070200358666	0.443804657311826	-0.157387390625236	-0.26114760833881
AC009148.1	0.192708268076585	0.142442810702898	0.361500367701682	-0.154072846634291
PRRT4	0.244058282302403	0.100680672313166	0.343121755992587	-0.124311473418146
AC006017.1	0.543074126655587	0.446262834454232	0.219286643066071	-0.421451723905576
AC010883.3	0.541570914327894	0.539705114510604	-0.0661880237292809	-0.47736299389813
