""	MES	NPC	OPC	AC
PURA	-0.0722954180829762	0.56245742052477	0.456083913103137	0.433297353109932
SON	-0.0621958031231337	0.590902675160257	0.459883406159644	0.434537923739887
SRSF11	-0.0840722522803791	0.586096254364794	0.460004324315238	0.443162001317394
U2SURP	-0.103906558913181	0.615779579423289	0.476464827886339	0.454328854060618
ORMDL1	-0.0610925382676923	0.573313272891252	0.465171210724696	0.435475596558076
PAFAH1B1	-0.0222397156189035	0.542912662866158	0.419145525256343	0.391635393333676
FAM133B	-0.0626416096051039	0.545795147709254	0.437583676290019	0.417263741363654
LUC7L2	-0.0481373699700971	0.534372088646872	0.419184776964549	0.403138973251434
CUL5	-0.070824488648006	0.570636445285019	0.459944136354382	0.435549551220223
HDAC2	-0.0729643838607391	0.565872107858518	0.438983814544596	0.41360016898415
RSRC2	-0.0401658114536509	0.565561106640797	0.444572468541617	0.420433218277358
HNRNPR	-0.096362370932562	0.552802977550499	0.441972517327604	0.424521721192196
RSBN1L	-0.110870345955349	0.626918327221349	0.502593572434914	0.480703827875246
YY1	4.87407857171304e-05	0.509701022365309	0.394321967784859	0.372356813682516
C5orf24	0.0132917448110795	0.527014939731557	0.400773496632116	0.377350033651637
FBXO9	-0.0397693482392979	0.5572270331332	0.434642057482395	0.414450994025976
APPL1	-0.120689234473846	0.561367349809498	0.472298362988414	0.454959441817329
PPHLN1	-0.0565474750616174	0.557220435955103	0.441516679377815	0.419119717204609
EIF4G2	-0.0192751130572348	0.530012799881112	0.400864381055491	0.376495714214369
MED4	-0.0647028508057805	0.555289149722117	0.432623320741237	0.412669545205042
TARDBP	-0.0413701125237371	0.563089333789411	0.437585272867559	0.414103000438553
PRNP	-0.0571537827217711	0.558278816116225	0.443194049766408	0.420501358988468
THRAP3	-0.0274935686563371	0.528929326343937	0.404778887943104	0.384708718341913
UPF3A	-0.0626451040001245	0.531058919533167	0.422132450717183	0.404142617845631
CSNK2A1	-0.0742817105352818	0.575329087351371	0.451914194801922	0.427728823105094
NONO	-0.0664205568270268	0.532703966559374	0.411864227949731	0.399923255846326
MAN1A2	-0.087885992832032	0.616408661022444	0.488642828508855	0.467218142515552
TERF1	-0.0814363939674935	0.553800326283192	0.451488390584352	0.432748672777407
CAPRIN1	-0.0490584141748568	0.5716800947608	0.449269539416782	0.419517355306581
PCBP2	-0.0518802887743947	0.509537930483021	0.401842390233252	0.382871811055394
TCF25	-0.0286469298817708	0.55707722597941	0.416941796389249	0.376886694890543
USP48	-0.0155274948941165	0.53927614165336	0.402988401541991	0.377762914547518
SRRM2	0.039565016502883	0.499186476062058	0.367438132432066	0.341400145210211
THOC2	-0.0624214024706217	0.606678154693393	0.470111142130604	0.447930314766111
AHCYL1	-0.078548728344466	0.574359964901224	0.463751702670904	0.443037829782824
UBXN4	0.00121529636476279	0.495273716843981	0.379786063128251	0.360455234173603
ZNF131	-0.0851090332581457	0.581977235427835	0.463064119984944	0.444641998283295
SRSF10	-0.0511143234107176	0.602469667176753	0.466402563621577	0.439136096279518
PAK2	-0.0270606251629337	0.511681561503271	0.381795069783645	0.359599197662713
KRIT1	-0.109199482901835	0.591843059218143	0.482485732659301	0.467095748302801
DHX36	-0.122762886801664	0.602585042483211	0.502773955572856	0.486006151220453
PABPN1	-0.145962235591028	0.635750141248164	0.508195872651288	0.484414725213704
NEMF	-0.0493891164898152	0.574708591120973	0.468381385924229	0.434725807743069
IARS2	-0.113293618529789	0.581370807152559	0.457057313292904	0.449009841964768
SRP19	-0.113857601836461	0.567934885791946	0.460245738888964	0.447938900134222
SLTM	-0.0325807450761113	0.552727817918746	0.414746893884784	0.386981340591078
RBM28	0.00784217552840225	0.546079308353071	0.405772862896267	0.383623708557305
LYRM2	-0.130944139143436	0.582368878863674	0.482390781481813	0.471231997913974
CHM	-0.068172303075628	0.603755544547894	0.468803304132315	0.450463209227477
YWHAZ	0.00147400209266063	0.529560847995265	0.373098421549666	0.348693099117267
