""	NefMES	NefAC	NefOPC	NefNPC
OR2L2	0.123374275595962	-0.327061204124961	-0.30606542321809	-0.320754125955274
HIGD2B	0.144885409293045	-0.28470349087713	-0.332250338961592	-0.462379211519532
AC139530.3	0.144885409293045	-0.28470349087713	-0.332250338961592	-0.462379211519532
THRIL	0.0149111558255141	-0.476697960167185	-0.435990701363599	-0.251324375690752
CDT1	0.520681605328375	-0.166837859357651	-0.100239211280804	-0.566594849386746
FUT1	-0.128413965268887	-0.380664573836717	-0.0963514469346739	0.310147924699257
AC006064.4	0.126390291057951	-0.42531064518319	-0.348431305621562	-0.223352813615172
BTBD16	0.123355953869056	-0.296511045255577	-0.195856916026871	-0.260544042082316
COMP	0.231218113740184	-0.334368613110482	-0.28896241735367	-0.343430516834375
AL512604.3	0.246069677150105	-0.20728179893202	-0.0611462953534097	-0.265298002819149
AC116036.2	0.292698848838038	-0.192479654572225	-0.130366662691935	-0.323803582863422
AL021328.1	0.168633725345599	-0.294867426009729	-0.261938808554361	-0.367084129911934
PHLDB2	-0.448351704321302	-0.45570347574509	-0.640059644318543	0.383984443927856
ATCAY	-0.500259562437408	-0.450776212651392	-0.249904000400969	0.555234777510465
AL035252.2	0.166678126338089	-0.0793934792471724	0.184395568566279	-0.0420760424197957
SGCZ	0.102798321757018	-0.121518908579608	0.176791301556722	-0.0587771267743747
NDUFA4L2	-0.0214001644855343	-0.678063411833016	-0.370482955038337	0.0336760734014762
LINC01547	0.0901519717033941	-0.208182224257147	-0.308901420715139	0.0329503584429657
OTC	0.414673403810058	0.0719535658242319	0.152874636020016	-0.273540687633022
AC090193.2	0.414673403810058	0.0719535658242319	0.152874636020016	-0.273540687633022
SLC1A1	0.160583545335233	-0.224610095558547	-0.0274650101297017	-0.220433869385288
ADARB2-AS1	0.0844327676176389	-0.308708830879282	-0.000714346048595778	-0.174915654590852
RERGL	0.1249282287661	-0.182757281646288	-0.230974386321093	0.0160753703328455
TMEM35A	-0.423841335218884	-0.458708397231472	-0.541512522533705	0.368573444580979
FSTL5	-0.139731410735614	-0.609743323390693	-0.479107630806844	-0.0756967756760712
PLXDC1	0.0867883974065842	-0.41504780885961	-0.10892630057215	0.0782064891890656
MEI4	0.106580724973155	-0.428887750002631	-0.380532328907165	-0.397621266323505
HS3ST2	0.229104226701727	-0.263363484550596	-0.052395503015047	-0.27144110768551
AC007785.3	0.142415222655232	-0.319695233328185	-0.29618466535714	-0.400471018770701
SOD2.1	-0.146965658282154	-0.471962290408444	-0.331371624398043	0.10458983160749
SLC28A3	0.293712132207832	-0.163925059411681	-0.00682401289405632	-0.201615636850806
PRR26	0.104554306351988	-0.125607585860412	0.136151488923028	-0.073124930237301
AL513218.1	0.309988263163987	-0.12407623463219	0.0399001457349777	-0.289583540565342
KDR	-0.0958683665901232	-0.138911406411346	0.0838604918986106	0.285841510011759
AC017100.1	0.16820027076333	-0.285867484973062	-0.252767149670284	-0.363444782162955
PTH2R	0.214267315522359	-0.315233315404086	-0.154939502368349	-0.322463353322389
LINC01719	0.178193205259908	-0.230169982587113	-0.155781926181928	-0.274310422014043
ZDHHC22	0.229858499962296	-0.257932626726257	-0.196753108927669	-0.38843298950161
SYT13	0.232780446196854	-0.227474563836621	-0.141689782529065	-0.330744919773904
EDDM3A	0.273269914613524	-0.218903217397644	-0.183341221087657	-0.377710405744368
WISP2	0.095089674003452	-0.356493865127249	-0.31138418098373	-0.368857276619527
ANXA13	0.19535623614888	-0.27490080451905	-0.205114775967601	-0.39207512126217
AC018512.1	0.210186364529184	-0.25321710701398	-0.180012128608233	-0.369049126023303
CDH8	0.141413937767071	-0.283181897705376	-0.170365292280772	-0.25276514593089
KIRREL2	0.227264489709686	-0.258065228695229	-0.243144930795729	-0.383370145077685
AC021683.2	0.21526491484679	-0.241622646136867	-0.163583558873913	-0.357373776397839
TMEM26	0.119573786176667	-0.349359158349698	-0.31785032998444	-0.388187321289498
AL162411.1	0.237115353948838	-0.230096754381352	-0.156088552174317	-0.348453580033959
NPIPA3	-0.216645453747042	-0.602335241093881	-0.543413074420698	0.233217966066392
SYCE1	0.282961032574041	-0.190978688860378	-0.0195172452152272	-0.208935680256791
