""	MES	NPC	OPC	AC
GSTK1	0.105637657361795	0.344827586206897	0.475095785440613	0.498631636562671
THRAP3	0.0596606458675424	0.386425834701697	0.474548440065682	0.517788724685276
SFPQ	0.0158730158730159	0.422550629447181	0.502463054187192	0.532019704433498
UBE2D2	0.0322933771209633	0.380405035577449	0.455391351943076	0.51559934318555
WASF2	0.114395183360701	0.371647509578544	0.48111658456486	0.507936507936508
TRMT112	0.0498084291187739	0.395183360700602	0.490421455938697	0.517788724685276
ATP6V0E1	0.0563765736179529	0.319102353585112	0.44280240831965	0.490421455938697
ATOX1	0.0262725779967159	0.375478927203065	0.457033388067871	0.505747126436782
ASPH	0.0629447181171319	0.354679802955665	0.471264367816092	0.513957307060755
SCAF11	0.118226600985222	0.359058565955118	0.48111658456486	0.520525451559934
H3F3B	0.0864805692391899	0.390257252326218	0.494252873563218	0.512862616310892
NSD3	0.153256704980843	0.373289545703339	0.497536945812808	0.506841817186645
GNB1	0.0853858784893268	0.370005473453749	0.486590038314176	0.503010399562124
GNB2	0.0186097427476738	0.37712096332786	0.450465243568692	0.515051997810619
CHMP3	0.0974274767378216	0.344280240831965	0.467980295566503	0.499726327312534
SMIM4	0.0952380952380952	0.363984674329502	0.458675424192666	0.501368363437329
PPIG	0.163656267104543	0.413793103448276	0.517241379310345	0.523809523809524
OS9	0.111111111111111	0.348111658456486	0.477832512315271	0.491516146688561
C9orf78	0.0755336617405583	0.392993979200876	0.460864805692392	0.507936507936508
TRIR	0.110016420361248	0.361795292829776	0.443349753694581	0.494252873563218
TMEM50A	0.0831964969896004	0.33552271483306	0.446633825944171	0.47400109469075
TMA7	0.013136288998358	0.33552271483306	0.431308155446087	0.488232074438971
RAB5C	0.000547345374931582	0.339354132457581	0.43951833607006	0.490421455938697
RNPEPL1	0.103995621237001	0.347016967706623	0.473453749315818	0.50191570881226
SON	0.0519978106185003	0.348659003831418	0.488779419813903	0.500273672687466
SMARCA4	0.0799124247400109	0.382594417077176	0.482211275314724	0.509031198686371
DNTTIP2	0.210727969348659	0.391351943076081	0.521072796934866	0.540229885057471
AKIP1	0.0415982484948002	0.447728516694034	0.512862616310892	0.547892720306513
DPY30	0.0749863163656267	0.382047071702244	0.47071702244116	0.495347564313082
ATP6V1G1	0.0919540229885057	0.406677613574165	0.475643130815545	0.515051997810619
RSBN1L	0.196496989600438	0.385878489326765	0.499726327312534	0.513957307060755
TMEM9B	0.00766283524904215	0.373289545703339	0.452107279693487	0.51559934318555
NDUFV2	0.0503557744937055	0.385331143951834	0.458675424192666	0.51559934318555
NOL8	0.053639846743295	0.359058565955118	0.488232074438971	0.511767925561029
LSM10	0.0246305418719212	0.403393541324576	0.445539135194308	0.517788724685276
GOPC	0.090311986863711	0.376026272577997	0.496989600437876	0.514504652435687
RAB7A	0.0454296661193213	0.461412151067323	0.505747126436782	0.548987411056377
ANKRD11	0.111111111111111	0.388615216201423	0.488779419813903	0.507936507936508
NUDT22	0.0793650793650794	0.391351943076081	0.477832512315271	0.519430760810071
PTPN2	0.18007662835249	0.407224958949097	0.542966611932129	0.538040503557745
JTB	0.0454296661193213	0.357416529830323	0.451012588943623	0.489874110563766
RAD23B	0.131910235358511	0.376026272577997	0.479474548440066	0.522714833059661
CD44	0.090311986863711	0.349206349206349	0.47400109469075	0.498631636562671
ATP6V0C	0.0673234811165846	0.327859879584018	0.461412151067323	0.495894909688013
NDUFB3	0.016967706622879	0.403393541324576	0.465790914066776	0.523809523809524
TIMM13	0.0284619594964423	0.441707717569787	0.475095785440613	0.525451559934319
KHDRBS1	0.153256704980843	0.293924466338259	0.425287356321839	0.467432950191571
GABARAPL2	0.125889436234264	0.424192665571976	0.49480021893815	0.531472359058566
RAB2A	0.0273672687465791	0.376573617952928	0.448275862068966	0.516146688560482
SDF4	0.0738916256157635	0.324028461959496	0.430213464696223	0.484948002189382
