""	VerPN	VerNL	VerCL	VerMES
GNAS	0.0706785568215422	-0.44525604461918	0.219574372049695	-0.0346736683714429
PCBP1	0.04780667807731	-0.344254285969063	0.207390885503836	-0.0145351982587861
GNB1	0.0933921378801775	-0.330505306653722	0.163682881673259	-0.0799876435425356
EIF4A2	0.0881337365499589	-0.396030202272525	0.211469329349452	-0.0559777222879716
ARPP19	0.0102657797420448	-0.320146151920376	0.203898320274117	-0.00547722079252841
PRRC2C	0.0253275433591372	-0.384822620109608	0.215599704522427	0.011166181467209
KDM5A	0.0359666414499796	-0.412335601267282	0.227382547137094	0.0265028831698115
SEC62	0.0827052094550997	-0.323821231842487	0.13497448414883	-0.0894628845563739
ATP6AP1	0.0386487231254123	-0.33963714683277	0.19145876005087	-0.0202896450499243
SAT2	0.0751474554596749	-0.344784002718237	0.235492295169576	-0.0429572088375354
SRRM2	0.118776965403151	-0.416307332929293	0.216385883519827	-0.0696049212233756
KTN1	0.0190769216025642	-0.349347872319163	0.153744097613991	0.00157101927240869
MLEC	0.108942522032658	-0.440084971384166	0.212895260858463	-0.0698971265775628
RBM39	0.0387773211088846	-0.488711078192049	0.230470324289797	0.0107344565821114
UBE2B	0.0321936569077032	-0.419413413057509	0.239555112131979	-0.00252330913994738
COX5B	0.0167341417566353	-0.226823710494681	0.149077055556781	-0.0393651852709944
SARAF	-0.0367549786014298	-0.36268425016041	0.19191314837322	0.042007120546753
H3F3B	0.0461063269625103	-0.392588446368774	0.181825520409766	-0.0166516473805307
KRTCAP2	0.0430999228131511	-0.324625843568333	0.0887913892247474	-0.0705879899973311
EIF5B	0.102803230990881	-0.382742777148543	0.162797588521563	-0.101126363361482
DAD1	-0.0203613473831057	-0.301580682808838	0.128695628375119	-0.00372506787169759
NMT1	0.0587558963135921	-0.384613988290786	0.271337429821511	-0.0153507745265743
LARP1	0.0704166123557115	-0.348411165959426	0.281124866221824	0.00147462474501912
BBX	-0.00962792683711501	-0.385167490707697	0.271030935703263	0.0601733232311185
SDHC	0.0805217201627164	-0.311098317021574	0.14360889830993	-0.0794131615136506
CSDE1	0.105228850558288	-0.31228544199935	0.0644892115797177	-0.116605433694326
FAM133B	0.0812693928964322	-0.469579156209296	0.224800139934016	-0.022895621238663
GADD45GIP1	0.0408619984562635	-0.281044586234191	0.125712534072663	-0.057516063254409
KIF5B	0.0759727013979222	-0.421885136765783	0.195656822938974	-0.0467390428550087
RSRC2	0.108608098206556	-0.421119851252837	0.167962143918606	-0.0774139139780513
EIF1AX	0.114366818646692	-0.392625830013529	0.141225021592742	-0.0890478657537213
ST13	0.0375250124480823	-0.398480859908466	0.185042111428504	-0.0460882826667428
PAFAH1B2	0.0735480746984642	-0.394324023086283	0.167362624156038	-0.0549332683738692
PRMT2	0.052702164588109	-0.401581932527685	0.251976369044502	-0.0267243358905945
PAK2	0.0724961095224873	-0.346179630010292	0.199491625544675	-0.0743453476614547
C5orf24	0.103000984385404	-0.390240874349085	0.226138526362491	-0.0602183476341939
HUWE1	0.0622343012522382	-0.320917955828655	0.179067548195573	-0.0394242824980415
CANX	-0.082507585565091	-0.376277953528658	0.310148175660707	0.126568561384634
STAG2	0.03949667552197	-0.407190860622684	0.264806385507123	-0.00539675532049341
COPA	0.0496968396430421	-0.392308371210381	0.282240202634949	0.0176068726837445
LPP	-0.064546345359922	-0.350539529955946	0.30742482433142	0.115951910743072
HSPA9	-0.0501991013206855	-0.351750095256011	0.207050115846166	0.080079850757271
RHOA	-0.0630958084547073	-0.288042450553188	0.152325806873843	0.0452777139068709
EIF3A	0.0300064983207261	-0.421878359361365	0.175837229693792	-0.0183725465450561
GABARAP	-0.048098494917952	-0.293904689534354	0.132791641672302	0.0265546849758426
CFAP97	0.0761723541920005	-0.374665276622485	0.082214111783508	-0.102350742215199
GLG1	0.0260181046017037	-0.476634002527227	0.315300643965762	0.0339887189911965
SRP14	0.0449106549429688	-0.347539298207566	0.14616138996034	-0.0665372614383845
HOOK3	0.0438208312804175	-0.473590775270561	0.245055861359011	-0.0109095035183248
TPR	0.0563595015984209	-0.463782230685999	0.263241452440258	-0.0182294440558951
