""	MES	NPC	OPC	AC
KTN1	-0.122407218961364	0.307520093368748	0.570038451761216	-0.242015319093444
NCOR1	-0.100818410229412	0.276219086249012	0.552688885327036	-0.227616620876071
PTP4A2	-0.121718432548588	0.297844866526382	0.571557958649113	-0.235836053348934
SON	-0.0934804194393882	0.261398062175862	0.527836022909266	-0.199407209797123
EIF5	-0.18028235040331	0.351011813762376	0.614209789054308	-0.300801282177008
SRRM2	-0.220206315165523	0.392533697090628	0.636847017215871	-0.330032347373943
SPTAN1	-0.184583831547083	0.366598476178291	0.615417431336896	-0.280687977458894
MLEC	-0.100588583833194	0.272088673370537	0.558057742541991	-0.232902776910337
UBXN4	-0.178744014778581	0.337217398858055	0.577305101356838	-0.259003030637619
SF3B2	-0.202438903746611	0.369036723642362	0.625067201915282	-0.309704567561429
SYT11	-0.112262930412597	0.284275574221833	0.557842258763477	-0.209352619440782
HSPD1	-0.104555031172693	0.268264231575531	0.550535898946938	-0.225929154653743
DYNC1LI2	-0.203485178831224	0.382953720772574	0.615679598048508	-0.304442465013086
SMARCC2	-0.230970320064116	0.398886383785509	0.640024279497398	-0.315158156745679
MPHOSPH8	-0.172589409272266	0.349540245427852	0.604101816205891	-0.290151653242972
CNBP	-0.123449049195944	0.282119945136357	0.569710126801173	-0.251261987302462
GSPT1	-0.164969426678201	0.314101425351732	0.588828102178256	-0.266626107790636
HDLBP	-0.101356876900549	0.270121091983398	0.545650173772714	-0.206000747503311
SLTM	-0.215768767912877	0.389598913143285	0.633577142500394	-0.326327480269777
UBE2B	-0.183340268363696	0.34816714086608	0.62001765033431	-0.319497693677714
UBE2D3	-0.209039889383238	0.382042415680281	0.647613759262742	-0.338921885314105
PURA	-0.0592679514948247	0.220508343296183	0.48550417736631	-0.145491060463964
DHX9	-0.198883890766828	0.381035233178488	0.624710626170957	-0.31047966921508
EPRS	-0.127315464009246	0.304137145628479	0.568754095481202	-0.256190132164873
SEPTIN2	-0.19742269619798	0.354049790524521	0.618553512557353	-0.28143916048699
DYNC1H1	-0.205126898477898	0.379488203077543	0.635483494511844	-0.304951389247704
CIAO1	-0.215357526298805	0.374497347479653	0.630951534567205	-0.322769952120714
LRRC58	-0.190385142600678	0.370784803459199	0.621747529854283	-0.288687773811116
IK	-0.169737479444081	0.331660327379746	0.58911265909817	-0.286535644342315
VPS35	-0.129100476494852	0.290313753602908	0.545852994224077	-0.242083005758628
SNX6	-0.20898057175725	0.382866592352579	0.643477053817047	-0.328965368164083
ZC3H13	-0.240223020529044	0.408746726498724	0.644847002402168	-0.333327469267881
TAF7	-0.256077339673802	0.415111046901839	0.652014971770897	-0.350397541701656
COMMD2	-0.165897511734802	0.333411893244768	0.600732138966608	-0.279219713833466
YWHAE	-0.218480953146227	0.360637885231612	0.622069864920181	-0.31871198978223
UBE2V1	-0.176991357697588	0.336205763192961	0.598063802464999	-0.277174835305532
GNB1	-0.228522592939181	0.398920939753875	0.654225352322786	-0.334449183621159
ARID1A	-0.205161852561804	0.383306342151622	0.629793915936924	-0.311379069945976
NUMA1	-0.139171310479111	0.317607041837902	0.588996164986439	-0.255414213035702
DDX42	-0.149203867518452	0.313956122232562	0.569937857009711	-0.265437565198445
DDX24	-0.253580401445289	0.41751580219338	0.650701497351208	-0.369038702325799
EIF4G2	-0.249758256858002	0.416054431519683	0.675417973136892	-0.361849938370475
CBX5	-0.30074548045033	0.445551978319421	0.685603860486346	-0.381346262445699
MAPT	-0.189513077556885	0.360725734138513	0.632273789690154	-0.303872895795072
USP16	-0.0647763178037946	0.247337357158385	0.51336657025034	-0.168127359432178
ZNF148	-0.136122513451986	0.304118903146332	0.552623075006045	-0.217550607267679
THRAP3	-0.206067113270374	0.376529166432494	0.63210073273768	-0.340309270590283
RTN3	-0.27617564079605	0.442494827676459	0.686565987926095	-0.371979479525659
HNRNPC	-0.296997672870069	0.443349557612088	0.689514459898049	-0.39428195720781
USP9X	-0.0870481764563516	0.255235378962578	0.529872926840452	-0.203485195821301
